 ,Area,Mean,Min,Max,Angle,Length
1,1.549E-4,196.269,149.131,227.106,-128.591,0.163
2,1.700E-4,186.776,134.193,244.811,89.246,0.179
3,1.584E-4,187.996,125.796,229.246,-0.323,0.167
4,1.566E-4,188.889,158.386,222.751,16.731,0.165
5,1.557E-4,180.928,127.251,205.919,-115.534,0.164
