 ,Area,Mean,Min,Max,Angle,Length
1,1.481E-4,161.141,126.479,189.149,23.580,0.157
2,1.543E-4,162.511,116.444,194.667,104.676,0.163
3,1.578E-4,170.729,135.466,212.595,41.820,0.168
4,1.569E-4,156.646,62.808,226.473,-29.745,0.167
5,1.693E-4,179.428,126.742,227.386,139.040,0.179
