"","Age_DPF","Metric","model","ShapiroWilk","ResidNorm","Variance","HomogVar","DF.num","DF.denom","Tstat","P_val","SigDif","NA"
"1",219,"RR_mghr","Welchs T test, equal variance","0.17162412392924; 0.075314257624009","YES",0.574765912679243,"YES","14","NA",-0.806553729034073,0.783294018475852,"NO",NA
"2",424,"RR_mghr","Welchs T test, equal variance","0.609057349954157; 0.125338784897909","YES",0.318486919364287,"YES","12","NA",1.05431582615653,0.156252194654241,"NO",NA
"3",261,"RR_mghr","Welchs T test, equal variance","0.126605715204572; 0.923589871489411","YES",0.706369125592193,"YES","11","NA",-0.136852304934918,0.55318990638318,"NO",NA
"4",219,"ORR_mghr","Wilcoxon rank sum exact test","0.0454484300663629; 0.445520400997763","NO",0.775537724813613,"YES","NA","NA",32,1,"NO",NA
"5",424,"ORR_mghr","Welchs T test, equal variance","0.287450374061329; 0.373841468260222","YES",0.268984295858248,"YES","12","NA",1.62388559905998,0.0651797408738571,"NO",NA
"6",261,"ORR_mghr","Welchs T test, equal variance","0.265044086615482; 0.585354708799356","YES",0.53377746270361,"YES","11","NA",-0.0835981644440995,0.532561056308691,"NO",NA
"7",219,"IRR_mghr","Wilcoxon rank sum exact test","0.188929957488715; 0.0392466331722849","NO",0.614442218577365,"YES","NA","NA",21,0.278632478632479,"NO",NA
"8",424,"IRR_mghr","Welchs T test, equal variance","0.689171555339129; 0.0952533427473352","YES",0.302044885371279,"YES","12","NA",0.930332447805442,0.185268579019751,"NO",NA
"9",261,"IRR_mghr","Welchs T test, equal variance","0.103941524746746; 0.914768272541964","YES",0.745471695930007,"YES","11","NA",-0.146810108455717,0.557030991604301,"NO",NA
"10",219,"ER_mghr","Welchs T test, equal variance","0.284545299053517; 0.72882058651051","YES",0.83633608260063,"YES","14","NA",-0.071750315447836,0.528092223729976,"NO",NA
"11",424,"ER_mghr","Welchs T test, equal variance","0.817586017917183; 0.570151832225115","YES",0.33062963176925,"YES","12","NA",-0.216565373739484,0.583907483426601,"NO",NA
"12",261,"ER_mghr","Wilcoxon rank sum exact test","0.40569413582331; 0.00166514007555618","NO",0.214260633665468,"YES","NA","NA",19,0.835664335664336,"NO",NA
"13",219,"OER_mghr","Welchs T test, equal variance","0.540414613220726; 0.497569282271569","YES",0.748623342569871,"YES","14","NA",0.0351101248109548,0.486243810634366,"NO",NA
"14",424,"OER_mghr","Welchs T test, equal variance","0.870377784868315; 0.776709581032235","YES",0.0554406983861636,"YES","12","NA",1.93675787556778,0.0383376674122289,"YES",NA
"15",261,"OER_mghr","Welchs T test, equal variance","0.547757183632121; 0.218128957348449","YES",0.243445381853102,"YES","11","NA",0.880033206014526,0.198830059905601,"NO",NA
"16",219,"IER_mghr","Welchs T test, equal variance","0.285027419181021; 0.742110064973173","YES",0.611010006929517,"YES","14","NA",-0.108372394270507,0.542380902477865,"NO",NA
"17",424,"IER_mghr","Welchs T test, equal variance","0.681779235284438; 0.553856560958901","YES",0.385518601919314,"YES","12","NA",-0.790032740479431,0.777579758778701,"NO",NA
"18",261,"IER_mghr","Wilcoxon rank sum exact test","0.32493622203413; 0.000971681759971767","NO",0.23202130773768,"YES","NA","NA",18,0.730769230769231,"NO",NA
"19",219,"IER_correct","Welchs T test, equal variance","0.17118826915695; 0.439111547540243","YES",0.878726995549918,"YES","14","NA",-1.12817226914294,0.860894832539176,"NO",NA
"20",424,"IER_correct","Welchs T test, equal variance","0.895474286723402; 0.410624746035301","YES",0.691340337779588,"YES","12","NA",-0.751144557830599,0.766479338041497,"NO",NA
"21",261,"IER_correct","Wilcoxon rank sum exact test","0.0386889087611733; 0.640065029366126","NO",0.599384435692746,"YES","NA","NA",20,0.945221445221445,"NO",NA
"22",219,"IRR_correct","Welchs T test, equal variance","0.151833057776739; 0.539108192632647","YES",0.139678961212969,"YES","14","NA",-2.0178915084552,0.968404974383126,"NO",NA
"23",424,"IRR_correct","Welchs T test, equal variance","0.598093839964511; 0.432171123609479","YES",0.471973074380049,"YES","12","NA",1.19731276920193,0.127150793345436,"NO",NA
"24",261,"IRR_correct","Welchs T test, equal variance","0.386924197078786; 0.524536857476211","YES",0.979722264926768,"YES","11","NA",-0.555857212243778,0.705282217387572,"NO",NA
"25",219,"OER_correct","Welchs T test, equal variance","0.104239526871906; 0.998092085371042","YES",0.258351147541291,"YES","14","NA",-1.29338048863734,0.891593150096767,"NO",NA
"26",424,"OER_correct","Welchs T test, equal variance","0.678107586287427; 0.156746146819011","YES",0.16561572486001,"YES","12","NA",2.32130927239131,0.0193376459980364,"YES",NA
"27",261,"OER_correct","Welchs T test, equal variance","0.107506050223771; 0.986945255099424","YES",0.488615507913942,"YES","11","NA",0.592369360909388,0.282790467293019,"NO",NA
"28",219,"ORR_correct","Wilcoxon rank sum exact test","0.0452048300976113; 0.0333972684260889","NO",0.441682497758355,"YES","NA","NA",20,0.234498834498834,"NO",NA
"29",424,"ORR_correct","Welchs T test, equal variance","0.233787226900076; 0.441652519829987","YES",0.302331071321315,"YES","12","NA",1.81382161035256,0.0473862823535897,"YES",NA
"30",261,"ORR_correct","Welchs T test, equal variance","0.473665102400923; 0.347409197327366","YES",0.818226786845222,"YES","11","NA",-0.453554767819095,0.670516808923493,"NO",NA
"31",219,"CR","Welchs T test, equal variance","0.198251669875082; 0.213845897028447","YES",0.139133502228194,"YES","14","NA",0.28092310555751,0.391439181694139,"NO",NA
"32",424,"CR","Welchs T test, equal variance","0.82412337553695; 0.239425177411281","YES",0.181155068305725,"YES","12","NA",-0.248890758920491,0.596172967803019,"NO",NA
"33",261,"CR","Welchs T test, equal variance","0.183644825594672; 0.713945067652314","YES",0.519955407374987,"YES","11","NA",0.0676982092506088,0.473620372555912,"NO",NA
