Date & time of file creation	1/31/2023 10:16 AM																																													
Raw data file path	C:\Users\user\Documents\bsf201_31_23\bs_f2_01_31_23_8.0_raw.txt																																													
Data file path	C:\Users\user\Documents\bsf201_31_23\bs_f2_01_31_23_8.0.txt																																													
																																														
																																														
CALIBRATION DATA																																														
Parameter/Channel	N moving average	LO input	HI input	LO value	HI value	LO cal temp [°C]	HI cal temp [°C]																																							
Chamber 1	1	60.8800	26.3600	0.00	100.00	20.00	17.01																																							
Chamber 2	1	60.8800	26.2462	0.00	100.00	20.00	17.01																																							
Chamber 3	1	60.8800	26.3813	0.00	100.00	20.00	16.99																																							
Chamber 4	1	60.8800	26.1025	0.00	100.00	20.00	16.94																																							
Chamber 5	1	60.8800	26.2138	0.00	100.00	20.00	17.10																																							
Chamber 6	1	60.8800	26.3275	0.00	100.00	20.00	17.13																																							
Chamber 7	1	60.8800	26.0188	0.00	100.00	20.00	17.11																																							
Chamber 8	1	60.8800	25.8650	0.00	100.00	20.00	17.15																																							
																																														
																																														
Ambient temp N°1	1	0.0000	5.0000	0.00	100.00	Not used	Not used																																							
Ambient temp N°2	1	0.0000	5.0000	0.00	100.00	Not used	Not used																																							
																																														
																																														
																																														
																																														
EXPERIMENT DATA																																														
Parameter/Channel	Chamber vol [mL]	Tube vol [mL]	Wet weight [g]	Density [kg/L]	Fish length [cm]	Fish width [cm]	Fish depth [cm]	Cross section area [cm2]																																						
Chamber 1	68	0	2.8	1	10	Not used	Not used	Not used																																						
Chamber 2	68	0	2.90000000001	1	Not used	Not used	Not used	Not used																																						
Chamber 3	68	0	2.2	1	Not used	Not used	Not used	Not used																																						
Chamber 4	68	0	2	1	Not used	Not used	Not used	Not used																																						
Chamber 5	68	0	2.5	1	10	Not used	Not used	Not used																																						
Chamber 6	68	0	2.1	1	Not used	Not used	Not used	Not used																																						
Chamber 7	68	0	2.9	1	Not used	Not used	Not used	Not used																																						
Chamber 8	68	0	1.1	1	Not used	Not used	Not used	Not used																																						
																																														
																																														
																																														
																																														
Date &Time [DD-MM-YYYY/HH:MM:SS]	Phase	Barometric pressure [hPa]	Salinity [‰]	CH1 O2 input [phase]	CH1 temp (°C)	CH1 O2 [%air sat.]	CH2 O2 input [phase]	CH2 temp (°C)	CH2 O2 [%air sat.]	CH3 O2 input [phase]	CH3 temp (°C)	CH3 O2 [%air sat.]	CH4 O2 input [phase]	CH4 temp (°C)	CH4 O2 [%air sat.]	CH5 O2 input [phase]	CH5 temp (°C)	CH5 O2 [%air sat.]	CH6 O2 input [phase]	CH6 temp (°C)	CH6 O2 [%air sat.]	CH7 O2 input [phase]	CH7 temp (°C)	CH7 O2 [%air sat.]	CH8 O2 input [phase]	CH8 temp (°C)	CH8 O2 [%air sat.]	CH1 Velocity input [V]	CH1 Velocity [cm/s]	CH5 Velocity input [V]	CH5 Velocity [cm/s]	AMB temp N°1 input [V]	AMB temp N°1 [°C]	AMB temp N°1 relay	AMB temp N°2 input [V]	AMB temp N°2 [°C]	AMB temp N°2 relay	AMB O2 N°1 input (V)	AMB O2 N°1 temp (°C)	AMB O2 N°1 [%air sat.]	AMB O2 N°1 relay	AMB O2 N°2 input (V)	AMB O2 N°2 temp (°C)	AMB O2 N°2 [%air sat.]	AMB O2 N°2 relay	User event
1/31/2023/10:16:34 AM	Flush	1024.0	26.9	26.6062	17.01	97.66	26.2838	17.01	99.63	26.0787	17.01	102.91	26.4050	17.01	97.02	26.3637	17.12	98.54	26.1600	17.12	101.64	25.6175	17.12	103.96	25.9625	17.12	99.10	NaN	NaN	NaN	NaN	17.0138	17.01	OFF	NaN	NaN	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
1/31/2023/10:16:35 AM	Flush	1024.0	26.9	26.5350	17.02	98.32	26.3125	17.02	99.35	26.0800	17.02	102.89	26.4150	17.02	96.92	26.3738	17.12	98.44	26.2150	17.12	101.10	25.6913	17.12	103.22	25.9162	17.12	99.55	NaN	NaN	NaN	NaN	17.0200	17.02	OFF	NaN	NaN	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
1/31/2023/10:16:36 AM	Flush	1024.0	26.9	26.5550	17.02	98.13	26.3238	17.02	99.24	26.0225	17.02	103.46	26.3900	17.02	97.15	26.3800	17.12	98.39	26.1475	17.12	101.77	25.6762	17.12	103.38	25.8825	17.12	99.88	NaN	NaN	NaN	NaN	17.0200	17.02	OFF	NaN	NaN	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
1/31/2023/10:16:37 AM	Flush	1024.0	26.9	26.6187	17.02	97.54	26.2013	17.02	100.42	26.0513	17.02	103.18	26.3712	17.02	97.33	26.3725	17.11	98.46	26.1675	17.11	101.58	25.6350	17.11	103.80	25.9350	17.11	99.38	NaN	NaN	NaN	NaN	17.0200	17.02	OFF	NaN	NaN	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
1/31/2023/10:16:38 AM	Flush	1024.0	26.9	26.6000	17.02	97.71	26.1713	17.02	100.71	26.0900	17.02	102.79	26.3625	17.02	97.41	26.3675	17.12	98.50	26.1537	17.12	101.70	25.6562	17.12	103.57	25.9413	17.12	99.31	NaN	NaN	NaN	NaN	17.0200	17.02	OFF	NaN	NaN	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
1/31/2023/10:16:39 AM	Flush	1024.0	26.9	26.5963	17.02	97.74	26.3100	17.02	99.37	26.0100	17.02	103.58	26.3887	17.02	97.16	26.3762	17.12	98.42	26.1775	17.12	101.48	25.6612	17.12	103.53	25.8950	17.12	99.76	NaN	NaN	NaN	NaN	17.0237	17.02	OFF	NaN	NaN	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
1/31/2023/10:16:40 AM	Flush	1024.0	26.9	26.6125	17.03	97.58	26.2600	17.03	99.84	25.9975	17.03	103.70	26.3888	17.03	97.15	26.3775	17.11	98.42	26.2413	17.11	100.86	25.6913	17.11	103.23	25.8963	17.11	99.76	NaN	NaN	NaN	NaN	17.0300	17.03	OFF	NaN	NaN	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
1/31/2023/10:16:41 AM	Flush	1024.0	26.9	26.6125	17.03	97.57	26.2563	17.03	99.87	26.0637	17.03	103.03	26.3938	17.03	97.10	26.3938	17.11	98.27	26.2087	17.11	101.18	25.7063	17.11	103.08	25.9438	17.11	99.30	NaN	NaN	NaN	NaN	17.0338	17.03	OFF	NaN	NaN	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
1/31/2023/10:16:42 AM	Flush	1024.0	26.9	26.5838	17.04	97.83	26.1975	17.04	100.42	26.0813	17.04	102.85	26.3838	17.04	97.18	26.4112	17.11	98.10	26.2075	17.11	101.19	25.7000	17.11	103.15	25.9387	17.11	99.35	NaN	NaN	NaN	NaN	17.0400	17.04	OFF	NaN	NaN	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
1/31/2023/10:16:43 AM	Flush	1024.0	26.9	26.6400	17.04	97.31	26.1288	17.04	101.09	26.0888	17.04	102.77	26.4062	17.04	96.97	26.4525	17.11	97.72	26.0700	17.11	102.55	25.6737	17.11	103.41	25.9313	17.11	99.42	NaN	NaN	NaN	NaN	17.0400	17.04	OFF	NaN	NaN	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
1/31/2023/10:16:44 AM	Flush	1024.0	26.9	26.6250	17.04	97.45	26.2275	17.04	100.13	26.0850	17.04	102.81	26.3313	17.04	97.67	26.5237	17.11	97.05	26.0813	17.11	102.43	25.6562	17.11	103.59	25.9350	17.11	99.38	NaN	NaN	NaN	NaN	17.0400	17.04	OFF	NaN	NaN	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
1/31/2023/10:16:45 AM	Flush	1024.0	26.9	26.6225	17.04	97.47	26.2987	17.04	99.44	26.1100	17.04	102.55	26.3300	17.04	97.68	26.6212	17.11	96.15	26.0063	17.11	103.18	25.6700	17.11	103.45	25.9325	17.11	99.41	NaN	NaN	NaN	NaN	17.0437	17.04	OFF	NaN	NaN	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
1/31/2023/10:16:46 AM	Flush	1024.0	26.9	26.6450	17.05	97.25	26.2488	17.05	99.91	26.0950	17.05	102.69	26.3800	17.05	97.20	26.6638	17.11	95.77	NaN	17.11	NaN	25.6500	17.11	103.66	25.9400	17.11	99.34	NaN	NaN	NaN	NaN	17.0500	17.05	OFF	NaN	NaN	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
1/31/2023/10:16:47 AM	Flush	1024.0	26.9	26.6463	17.05	97.24	26.2613	17.05	99.79	26.0400	17.05	103.24	26.3800	17.05	97.20	26.6088	17.10	96.28	NaN	17.10	NaN	25.6812	17.10	103.35	25.9275	17.10	99.47	NaN	NaN	NaN	NaN	17.0500	17.05	OFF	NaN	NaN	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
1/31/2023/10:16:48 AM	Flush	1024.0	26.9	26.6788	17.05	96.93	26.2112	17.05	100.27	26.0087	17.05	103.55	26.3575	17.05	97.40	26.5862	17.10	96.49	NaN	17.10	NaN	25.6425	17.10	103.74	25.9787	17.10	98.98	NaN	NaN	NaN	NaN	17.0538	17.05	OFF	NaN	NaN	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
1/31/2023/10:16:49 AM	Flush	1024.0	26.9	26.6900	17.06	96.82	26.1725	17.06	100.64	26.0625	17.06	103.00	26.3388	17.06	97.57	26.5687	17.10	96.65	NaN	17.10	NaN	25.6638	17.10	103.53	25.9600	17.10	99.16	NaN	NaN	NaN	NaN	17.0600	17.06	OFF	NaN	NaN	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
1/31/2023/10:16:50 AM	Flush	1024.0	26.9	26.7025	17.06	96.70	26.2013	17.06	100.35	26.0738	17.06	102.88	26.3588	17.06	97.38	26.5500	17.10	96.82	NaN	17.10	NaN	25.6750	17.10	103.41	25.9337	17.10	99.41	NaN	NaN	NaN	NaN	17.0637	17.06	OFF	NaN	NaN	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
1/31/2023/10:16:51 AM	Flush	1024.0	26.9	26.6513	17.07	97.16	26.2550	17.07	99.82	26.0263	17.07	103.35	26.3663	17.07	97.30	26.5463	17.10	96.86	NaN	17.10	NaN	25.6113	17.10	104.06	25.9013	17.10	99.72	NaN	NaN	NaN	NaN	17.0700	17.07	OFF	NaN	NaN	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
1/31/2023/10:16:52 AM	Flush	1024.0	26.9	26.6475	17.07	97.19	26.2638	17.07	99.74	26.0237	17.07	103.37	26.4062	17.07	96.92	26.5437	17.10	96.88	NaN	17.10	NaN	25.6150	17.10	104.02	25.9538	17.10	99.22	NaN	NaN	NaN	NaN	17.0700	17.07	OFF	NaN	NaN	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
1/31/2023/10:16:53 AM	Flush	1024.0	26.9	26.6175	17.07	97.47	26.2525	17.07	99.84	26.0150	17.07	103.45	26.3550	17.07	97.40	26.5538	17.10	96.79	NaN	17.10	NaN	25.6013	17.10	104.17	26.0100	17.10	98.68	NaN	NaN	NaN	NaN	17.0738	17.07	OFF	NaN	NaN	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
1/31/2023/10:16:54 AM	Flush	1024.0	26.9	26.6262	17.08	97.38	26.2000	17.08	100.34	26.0650	17.08	102.94	26.2950	17.08	97.95	26.5412	17.09	96.92	NaN	17.09	NaN	25.6088	17.09	104.10	25.9763	17.09	99.02	NaN	NaN	NaN	NaN	17.0800	17.08	OFF	NaN	NaN	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
1/31/2023/10:16:55 AM	Flush	1024.0	26.9	26.6088	17.08	97.54	26.3188	17.08	99.20	26.1113	17.08	102.48	26.3425	17.08	97.50	26.5138	17.09	97.18	NaN	17.09	NaN	25.6387	17.09	103.80	25.9238	17.09	99.52	NaN	NaN	NaN	NaN	17.0800	17.08	OFF	NaN	NaN	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
1/31/2023/10:16:56 AM	Flush	1024.0	26.9	26.6050	17.08	97.57	26.3463	17.08	98.94	26.0400	17.08	103.19	26.3912	17.08	97.05	26.5350	17.09	96.98	NaN	17.09	NaN	25.7125	17.09	103.05	25.9075	17.09	99.68	NaN	NaN	NaN	NaN	17.0800	17.08	OFF	NaN	NaN	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
1/31/2023/10:16:57 AM	Flush	1024.0	26.9	26.6225	17.08	97.41	26.3025	17.08	99.35	26.1100	17.08	102.49	26.4100	17.08	96.87	26.5525	17.09	96.82	NaN	17.09	NaN	25.6812	17.09	103.37	25.8888	17.09	99.86	NaN	NaN	NaN	NaN	17.0837	17.08	OFF	NaN	NaN	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
1/31/2023/10:16:58 AM	Flush	1024.0	26.9	26.5762	17.09	97.83	26.2550	17.09	99.80	26.0675	17.09	102.91	26.4025	17.09	96.94	26.5362	17.09	96.97	26.1513	17.09	101.78	25.6387	17.09	103.80	25.9350	17.09	99.41	NaN	NaN	NaN	NaN	17.0862	17.09	OFF	NaN	NaN	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
1/31/2023/10:16:59 AM	Flush	1024.0	26.9	26.5575	17.08	98.01	26.3100	17.08	99.28	26.0650	17.08	102.94	26.4050	17.08	96.92	26.5300	17.09	97.02	26.0475	17.09	102.80	25.6538	17.09	103.64	25.9600	17.09	99.17	NaN	NaN	NaN	NaN	17.0837	17.08	OFF	NaN	NaN	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
1/31/2023/10:17:00 AM	Flush	1024.0	26.9	26.6275	17.09	97.35	26.3412	17.09	98.97	26.0362	17.09	103.21	26.3700	17.09	97.23	26.5338	17.09	96.99	26.0475	17.09	102.80	25.7363	17.09	102.81	25.9563	17.09	99.21	NaN	NaN	NaN	NaN	17.0900	17.09	OFF	NaN	NaN	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
1/31/2023/10:17:01 AM	Flush	1024.0	26.9	26.6363	17.09	97.27	26.2837	17.09	99.52	26.0563	17.09	103.01	26.3375	17.09	97.54	26.5400	17.09	96.93	NaN	17.09	NaN	25.7950	17.09	102.23	25.9200	17.09	99.56	NaN	NaN	NaN	NaN	17.0900	17.09	OFF	NaN	NaN	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
1/31/2023/10:17:02 AM	Flush	1024.0	26.9	26.6187	17.09	97.43	26.2437	17.09	99.90	26.1000	17.09	102.58	26.4387	17.09	96.59	26.5550	17.09	96.80	NaN	17.09	NaN	25.7788	17.09	102.39	25.8625	17.09	100.12	NaN	NaN	NaN	NaN	17.0900	17.09	OFF	NaN	NaN	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
1/31/2023/10:17:03 AM	Flush	1024.0	26.9	26.6000	17.09	97.61	26.2387	17.09	99.95	26.0963	17.09	102.62	26.4163	17.09	96.80	26.5800	17.08	96.57	NaN	17.08	NaN	25.7363	17.08	102.82	25.8950	17.08	99.81	NaN	NaN	NaN	NaN	17.0900	17.09	OFF	NaN	NaN	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
1/31/2023/10:17:04 AM	Flush	1024.0	26.9	26.6187	17.09	97.43	26.2200	17.09	100.13	26.0750	17.09	102.83	26.4100	17.09	96.86	26.5538	17.09	96.80	NaN	17.09	NaN	25.7763	17.09	102.41	25.9587	17.09	99.18	NaN	NaN	NaN	NaN	17.0900	17.09	OFF	NaN	NaN	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
1/31/2023/10:17:05 AM	Flush	1024.0	26.9	26.6462	17.09	97.18	26.1825	17.09	100.49	26.0763	17.09	102.82	26.4175	17.09	96.79	26.5025	17.09	97.28	NaN	17.09	NaN	25.7625	17.09	102.55	25.9850	17.09	98.93	NaN	NaN	NaN	NaN	17.0900	17.09	OFF	NaN	NaN	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
1/31/2023/10:17:06 AM	Flush	1024.0	26.9	26.6175	17.09	97.44	26.1500	17.09	100.81	26.1275	17.09	102.31	26.4525	17.09	96.47	26.5162	17.09	97.15	NaN	17.09	NaN	25.7575	17.09	102.60	26.0562	17.09	98.25	NaN	NaN	NaN	NaN	17.0900	17.09	OFF	NaN	NaN	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
1/31/2023/10:17:07 AM	Flush	1024.0	26.9	26.6175	17.09	97.44	26.2225	17.09	100.11	26.1212	17.09	102.37	26.4450	17.09	96.54	26.5450	17.09	96.88	NaN	17.09	NaN	25.7625	17.09	102.55	26.0538	17.09	98.28	NaN	NaN	NaN	NaN	17.0900	17.09	OFF	NaN	NaN	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
1/31/2023/10:17:08 AM	Flush	1024.0	26.9	26.6800	17.09	96.86	26.2413	17.09	99.92	26.0825	17.09	102.75	26.3850	17.09	97.09	26.5200	17.09	97.12	NaN	17.09	NaN	25.7162	17.09	103.01	26.0525	17.09	98.29	NaN	NaN	NaN	NaN	17.0937	17.09	OFF	NaN	NaN	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
1/31/2023/10:17:09 AM	Flush	1024.0	26.9	26.6500	17.10	97.13	26.2662	17.10	99.67	26.0963	17.10	102.60	26.3987	17.10	96.95	26.5162	17.09	97.15	26.1837	17.09	101.46	25.7200	17.09	102.98	26.0362	17.09	98.44	NaN	NaN	NaN	NaN	17.1000	17.10	OFF	NaN	NaN	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
1/31/2023/10:17:10 AM	Flush	1024.0	26.9	26.6375	17.10	97.24	26.3412	17.10	98.95	26.1363	17.10	102.21	26.3987	17.10	96.95	26.5213	17.09	97.11	26.1938	17.09	101.36	25.7713	17.09	102.46	26.0225	17.09	98.57	NaN	NaN	NaN	NaN	17.1000	17.10	OFF	NaN	NaN	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
