"","Age_DPF","model","ShapiroWilk","ResidNorm","Variance","HomogVar","DF.num","DF.denom","Tstat","P_val","SigDif","NA","About"
"1",233,"Welchs T test, equal variance","0.370039994782668; 0.642101713896316","YES",0.539853680236087,"YES",12,"NA",6.90331653004724,8.21659181764318e-06,"YES",NA,"Adductor: raw, NO BFACTOR + mean data"
"2",274,"Welchs T test, equal variance","0.479390066503118; 0.690393244889402","YES",0.264619846096997,"YES",14,"NA",7.10016623632094,2.6677999533612e-06,"YES",NA,"Adductor: raw, NO BFACTOR + mean data"
"3",304,"Welchs T test, equal variance","0.314860687509787; 0.956279102559778","YES",0.919266562320474,"YES",14,"NA",6.97774688050854,3.23606079017562e-06,"YES",NA,"Adductor: raw, NO BFACTOR + mean data"
"4",338,"Welchs T test, non-equal variance","0.706725472130137; 0.777843743030087","YES",0.0360893586754602,"NO",7.06081978712391,"NA",7.02681703359972,9.92190217423241e-05,"YES",NA,"Adductor: raw, NO BFACTOR + mean data"
"5",233,"Welchs T test, equal variance","0.0988970119870006; 0.901240920604948","YES",0.484473443778812,"YES",12,"NA",-25.8115724078038,0.999999999996513,"NO",NA,"Adductor: one bfactor + mean data"
"6",274,"Welchs T test, equal variance","0.609416113788719; 0.068689564513289","YES",0.807863474321672,"YES",14,"NA",-20.7753614568101,0.999999999996791,"NO",NA,"Adductor: one bfactor + mean data"
"7",304,"Welchs T test, equal variance","0.285215751995859; 0.76351375283605","YES",0.199109897033793,"YES",14,"NA",-15.7871812886013,0.999999999870895,"NO",NA,"Adductor: one bfactor + mean data"
"8",338,"Welchs T test, equal variance","0.961883825579522; 0.36166301164473","YES",0.0721583192326707,"YES",14,"NA",-23.00438542852,0.9999999999992,"NO",NA,"Adductor: one bfactor + mean data"
"9",233,"Welchs T test, equal variance","0.0988848525212104; 0.98106244503318","YES",0.480367903045158,"YES",12,"NA",-17.5204004525537,0.999999999674885,"NO",NA,"Adductor: two pCO2 bfactors + mean data"
"10",274,"Welchs T test, equal variance","0.640766883867238; 0.0524420707026876","YES",0.902824582020847,"YES",14,"NA",-19.7504862392458,0.999999999993626,"NO",NA,"Adductor: two pCO2 bfactors + mean data"
"11",304,"Welchs T test, equal variance","0.277534819980773; 0.79377160614856","YES",0.171025024316095,"YES",14,"NA",-15.5792260738968,0.999999999846011,"NO",NA,"Adductor: two pCO2 bfactors + mean data"
"12",338,"Welchs T test, equal variance","0.943597111688238; 0.295457157325719","YES",0.0657131542880341,"YES",14,"NA",-21.840438918246,0.999999999998375,"NO",NA,"Adductor: two pCO2 bfactors + mean data"
