"","Age_DPF","ShapiroWilk","ResidNorm","Levenes","HomogVar","model","DF.num","DF.denom","F_val","P_val","SigDif","About"
"1",65,0.287049567795763,"YES",0.40602427042009,"YES","one-way AOV; x ~ treatment",1,6,0.231712351979746,0.647309229472419,"NO","WholeDryM: raw, NO BFACTOR + mean data"
"2",92,0.392425202967353,"YES",0.0753729181540334,"YES","one-way AOV; x ~ treatment",1,6,6.16404225137473,0.0476276365618976,"YES","WholeDryM: raw, NO BFACTOR + mean data"
"3",129,0.0503866385544483,"YES",0.226061052706244,"YES","one-way AOV; x ~ treatment",1,6,2.87765866793653,0.140743865518866,"NO","WholeDryM: raw, NO BFACTOR + mean data"
"4",191,0.944700538186482,"YES",0.04297900252739,"NO","kruskal-wallis; x ~ treatment",1,NA,NA,0.563702861650774,"NO","WholeDryM: raw, NO BFACTOR + mean data"
"5",219,0.678744466696291,"YES",0.703935506556418,"YES","one-way AOV; x ~ treatment",1,6,11.4618377392693,0.0147566910392176,"YES","WholeDryM: raw, NO BFACTOR + mean data"
"6",233,0.647325419492482,"YES",0.290774229954787,"YES","one-way AOV; x ~ treatment",1,6,7.28935546833858,0.0355816547061145,"YES","WholeDryM: raw, NO BFACTOR + mean data"
"7",245,0.652783885112877,"YES",0.384849518501937,"YES","one-way AOV; x ~ treatment",1,6,4.03979472749386,0.0911641064030368,"NO","WholeDryM: raw, NO BFACTOR + mean data"
"8",274,0.51091601020301,"YES",0.522659211312681,"YES","one-way AOV; x ~ treatment",1,6,7.13003909323486,0.0370160434371143,"YES","WholeDryM: raw, NO BFACTOR + mean data"
"9",304,0.188575456763892,"YES",0.536116201231105,"YES","one-way AOV; x ~ treatment",1,6,0.414280469206423,0.543607443352998,"NO","WholeDryM: raw, NO BFACTOR + mean data"
"10",338,0.393624572732444,"YES",0.224983988573591,"YES","one-way AOV; x ~ treatment",1,6,2.75310623527489,0.148136301021498,"NO","WholeDryM: raw, NO BFACTOR + mean data"
"11",65,0.0722350118438971,"YES",0.388541971292306,"YES","one-way AOV; x ~ treatment",1,6,0.958659843824045,0.36533733022328,"NO","WholeDryM: one bfactor + mean data"
"12",92,0.18915217696947,"YES",0.105455441692154,"YES","one-way AOV; x ~ treatment",1,6,1.92572402906128,0.21456745851556,"NO","WholeDryM: one bfactor + mean data"
"13",129,0.727871334945275,"YES",0.103831923807528,"YES","one-way AOV; x ~ treatment",1,6,0.124279514416524,0.736491702865956,"NO","WholeDryM: one bfactor + mean data"
"14",191,0.192007245851086,"YES",0.404046211229615,"YES","one-way AOV; x ~ treatment",1,6,0.00039493867668924,0.984789022258199,"NO","WholeDryM: one bfactor + mean data"
"15",219,0.652387510750982,"YES",0.943699624608877,"YES","one-way AOV; x ~ treatment",1,6,1.13222319185588,0.328238351667153,"NO","WholeDryM: one bfactor + mean data"
"16",233,0.184735748547886,"YES",0.264063045901287,"YES","one-way AOV; x ~ treatment",1,6,0.427025419176994,0.537674210358289,"NO","WholeDryM: one bfactor + mean data"
"17",245,0.275217657033889,"YES",0.440968471409089,"YES","one-way AOV; x ~ treatment",1,6,0.00152907160442086,0.970076632968024,"NO","WholeDryM: one bfactor + mean data"
"18",274,0.227408502248281,"YES",0.409546973822182,"YES","one-way AOV; x ~ treatment",1,6,1.82989930982463,0.224889695540218,"NO","WholeDryM: one bfactor + mean data"
"19",304,0.946863773246267,"YES",0.906828954712588,"YES","one-way AOV; x ~ treatment",1,6,1.57969005847665,0.255518106348108,"NO","WholeDryM: one bfactor + mean data"
"20",338,0.507728661449111,"YES",0.947236265270628,"YES","one-way AOV; x ~ treatment",1,6,0.206077329581084,0.665817529889566,"NO","WholeDryM: one bfactor + mean data"
"21",65,0.0707405607248994,"YES",0.382838753870383,"YES","one-way AOV; x ~ treatment",1,6,1.63364420800034,0.248416587983603,"NO","WholeDry: two pCO2 bfactors + mean data"
"22",92,0.206029027601274,"YES",0.0910466251640075,"YES","one-way AOV; x ~ treatment",1,6,0.992573395333189,0.357581051019214,"NO","WholeDry: two pCO2 bfactors + mean data"
"23",129,0.721540084803025,"YES",0.102202112735587,"YES","one-way AOV; x ~ treatment",1,6,0.19280992576941,0.67595983791345,"NO","WholeDry: two pCO2 bfactors + mean data"
"24",191,0.197168842314999,"YES",0.399201466557677,"YES","one-way AOV; x ~ treatment",1,6,0.0115548500237216,0.917901829538751,"NO","WholeDry: two pCO2 bfactors + mean data"
"25",219,0.640135259578552,"YES",0.943867903265462,"YES","one-way AOV; x ~ treatment",1,6,1.18253503682518,0.318582791733915,"NO","WholeDry: two pCO2 bfactors + mean data"
"26",233,0.187244704809125,"YES",0.25834661990077,"YES","one-way AOV; x ~ treatment",1,6,0.415868422864534,0.542861004603041,"NO","WholeDry: two pCO2 bfactors + mean data"
"27",245,0.274673867189467,"YES",0.435582155765259,"YES","one-way AOV; x ~ treatment",1,6,0.000706985016049698,0.979649688805191,"NO","WholeDry: two pCO2 bfactors + mean data"
"28",274,0.225361235141638,"YES",0.409316836465449,"YES","one-way AOV; x ~ treatment",1,6,1.6456093042219,0.246881199154066,"NO","WholeDry: two pCO2 bfactors + mean data"
"29",304,0.944626012443844,"YES",0.904070758113763,"YES","one-way AOV; x ~ treatment",1,6,1.34507387857296,0.290202440611859,"NO","WholeDry: two pCO2 bfactors + mean data"
"30",338,0.513880627796339,"YES",0.935815813193642,"YES","one-way AOV; x ~ treatment",1,6,0.0678132282391104,0.803254212303661,"NO","WholeDry: two pCO2 bfactors + mean data"
