Date & time of file creation	9/14/2021 10:10 AM																																													
Raw data file path	C:\Users\user\Documents\BaySacllops_F1_9.14.21\Run_2_raw.txt																																													
Data file path	C:\Users\user\Documents\BaySacllops_F1_9.14.21\Run_2.txt																																													
																																														
																																														
CALIBRATION DATA																																														
Parameter/Channel	N moving average	LO input	HI input	LO value	HI value	LO cal temp [°C]	HI cal temp [°C]																																							
Chamber 1	1	60.8800	27.0700	0.00	100.00	20.00	21.22																																							
Chamber 2	1	60.8800	26.5950	0.00	100.00	20.00	21.22																																							
Chamber 3	1	60.8800	26.6650	0.00	100.00	20.00	21.22																																							
Chamber 4	1	60.8800	26.6150	0.00	100.00	20.00	21.22																																							
Chamber 5	1	60.8800	26.4300	0.00	100.00	20.00	21.49																																							
Chamber 6	1	60.8800	26.2763	0.00	100.00	20.00	21.49																																							
Chamber 7	1	60.8800	26.4712	0.00	100.00	20.00	21.48																																							
Chamber 8	1	60.8800	26.5375	0.00	100.00	20.00	21.49																																							
																																														
																																														
Ambient temp N°1	1	0.0000	5.0000	0.00	100.00	Not used	Not used																																							
Ambient temp N°2	1	0.0000	5.0000	0.00	100.00	Not used	Not used																																							
																																														
																																														
																																														
																																														
EXPERIMENT DATA																																														
Parameter/Channel	Chamber vol [mL]	Tube vol [mL]	Wet weight [g]	Density [kg/L]	Fish length [cm]	Fish width [cm]	Fish depth [cm]	Cross section area [cm2]																																						
Chamber 1	2.1	0	100	1	10	Not used	Not used	Not used																																						
Chamber 2	2.1	0	100	1	Not used	Not used	Not used	Not used																																						
Chamber 3	2.1	0	100	1	Not used	Not used	Not used	Not used																																						
Chamber 4	2.1	0	100	1	Not used	Not used	Not used	Not used																																						
Chamber 5	2.1	0	100	1	10	Not used	Not used	Not used																																						
Chamber 6	2.1	0	100	1	Not used	Not used	Not used	Not used																																						
Chamber 7	2.1	0	100	1	Not used	Not used	Not used	Not used																																						
Chamber 8	2.1	0	100	1	Not used	Not used	Not used	Not used																																						
																																														
																																														
																																														
																																														
Date &Time [DD-MM-YYYY/HH:MM:SS]	Phase	Barometric pressure [hPa]	Salinity [‰]	CH1 O2 input [phase]	CH1 temp (°C)	CH1 O2 [%air sat.]	CH2 O2 input [phase]	CH2 temp (°C)	CH2 O2 [%air sat.]	CH3 O2 input [phase]	CH3 temp (°C)	CH3 O2 [%air sat.]	CH4 O2 input [phase]	CH4 temp (°C)	CH4 O2 [%air sat.]	CH5 O2 input [phase]	CH5 temp (°C)	CH5 O2 [%air sat.]	CH6 O2 input [phase]	CH6 temp (°C)	CH6 O2 [%air sat.]	CH7 O2 input [phase]	CH7 temp (°C)	CH7 O2 [%air sat.]	CH8 O2 input [phase]	CH8 temp (°C)	CH8 O2 [%air sat.]	CH1 Velocity input [V]	CH1 Velocity [cm/s]	CH5 Velocity input [V]	CH5 Velocity [cm/s]	AMB temp N°1 input [V]	AMB temp N°1 [°C]	AMB temp N°1 relay	AMB temp N°2 input [V]	AMB temp N°2 [°C]	AMB temp N°2 relay	AMB O2 N°1 input (V)	AMB O2 N°1 temp (°C)	AMB O2 N°1 [%air sat.]	AMB O2 N°1 relay	AMB O2 N°2 input (V)	AMB O2 N°2 temp (°C)	AMB O2 N°2 [%air sat.]	AMB O2 N°2 relay	User event
9/14/2021/10:10:33 AM	Flush	1020.0	26.5	27.0625	21.23	100.06	26.6675	21.23	99.29	26.6525	21.23	100.10	26.6200	21.23	99.94	26.4312	21.48	100.00	26.3012	21.48	99.78	26.5050	21.48	99.68	26.5288	21.48	100.10	NaN	NaN	NaN	NaN	21.2300	21.23	OFF	21.4800	21.48	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
9/14/2021/10:10:34 AM	Flush	1020.0	26.5	27.0675	21.24	100.00	26.6625	21.24	99.33	26.6650	21.24	99.97	26.6275	21.24	99.85	26.4475	21.49	99.83	26.3000	21.49	99.77	26.4750	21.49	99.95	26.5388	21.49	99.99	NaN	NaN	NaN	NaN	21.2375	21.24	OFF	21.4887	21.49	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
9/14/2021/10:10:35 AM	Flush	1020.0	26.5	27.0700	21.24	99.97	26.6512	21.24	99.43	26.6612	21.24	100.00	26.6212	21.24	99.91	26.4850	21.49	99.47	26.2912	21.49	99.86	26.4962	21.49	99.75	26.5488	21.49	99.89	NaN	NaN	NaN	NaN	21.2400	21.24	OFF	21.4900	21.49	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
9/14/2021/10:10:36 AM	Flush	1020.0	26.5	27.0625	21.24	100.04	26.6800	21.24	99.16	26.6375	21.24	100.23	26.6200	21.24	99.92	26.4638	21.49	99.68	26.3163	21.49	99.62	26.4825	21.49	99.88	26.5325	21.49	100.05	NaN	NaN	NaN	NaN	21.2400	21.24	OFF	21.4900	21.49	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
9/14/2021/10:10:37 AM	Flush	1020.0	26.5	27.0600	21.23	100.08	26.6600	21.23	99.36	26.6450	21.23	100.17	26.6275	21.23	99.86	26.4250	21.49	100.05	26.2937	21.49	99.83	26.4975	21.49	99.73	26.5300	21.49	100.07	NaN	NaN	NaN	NaN	21.2325	21.23	OFF	21.4900	21.49	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
9/14/2021/10:10:38 AM	Flush	1020.0	26.5	27.0675	21.23	100.01	26.6500	21.23	99.46	26.6350	21.23	100.27	26.6150	21.23	99.98	26.4462	21.49	99.84	26.2988	21.49	99.78	26.4825	21.49	99.88	26.5212	21.49	100.15	NaN	NaN	NaN	NaN	21.2300	21.23	OFF	21.4900	21.49	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
9/14/2021/10:10:39 AM	Flush	1020.0	26.5	27.0550	21.23	100.13	26.6650	21.23	99.32	26.6525	21.23	100.10	26.6175	21.23	99.96	26.4575	21.49	99.74	26.3075	21.49	99.70	26.4950	21.49	99.76	26.5275	21.49	100.09	NaN	NaN	NaN	NaN	21.2300	21.23	OFF	21.4900	21.49	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
9/14/2021/10:10:40 AM	Flush	1020.0	26.5	27.0650	21.24	100.02	26.6625	21.24	99.33	26.6525	21.24	100.09	26.6125	21.24	100.00	26.4600	21.48	99.72	26.3025	21.48	99.76	26.5075	21.48	99.65	26.5375	21.48	100.01	NaN	NaN	NaN	NaN	21.2375	21.24	OFF	21.4825	21.48	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
9/14/2021/10:10:41 AM	Flush	1020.0	26.5	27.0625	21.24	100.04	26.6525	21.24	99.42	26.6500	21.24	100.11	26.6250	21.24	99.87	26.4950	21.48	99.39	26.3087	21.48	99.70	26.4663	21.48	100.05	26.5225	21.48	100.16	NaN	NaN	NaN	NaN	21.2400	21.24	OFF	21.4800	21.48	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
9/14/2021/10:10:42 AM	Flush	1020.0	26.5	27.0675	21.24	100.00	26.6650	21.24	99.30	26.6500	21.24	100.11	26.6150	21.24	99.97	26.4625	21.48	99.70	26.3100	21.48	99.69	26.4675	21.48	100.04	26.5275	21.48	100.11	NaN	NaN	NaN	NaN	21.2400	21.24	OFF	21.4800	21.48	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
9/14/2021/10:10:43 AM	Flush	1020.0	26.5	27.0700	21.24	99.97	26.6925	21.24	99.04	26.6575	21.24	100.04	26.6100	21.24	100.02	26.4500	21.48	99.82	26.3100	21.48	99.69	26.4625	21.48	100.09	26.5300	21.48	100.09	NaN	NaN	NaN	NaN	21.2400	21.24	OFF	21.4800	21.48	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
