Date_sampled,pH,Tank_Replicate,pH_Replicate,Shell_length_mm,New_tin_ID,Shell_Tin_ID,Shell_Tin_Weight_g,Dry_Shell_Tin_Weight_g,Dry_Shell_weight_g,Somatic_Tissue_Tin_Weight_g,Tin_Dry_Somatic_Tissue_g,Dry_Somatic_Tissue_g,Ash_Tin_Somatic_Dry_Weight_g,Ash_Inorganic_ Somatic_Weight_g,Adductor_Tin_Weight_g,Tin_Dry_Adductor_Tissue_g,Dry_Adductor_Tissue_g,Ash_Tin_Aductor_Dry_Weight_g,Ash_Inorganic_ Adductor_Weight_g,Tissue_Tin_ID,Tissue_Tin_Weight_g,Dry_Tissue_Tin_Weight_g,Dry_Tissue_weight_g,Gonad_Tin_ID,Gonad_stage,Gonad_Tin_Weight_g,Dry_Gonad_Tin_Weight_g,Dry_Gonad_weight_g,Gonad_Index_Gonad:Soma,Whole_animal_dry_weight_g,Shell_ash_weight_g_with_tin,Tissue_ash_weight_with_g_tin,Gonad_ash_weight_g_with_tin,Total_ash_weight_g_with_tin,Total_ash_weight_g,TotalAFDW_g,notes
2/28/2022,7.5,C,7.5_C,17,195,195,1.2568,1.6572,0.4004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,0.4187,0.4869,0.0682,NA,NA,NA,NA,NA,NA,0.4686,NA,NA,NA,0.8252,,0.0621,used for dry weights and condition only
2/28/2022,7.5,C,7.5_C,20.05,196,196,1.2696,1.9574,0.6878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,0.4159,0.5324,0.1165,NA,NA,NA,NA,NA,NA,0.8043,NA,NA,NA,1.1151,,0.1051,used for dry weights and condition only
2/28/2022,7.5,C,7.5_C,19.05,197,197,1.2849,1.8719,0.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197,0.4137,0.5122,0.0985,NA,NA,NA,NA,NA,NA,0.6855,NA,NA,NA,1.0164,,0.0828,used for dry weights and condition only
2/28/2022,7.5,C,7.5_C,16,198,198,1.258,1.5434,0.2854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,0.4184,0.4573,0.0389,NA,NA,NA,NA,NA,NA,0.3243,NA,NA,NA,0.7095,,0.0332,used for dry weights and condition only
2/28/2022,7.5,D,7.5_D,18.3,213,213,1.2622,1.7232,0.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,0.4084,0.4866,0.0782,NA,NA,NA,NA,NA,NA,0.5392,NA,NA,NA,0.8722,,0.0754,used for dry weights and condition only
2/28/2022,7.5,D,7.5_D,21.8,214,214,1.2426,2.1837,0.9411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214,0.4069,0.5827,0.1758,NA,NA,NA,NA,NA,NA,1.1169,NA,NA,NA,1.3601,,0.1637,used for dry weights and condition only
2/28/2022,7.5,D,7.5_D,15.9,215,215,1.2704,1.5638,0.2934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,0.4051,0.4585,0.0534,NA,NA,NA,NA,NA,NA,0.3468,NA,NA,NA,0.7067,,0.0452,used for dry weights and condition only
2/28/2022,7.5,D,7.5_D,16.45,216,216,1.2696,1.6286,0.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216,0.4136,0.4763,0.0627,NA,NA,NA,NA,NA,NA,0.4217,NA,NA,NA,0.7803,,0.055,used for dry weights and condition only
2/28/2022,7.5,D,7.5_D,16.2,217,217,1.1661,1.4984,0.3323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,0.4123,0.4639,0.0516,NA,NA,NA,NA,NA,NA,0.3839,NA,NA,NA,0.7511,,0.0451,used for dry weights and condition only
2/28/2022,7.5,E,7.5_E,21.6,209,209,1.2673,2.0167,0.7494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,0.409,0.5737,0.1647,NA,NA,NA,NA,NA,NA,0.9141,NA,NA,NA,1.1718,,0.1513,used for dry weights and condition only
2/28/2022,7.5,E,7.5_E,21.05,210,210,1.2736,2.0375,0.7639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,0.4112,0.5624,0.1512,NA,NA,NA,NA,NA,NA,0.9151,NA,NA,NA,1.1887,,0.1376,used for dry weights and condition only
2/28/2022,7.5,E,7.5_E,19.65,211,211,1.2626,1.8084,0.5458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,0.4087,0.511,0.1023,NA,NA,NA,NA,NA,NA,0.6481,NA,NA,NA,0.9631,,0.0937,used for dry weights and condition only
2/28/2022,7.5,E,7.5_E,14.3,212,212,1.2593,1.5167,0.2574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,0.4141,0.4549,0.0408,NA,NA,NA,NA,NA,NA,0.2982,NA,NA,NA,0.6733,,0.039,used for dry weights and condition only
2/28/2022,7.5,F,7.5_F,16.9,199,199,1.2741,1.6298,0.3557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,0.4132,0.4716,0.0584,NA,NA,NA,NA,NA,NA,0.4141,NA,NA,NA,0.7742,,0.0531,used for dry weights and condition only
2/28/2022,7.5,F,7.5_F,16.6,200,200,1.2502,1.6338,0.3836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,0.4101,0.4724,0.0623,NA,NA,NA,NA,NA,NA,0.4459,NA,NA,NA,0.7881,,0.0679,used for dry weights and condition only
2/28/2022,7.5,F,7.5_F,20.04,201,201,1.2645,2.0112,0.7467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,0.4081,0.5354,0.1273,NA,NA,NA,NA,NA,NA,0.874,NA,NA,NA,1.1661,,0.116,used for dry weights and condition only
2/28/2022,7.5,F,7.5_F,19.8,202,202,1.2552,1.7865,0.5313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,0.4086,0.5011,0.0925,NA,NA,NA,NA,NA,NA,0.6238,NA,NA,NA,0.9483,,0.0841,used for dry weights and condition only
2/28/2022,7.5,F,7.5_F,16,203,203,1.2579,1.5649,0.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,0.4126,0.4673,0.0547,NA,NA,NA,NA,NA,NA,0.3617,NA,NA,NA,0.7253,,0.049,used for dry weights and condition only
2/28/2022,7.5,G,7.5_G,16.6,189,189,1.2741,1.6753,0.4012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,0.4122,0.4761,0.0639,NA,NA,NA,NA,NA,NA,0.4651,NA,NA,NA,0.8175,,0.0598,used for dry weights and condition only
2/28/2022,7.5,G,7.5_G,17.4,190,190,1.2493,1.7564,0.5071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,0.4146,0.4937,0.0791,NA,NA,NA,NA,NA,NA,0.5862,NA,NA,NA,0.9281,,0.0727,used for dry weights and condition only
2/28/2022,7.5,G,7.5_G,16.1,191,191,1.2591,1.6001,0.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191,0.4131,0.4712,0.0581,NA,NA,NA,NA,NA,NA,0.3991,NA,NA,NA,0.759,,0.0532,used for dry weights and condition only
2/28/2022,7.5,G,7.5_G,20.05,192,192,1.256,1.9034,0.6474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192,0.4149,0.5415,0.1266,NA,NA,NA,NA,NA,NA,0.774,NA,NA,NA,1.068,,0.1209,used for dry weights and condition only
2/28/2022,7.5,G,7.5_G,18.6,193,193,1.2794,1.7927,0.5133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,0.4087,0.5018,0.0931,NA,NA,NA,NA,NA,NA,0.6064,NA,NA,NA,0.9266,,0.0885,used for dry weights and condition only
2/28/2022,7.5,H,7.5_H,16.25,185,185,1.27,1.5535,0.2835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,0.4117,0.4656,0.0539,NA,NA,NA,NA,NA,NA,0.3374,NA,NA,NA,0.7008,,0.0483,used for dry weights and condition only
2/28/2022,7.5,H,7.5_H,20.05,186,186,1.2558,1.9912,0.7354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186,0.4081,0.5246,0.1165,NA,NA,NA,NA,NA,NA,0.8519,NA,NA,NA,1.1536,,0.1064,used for dry weights and condition only
2/28/2022,7.5,H,7.5_H,17.8,187,187,1.2602,1.7446,0.4844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,0.4094,0.482,0.0726,NA,NA,NA,NA,NA,NA,0.557,NA,NA,NA,0.8915,,0.0749,used for dry weights and condition only
2/28/2022,7.5,H,7.5_H,20.07,188,188,1.2459,1.9294,0.6835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188,0.4103,0.5242,0.1139,NA,NA,NA,NA,NA,NA,0.7974,NA,NA,NA,1.105,,0.1027,used for dry weights and condition only
2/28/2022,8,A,8_A,19.4,113,113,1.2607,1.8549,0.5942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,0.4149,0.5123,0.0974,NA,NA,NA,NA,NA,NA,0.6916,NA,NA,NA,1.0219,,0.0846,used for dry weights and condition only
2/28/2022,8,A,8_A,20.2,114,114,1.2509,2.0208,0.7699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,0.4094,0.5276,0.1182,NA,NA,NA,NA,NA,NA,0.8881,NA,NA,NA,1.199,,0.0985,used for dry weights and condition only
2/28/2022,8,A,8_A,21.25,115,115,1.2661,2.1792,0.9131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,0.4163,0.5527,0.1364,NA,NA,NA,NA,NA,NA,1.0495,NA,NA,NA,1.3493,,0.1165,used for dry weights and condition only
2/28/2022,8,A,8_A,18.1,116,116,1.2513,1.8049,0.5536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,0.4115,0.5062,0.0947,NA,NA,NA,NA,NA,NA,0.6483,NA,NA,NA,0.9785,,0.0813,used for dry weights and condition only
2/28/2022,8,A,8_A,16.5,117,117,1.2635,1.6837,0.4202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,0.4072,0.4724,0.0652,NA,NA,NA,NA,NA,NA,0.4854,NA,NA,NA,0.8347,,0.0579,used for dry weights and condition only
2/28/2022,8,B,8_B,15.8,118,118,1.274,1.6064,0.3324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,0.4102,0.4671,0.0569,NA,NA,NA,NA,NA,NA,0.3893,NA,NA,NA,0.7494,,0.0501,used for dry weights and condition only
2/28/2022,8,B,8_B,18.6,119,119,1.2656,1.7466,0.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,0.4206,0.5006,0.08,NA,NA,NA,NA,NA,NA,0.561,NA,NA,NA,0.9137,,0.0679,used for dry weights and condition only
2/28/2022,8,B,8_B,18,120,120,1.2529,1.7607,0.5078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,0.4079,0.4867,0.0788,NA,NA,NA,NA,NA,NA,0.5866,NA,NA,NA,0.9252,,0.0693,used for dry weights and condition only
2/28/2022,8,B,8_B,18.1,121,121,1.2836,1.8298,0.5462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,0.4123,0.4962,0.0839,NA,NA,NA,NA,NA,NA,0.6301,NA,NA,NA,0.9711,,0.0713,used for dry weights and condition only
2/28/2022,8,B,8_B,16.9,122,122,1.2574,1.6298,0.3724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,0.4112,0.4626,0.0514,NA,NA,NA,NA,NA,NA,0.4238,NA,NA,NA,0.7907,,0.0443,used for dry weights and condition only
2/28/2022,8,C,8_C,15.2,218,218,1.1623,1.5169,0.3546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218,0.4182,0.4664,0.0482,NA,NA,NA,NA,NA,NA,0.4028,NA,NA,NA,0.7785,,0.0425,used for dry weights and condition only
2/28/2022,8,C,8_C,23.05,219,219,1.1618,2.0752,0.9134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,0.4088,0.5617,0.1529,NA,NA,NA,NA,NA,NA,1.0663,NA,NA,NA,1.3312,,0.1439,used for dry weights and condition only
2/28/2022,8,C,8_C,16.2,220,220,1.1623,1.5042,0.3419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,0.4125,0.4662,0.0537,NA,NA,NA,NA,NA,NA,0.3956,NA,NA,NA,0.762,,0.0461,used for dry weights and condition only
2/28/2022,8,C,8_C,22.05,221,221,1.1659,1.9503,0.7844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,0.4104,0.5782,0.1678,NA,NA,NA,NA,NA,NA,0.9522,NA,NA,NA,1.2171,,0.1455,used for dry weights and condition only
2/28/2022,8,C,8_C,20.55,222,222,1.1562,1.8538,0.6976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222,0.4059,0.5281,0.1222,NA,NA,NA,NA,NA,NA,0.8198,NA,NA,NA,1.115,,0.1107,used for dry weights and condition only
2/28/2022,8,D,8_D,18.1,165,165,1.2625,1.8193,0.5568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,0.4156,0.5032,0.0876,NA,NA,NA,NA,NA,NA,0.6444,NA,NA,NA,0.9821,,0.0779,used for dry weights and condition only
2/28/2022,8,D,8_D,15.8,166,166,1.2578,1.6444,0.3866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166,0.4092,0.4708,0.0616,NA,NA,NA,NA,NA,NA,0.4482,NA,NA,NA,0.8041,,0.0533,used for dry weights and condition only
2/28/2022,8,D,8_D,17.1,167,167,1.2754,1.7606,0.4852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,0.4189,0.4886,0.0697,NA,NA,NA,NA,NA,NA,0.5549,NA,NA,NA,0.9104,,0.0634,used for dry weights and condition only
2/28/2022,8,D,8_D,15.75,168,168,1.2819,1.581,0.2991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,0.4124,0.4652,0.0528,NA,NA,NA,NA,NA,NA,0.3519,NA,NA,NA,0.717,,0.0473,used for dry weights and condition only
2/28/2022,8,D,8_D,23.95,169,169,1.2602,2.2583,0.9981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169,0.4122,0.6069,0.1947,NA,NA,NA,NA,NA,NA,1.1928,NA,NA,NA,1.4344,,0.1706,used for dry weights and condition only
2/28/2022,8,E,8_E,15,175,175,1.2598,1.5296,0.2698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,0.4184,0.462,0.0436,NA,NA,NA,NA,NA,NA,0.3134,NA,NA,NA,0.6939,,0.0379,used for dry weights and condition only
2/28/2022,8,E,8_E,19.3,176,176,1.2597,1.8197,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,0.4141,0.5231,0.109,NA,NA,NA,NA,NA,NA,0.669,NA,NA,NA,0.9915,,0.0916,used for dry weights and condition only
2/28/2022,8,E,8_E,21,177,177,1.2609,1.9841,0.7232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,0.4144,0.5458,0.1314,NA,NA,NA,NA,NA,NA,0.8546,NA,NA,NA,1.1577,,0.1113,used for dry weights and condition only
2/28/2022,8,E,8_E,17.7,178,178,1.2516,1.6413,0.3897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178,0.4129,0.4809,0.068,NA,NA,NA,NA,NA,NA,0.4577,NA,NA,NA,0.8111,,0.0595,used for dry weights and condition only
2/28/2022,8,E,8_E,17.85,179,179,1.2683,1.7627,0.4944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,0.4086,0.4902,0.0816,NA,NA,NA,NA,NA,NA,0.576,NA,NA,NA,0.9124,,0.0722,used for dry weights and condition only
2/28/2022,8,F,8_F,18.4,170,170,1.2704,1.8211,0.5507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,0.4131,0.5033,0.0902,NA,NA,NA,NA,NA,NA,0.6409,NA,NA,NA,0.9656,,0.0884,used for dry weights and condition only
2/28/2022,8,F,8_F,18.9,171,171,1.2619,1.8239,0.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,0.4152,0.5048,0.0896,NA,NA,NA,NA,NA,NA,0.6516,NA,NA,NA,0.987,,0.0798,used for dry weights and condition only
2/28/2022,8,F,8_F,15.9,172,172,1.2483,1.6125,0.3642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,0.4141,0.4766,0.0625,NA,NA,NA,NA,NA,NA,0.4267,NA,NA,NA,0.7858,,0.055,used for dry weights and condition only
2/28/2022,8,F,8_F,15.1,173,173,1.2582,1.5618,0.3036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,0.4099,0.4576,0.0477,NA,NA,NA,NA,NA,NA,0.3513,NA,NA,NA,0.7177,,0.0435,used for dry weights and condition only
2/28/2022,8,F,8_F,19.85,174,174,1.2634,1.7954,0.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174,0.408,0.5082,0.1002,NA,NA,NA,NA,NA,NA,0.6322,NA,NA,NA,0.955,,0.0852,used for dry weights and condition only
2/28/2022,8,G,8_G,16.5,155,155,1.2608,1.6058,0.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,0.4088,0.4591,0.0503,NA,NA,NA,NA,NA,NA,0.3953,NA,NA,NA,0.7595,,0.0446,used for dry weights and condition only
2/28/2022,8,G,8_G,19.4,156,156,1.2563,1.8161,0.5598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,0.4108,0.5009,0.0901,NA,NA,NA,NA,NA,NA,0.6499,NA,NA,NA,0.9806,,0.0801,used for dry weights and condition only
2/28/2022,8,G,8_G,21.4,157,157,1.2569,2.0983,0.8414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,0.4118,0.5464,0.1346,NA,NA,NA,NA,NA,NA,0.976,NA,NA,NA,1.2612,,0.1266,used for dry weights and condition only
2/28/2022,8,G,8_G,15.35,158,158,1.2557,1.5866,0.3309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0.4111,0.4583,0.0472,NA,NA,NA,NA,NA,NA,0.3781,NA,NA,NA,0.7461,,0.0431,used for dry weights and condition only
2/28/2022,8,G,8_G,23,159,159,1.2488,2.1362,0.8874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159,0.4148,0.586,0.1712,NA,NA,NA,NA,NA,NA,1.0586,NA,NA,NA,1.322,,0.1514,used for dry weights and condition only
2/28/2022,8,H,8_H,22.95,160,160,1.2725,2.2233,0.9508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,0.4072,0.5729,0.1657,NA,NA,NA,NA,NA,NA,1.1165,NA,NA,NA,1.3761,,0.1476,used for dry weights and condition only
2/28/2022,8,H,8_H,15.55,161,161,1.2724,1.5764,0.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,0.4167,0.4693,0.0526,NA,NA,NA,NA,NA,NA,0.3566,NA,NA,NA,0.726,,0.0473,used for dry weights and condition only
2/28/2022,8,H,8_H,20.08,162,162,1.2676,2.0072,0.7396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,0.4207,0.5491,0.1284,NA,NA,NA,NA,NA,NA,0.868,NA,NA,NA,1.1744,,0.1143,used for dry weights and condition only
2/28/2022,8,H,8_H,16.25,163,163,1.2475,1.6283,0.3808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,0.4181,0.4848,0.0667,NA,NA,NA,NA,NA,NA,0.4475,NA,NA,NA,0.8047,,0.0609,used for dry weights and condition only
2/28/2022,8,H,8_H,17.4,164,164,1.2616,1.6656,0.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164,0.4127,0.4708,0.0581,NA,NA,NA,NA,NA,NA,0.4621,NA,NA,NA,0.8323,,0.0425,used for dry weights and condition only
3/2/2022,7.5,A,7.5_A,23.8,130,130,1.2542,2.2558,1.0016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,0.4095,0.6208,0.2113,NA,NA,NA,NA,NA,NA,1.2129,NA,NA,NA,1.453,,0.1694,depurated for RR and BD BUT used for dry weights and condition only
3/2/2022,7.5,A,7.5_A,22.2,147,147,1.2833,2.1205,0.8372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,0.41,0.5863,0.1763,NA,NA,NA,NA,NA,NA,1.0135,NA,NA,NA,1.258,,0.1655,scallops used for RR and BD
3/2/2022,7.5,B,7.5_B,21.9,123,123,1.2511,2.0494,0.7983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,0.4162,0.5684,0.1522,NA,NA,NA,NA,NA,NA,0.9505,NA,NA,NA,1.2442,,0.1225,"scallops used for RR - first run of 7.5 B, not used for BD"
3/2/2022,7.5,B,7.5_B,21.35,148,148,1.2529,2.0331,0.7802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,0.4129,0.5565,0.1436,NA,NA,NA,NA,NA,NA,0.9238,NA,NA,NA,1.204,,0.1327,scallops used for RR and BD
3/2/2022,7.5,C,7.5_C,23.75,149,149,1.2466,2.2493,1.0027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,0.4141,0.5862,0.1721,NA,NA,NA,NA,NA,NA,1.1748,NA,NA,NA,1.4329,,0.156,scallops used for RR and BD
3/2/2022,7.5,D,7.5_D,22.9,129,129,1.2543,2.176,0.9217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,0.4121,0.5929,0.1808,NA,NA,NA,NA,NA,NA,1.1025,NA,NA,NA,1.3649,,0.1497,depurated for RR and BD BUT used for dry weights and condition only
3/2/2022,7.5,D,7.5_D,22.4,150,150,1.2586,2.201,0.9424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0.4099,0.6067,0.1968,NA,NA,NA,NA,NA,NA,1.1392,NA,NA,NA,1.3679,,0.1812,scallops used for RR and BD
3/2/2022,7.5,E,7.5_E,23,133,133,1.2931,2.2974,1.0043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,0.4137,0.6221,0.2084,NA,NA,NA,NA,NA,NA,1.2127,NA,NA,NA,1.4689,,0.1575,depurated for RR and BD BUT used for dry weights and condition only
3/2/2022,7.5,E,7.5_E,23.45,151,151,1.2864,2.3949,1.1085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,0.4142,0.6137,0.1995,NA,NA,NA,NA,NA,NA,1.308,NA,NA,NA,1.5338,,0.1884,scallops used for RR and BD
3/2/2022,7.5,F,7.5_F,21.9,132,132,1.2491,1.9887,0.7396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,0.4114,0.568,0.1566,NA,NA,NA,NA,NA,NA,0.8962,NA,NA,NA,1.1879,,0.1197,depurated for RR and BD BUT used for dry weights and condition only
3/2/2022,7.5,F,7.5_F,23.9,152,152,1.2588,2.363,1.1042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,0.4148,0.6573,0.2425,NA,NA,NA,NA,NA,NA,1.3467,NA,NA,NA,1.5384,,0.2231,scallops used for RR and BD
3/2/2022,7.5,G,7.5_G,22.25,138,138,1.2911,2.0616,0.7705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,0.4162,0.5662,0.15,NA,NA,NA,NA,NA,NA,0.9205,NA,NA,NA,1.2375,,0.0992,depurated for RR and BD BUT used for dry weights and condition only
3/2/2022,7.5,G,7.5_G,24.3,153,153,1.2593,2.3551,1.0958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,0.4176,0.6657,0.2481,NA,NA,NA,NA,NA,NA,1.3439,NA,NA,NA,1.5319,,0.2296,scallops used for RR and BD
3/2/2022,7.5,H,7.5_H,20.2,137,137,1.2682,1.9708,0.7026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,0.4169,0.5336,0.1167,NA,NA,NA,NA,NA,NA,0.8193,NA,NA,NA,1.1597,,0.0765,depurated for RR and BD BUT used for dry weights and condition only
3/2/2022,7.5,H,7.5_H,23.5,154,154,1.2741,2.4981,1.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,0.417,0.6412,0.2242,NA,NA,NA,NA,NA,NA,1.4482,NA,NA,NA,1.6545,,0.2107,scallops used for RR and BD
3/2/2022,8,A,8_A,21.25,124,124,1.2461,2.0287,0.7826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,0.414,0.5389,0.1249,NA,NA,NA,NA,NA,NA,0.9075,NA,NA,NA,1.2157,,0.1058,depurated for RR and BD BUT used for dry weights and condition only
3/2/2022,8,A,8_A,20.2,139,139,1.2544,1.9092,0.6548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,0.4139,0.5402,0.1263,NA,NA,NA,NA,NA,NA,0.7811,NA,NA,NA,1.0784,,0.1166,scallops used for RR and BD
3/2/2022,8,B,8_B,23.5,125,125,1.2578,2.3547,1.0969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,0.421,0.6423,0.2213,NA,NA,NA,NA,NA,NA,1.3182,NA,NA,NA,1.5567,,0.1825,depurated for RR and BD BUT used for dry weights and condition only
3/2/2022,8,B,8_B,20.35,140,140,1.2639,1.8847,0.6208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,0.4121,0.4924,0.0803,NA,NA,NA,NA,NA,NA,0.7011,NA,NA,NA,1.0416,,0.0716,scallops used for RR and BD
3/2/2022,8,C,8_C,22.25,126,126,1.2626,2.0624,0.7998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,0.4175,0.578,0.1605,NA,NA,NA,NA,NA,NA,0.9603,NA,NA,NA,1.2484,,0.1294,depurated for RR and BD BUT used for dry weights and condition only
3/2/2022,8,C,8_C,22.65,136,136,1.2558,1.9885,0.7327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,0.4136,0.5635,0.1499,NA,NA,NA,NA,NA,NA,0.8826,NA,NA,NA,1.1782,,0.118,depurated for RR and BD BUT used for dry weights and condition only
3/2/2022,8,C,8_C,21.9,141,141,1.2669,2.1112,0.8443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,0.4159,0.5706,0.1547,NA,NA,NA,NA,NA,NA,0.999,NA,NA,NA,1.2646,,0.1503,scallops used for RR and BD
3/2/2022,8,D,8_D,21.1,127,127,1.2568,1.9699,0.7131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,0.4124,0.5287,0.1163,NA,NA,NA,NA,NA,NA,0.8294,NA,NA,NA,1.1461,,0.0957,depurated for RR and BD BUT used for dry weights and condition only
3/2/2022,8,D,8_D,23.9,142,142,1.2764,2.2557,0.9793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,0.4194,0.6154,0.196,NA,NA,NA,NA,NA,NA,1.1753,NA,NA,NA,1.4204,,0.1743,scallops used for RR and BD
3/2/2022,8,E,8_E,23,134,134,1.263,2.0299,0.7669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,0.4146,0.5245,0.1099,NA,NA,NA,NA,NA,NA,0.8768,NA,NA,NA,1.2086,,0.0828,scallops used for RR and BD - first run of 8 E not used for BD
3/2/2022,8,E,8_E,21,143,143,1.2627,1.8965,0.6338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,0.4102,0.5277,0.1175,NA,NA,NA,NA,NA,NA,0.7513,NA,NA,NA,1.0544,,0.1071,scallops used for RR and BD
3/2/2022,8,F,8_F,20.6,128,128,1.2646,2.0139,0.7493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,0.4095,0.542,0.1325,NA,NA,NA,NA,NA,NA,0.8818,NA,NA,NA,1.1799,,0.1114,depurated for RR and BD BUT used for dry weights and condition only
