Date_sampled,pH,Tank_Replicate,pH_Replicate,Shell_length_mm,New_tin_ID,Shell_Tin_ID,Shell_Tin_Weight_g,Dry_Shell_Tin_Weight_g,Dry_Shell_weight_g,Ash_Shell_Tin_Weight_g,Ash_Inorganic_Shell_g,Somatic_Tissue_Tin_Weight_g,Dry_Somatic_Tissue_Tin_Weight_g,Dry_Somatic_Tissue_g,Ash_Somatic_Tissue_Tin_Weight_g,Ash_Inorganic_ Somatic_Tissue_g,Adductor_Tin_Weight_g,Dry_Adductor_Tissue_Tin_Weight_g,Dry_Adductor_Tissue_g,Ash_Adductor_Tissue_Tin_Weight_g,Ash_Inorganic_ Adductor_Tissue_g,Gonad_Tin_ID,Gonad_stage,Gonad_Tin_Weight_g,Dry_Gonad_Tin_Weight_g,Dry_Gonad_weight_g,Ash_Gonad_Tissue_Tin_Weight_g,Ash_Inorganic_Gonad_Tissue_g,Tissue_Tin_ID,Tissue_Tin_Weight_g,Dry_Tissue_Tin_Weight_g,Dry_Tissue_g,Total_Dry_Tissue_g,Ash_Tissue_Tin_Weight_g,Inorganic_Tissue_g,Total_Inorganic_Tissue_g,Tissue_AFDW_g,Total_Inorganic_Weight_g,Total_AFDW_g,Whole_animal_dry_weight_g,notes
3/16/2022,7.5,H,7.5_H,22.6,280,280,1.1684,2.0869,0.9185,2.072,0.9036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,3,0.4101,0.4444,0.0343,0.4254,0.0153,280,0.4136,0.5295,0.1159,0.1502,0.4553,0.0417,0.057,0.0932,0.9606,0.1081,1.0687,
3/16/2022,7.5,H,7.5_H,23.55,284,284,1.1819,2.1383,0.9564,2.1214,0.9395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,3,0.4194,0.4406,0.0212,0.426,0.0066,284,0.4173,0.5436,0.1263,0.1475,0.4649,0.0476,0.0542,0.0933,0.9937,0.1102,1.1039,
3/16/2022,7.5,H,7.5_H,22.6,286,286,1.1851,2.03,0.8449,2.0144,0.8293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,3,0.4153,0.4474,0.0321,0.4246,0.0093,286,0.4113,0.5326,0.1213,0.1534,0.4473,0.036,0.0453,0.1081,0.8746,0.1237,0.9983,
3/16/2022,7.5,H,7.5_H,16.35,449,449,1.1024,1.4985,0.3961,1.4901,0.3877,0.3942,0.4151,0.0209,0.3966,0.0024,0.4136,0.43,0.0164,0.4156,0.002,NA,NA,0.3909,0.4018,0.0109,0.3924,0.0015,NA,NA,NA,NA,0.0482,NA,NA,0.0059,0.0423,0.3936,0.0507,0.4443,
3/16/2022,7.5,H,7.5_H,22.45,450,450,1.1121,2.0239,0.9118,2.0068,0.8947,0.3965,0.4519,0.0554,0.4034,0.0069,0.4096,0.455,0.0454,0.4146,0.005,NA,NA,0.3976,0.432,0.0344,0.4014,0.0038,NA,NA,NA,NA,0.1352,NA,NA,0.0157,0.1195,0.9104,0.1366,1.047,
3/16/2022,7.5,H,7.5_H,23,451,451,1.1092,2.0449,0.9357,2.0275,0.9183,0.3954,0.4524,0.057,0.4039,0.0085,0.4154,0.4509,0.0355,0.4198,0.0044,NA,NA,0.4026,0.439,0.0364,0.4072,0.0046,NA,NA,NA,NA,0.1289,NA,NA,0.0175,0.1114,0.9358,0.1288,1.0646,
3/16/2022,7.5,H,7.5_H,22.95,452,452,1.109,2.0039,0.8949,1.986,0.877,0.3977,0.4568,0.0591,0.4059,0.0082,0.4092,0.4546,0.0454,0.4145,0.0053,NA,NA,0.3917,0.4349,0.0432,0.3969,0.0052,NA,NA,NA,NA,0.1477,NA,NA,0.0187,0.129,0.8957,0.1469,1.0426,
3/16/2022,7.5,H,7.5_H,20.45,453,453,1.1084,1.8133,0.7049,1.8,0.6916,0.3996,0.4418,0.0422,0.4044,0.0048,0.4179,0.4492,0.0313,0.4212,0.0033,NA,NA,0.3969,0.4281,0.0312,0.4006,0.0037,NA,NA,NA,NA,0.1047,NA,NA,0.0118,0.0929,0.7034,0.1062,0.8096,
3/16/2022,7.5,H,7.5_H,16.25,454,454,1.1129,1.4392,0.3263,1.4334,0.3205,0.4012,0.4232,0.022,0.4037,0.0025,0.4106,0.4244,0.0138,0.4125,0.0019,NA,NA,0.3973,0.3982,0.0009,0.3973,0,NA,NA,NA,NA,0.0367,NA,NA,0.0044,0.0323,0.3249,0.0381,0.363,
3/16/2022,8,A,8_A,25.6,223,223,1.169,2.5414,1.3724,2.5191,1.3501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,2,0.4222,0.463,0.0408,0.4317,0.0095,223,0.4062,0.5699,0.1637,0.2045,0.4512,0.045,0.0545,0.15,1.4046,0.1723,1.5769,used for dry weights and condition only
3/16/2022,8,A,8_A,23.8,224,224,1.1763,2.0878,0.9115,2.0734,0.8971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224,1,0.4049,0.4621,0.0572,0.4172,0.0123,224,0.4128,0.4968,0.084,0.1412,0.4352,0.0224,0.0347,0.1065,0.9318,0.1209,1.0527,used for dry weights and condition only
3/16/2022,8,A,8_A,22.3,225,225,1.1847,1.9644,0.7797,1.9513,0.7666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,2,0.4172,0.4632,0.046,0.4266,0.0094,225,0.4035,0.5094,0.1059,0.1519,0.4362,0.0327,0.0421,0.1098,0.8087,0.1229,0.9316,used for dry weights and condition only
3/16/2022,8,A,8_A,24.75,226,226,1.1681,2.2818,1.1137,2.2621,1.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,2,0.4105,0.4646,0.0541,0.4215,0.011,226,0.4096,0.5602,0.1506,0.2047,0.4497,0.0401,0.0511,0.1536,1.1451,0.1733,1.3184,used for dry weights and condition only
3/16/2022,8,A,8_A,19.4,461,461,1.1015,1.6865,0.585,1.6772,0.5757,0.3895,0.4295,0.04,0.3967,0.0072,0.4072,0.4302,0.023,0.4096,0.0024,NA,NA,0.3933,0.3943,0.001,0.3932,-1.00E-04,NA,NA,NA,NA,0.064,NA,NA,0.0095,0.0545,0.5852,0.0638,0.649,
3/16/2022,8,A,8_A,21,462,462,1.01,1.8544,0.8444,1.8408,0.8308,0.3941,0.4525,0.0584,0.4044,0.0103,0.4049,0.4505,0.0456,0.4101,0.0052,NA,NA,0.4035,0.4289,0.0254,0.4072,0.0037,NA,NA,NA,NA,0.1294,NA,NA,0.0192,0.1102,0.85,0.1238,0.9738,
3/16/2022,8,A,8_A,20.4,463,463,1.114,1.7524,0.6384,1.7397,0.6257,0.3962,0.4489,0.0527,0.4053,0.0091,0.4122,0.449,0.0368,0.4171,0.0049,NA,NA,0.3983,0.4111,0.0128,0.3998,0.0015,NA,NA,NA,NA,0.1023,NA,NA,0.0155,0.0868,0.6412,0.0995,0.7407,
3/16/2022,8,A,8_A,22.35,464,464,1.1142,2,0.8858,1.9801,0.8659,0.3955,0.4499,0.0544,0.4049,0.0094,0.4104,0.463,0.0526,0.4171,0.0067,NA,NA,0.4013,0.4301,0.0288,0.4053,0.004,NA,NA,NA,NA,0.1358,NA,NA,0.0201,0.1157,0.886,0.1356,1.0216,
3/16/2022,8,A,8_A,22.575,465,465,1.1096,2.0915,0.9819,2.0728,0.9632,0.3936,0.473,0.0794,0.4084,0.0148,0.4133,0.4707,0.0574,0.4207,0.0074,NA,NA,0.3962,0.4107,0.0145,0.3983,0.0021,NA,NA,NA,NA,0.1513,NA,NA,0.0243,0.127,0.9875,0.1457,1.1332,
3/16/2022,8,A,8_A,21.175,466,466,1.1008,1.872,0.7712,1.857,0.7562,0.3931,0.4513,0.0582,0.4032,0.0101,0.4127,0.4637,0.051,0.4192,0.0065,NA,NA,0.3932,0.4211,0.0279,0.3969,0.0037,NA,NA,NA,NA,0.1371,NA,NA,0.0203,0.1168,0.7765,0.1318,0.9083,
3/16/2022,8,B,8_B,27.8,227,227,1.1704,2.4121,1.2417,2.3881,1.2177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227,3,0.4156,0.5086,0.093,0.4362,0.0206,227,0.4107,0.5924,0.1817,0.2747,0.4548,0.0441,0.0647,0.21,1.2824,0.234,1.5164,used for dry weights and condition only
3/16/2022,8,B,8_B,29.7,228,228,1.1736,3.0669,1.8933,3.0366,1.863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,3,0.4166,0.5614,0.1448,0.4459,0.0293,228,0.4078,0.6546,0.2468,0.3916,0.4647,0.0569,0.0862,0.3054,1.9492,0.3357,2.2849,used for dry weights and condition only
3/16/2022,8,B,8_B,28.4,229,229,1.1909,2.6362,1.4453,2.6143,1.4234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229,1,0.4192,0.519,0.0998,0.4405,0.0213,229,0.4127,0.5793,0.1666,0.2664,0.4515,0.0388,0.0601,0.2063,1.4835,0.2282,1.7117,used for dry weights and condition only
3/16/2022,8,B,8_B,27.4,231,231,1.1651,2.6722,1.5071,2.6479,1.4828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231,3,0.4147,0.4997,0.085,0.4329,0.0182,231,0.4103,0.6185,0.2082,0.2932,0.4583,0.048,0.0662,0.227,1.549,0.2513,1.8003,used for dry weights and condition only
3/16/2022,8,B,8_B,22.525,467,467,1.1091,1.9097,0.8006,1.8944,0.7853,0.3942,0.445,0.0508,0.4021,0.0079,0.4138,0.4626,0.0488,0.4202,0.0064,NA,NA,0.3996,0.4358,0.0362,0.4048,0.0052,NA,NA,NA,NA,0.1358,NA,NA,0.0195,0.1163,0.8048,0.1316,0.9364,
3/16/2022,8,B,8_B,17.6,468,468,1.0953,1.503,0.4077,1.4953,0.4,0.3971,0.426,0.0289,0.4024,0.0053,0.419,0.4341,0.0151,0.421,0.002,NA,NA,0.407,0.4098,0.0028,0.4071,0.0001,NA,NA,NA,NA,0.0468,NA,NA,0.0074,0.0394,0.4074,0.0471,0.4545,
3/16/2022,8,B,8_B,23.65,469,469,1.0976,2.0918,0.9942,2.0721,0.9745,0.4007,0.4706,0.0699,0.4097,0.009,0.415,0.47,0.055,0.4228,0.0078,NA,NA,0.3916,0.4173,0.0257,0.3954,0.0038,NA,NA,NA,NA,0.1506,NA,NA,0.0206,0.13,0.9951,0.1497,1.1448,
3/16/2022,8,B,8_B,27.175,470,470,1.114,2.4701,1.3561,2.4426,1.3286,0.3925,0.4974,0.1049,0.4112,0.0187,0.414,0.4855,0.0715,0.4243,0.0103,NA,NA,0.3961,0.4465,0.0504,0.4037,0.0076,NA,NA,NA,NA,0.2268,NA,NA,0.0366,0.1902,1.3652,0.2177,1.5829,
3/16/2022,8,B,8_B,16.625,471,471,1.1146,1.501,0.3864,1.4926,0.378,0.3991,0.4233,0.0242,0.4035,0.0044,0.4218,0.4399,0.0181,0.4241,0.0023,NA,NA,0.3985,0.3995,0.001,0.3983,-0.0002,NA,NA,NA,NA,0.0433,NA,NA,0.0065,0.0368,0.3845,0.0452,0.4297,
3/16/2022,8,B,8_B,26,472,472,1.1029,2.4705,1.3676,2.4445,1.3416,0.3963,0.4999,0.1036,0.4145,0.0182,0.4132,0.4784,0.0652,0.4209,0.0077,NA,NA,0.4037,0.4373,0.0336,0.409,0.0053,NA,NA,NA,NA,0.2024,NA,NA,0.0312,0.1712,1.3728,0.1972,1.57,
3/16/2022,8,C,8_C,26.3,230,230,1.1899,2.4954,1.3055,2.4748,1.2849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,1,0.411,0.4153,0.0043,0.4119,0.0009,230,0.4172,0.5721,0.1549,0.1592,0.4553,0.0381,0.039,0.1202,1.3239,0.1408,1.4647,used for dry weights and condition only
3/16/2022,8,C,8_C,26.6,232,232,1.1646,2.5626,1.398,2.54,1.3754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232,2,0.4119,0.5059,0.094,0.4317,0.0198,232,0.4093,0.5731,0.1638,0.2578,0.4502,0.0409,0.0607,0.1971,1.4361,0.2197,1.6558,used for dry weights and condition only
3/16/2022,8,C,8_C,26.4,233,233,1.1947,2.6602,1.4655,2.6348,1.4401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,2,0.4116,0.4418,0.0302,0.4193,0.0077,233,0.4143,0.5781,0.1638,0.194,0.4499,0.0356,0.0433,0.1507,1.4834,0.1761,1.6595,used for dry weights and condition only
3/16/2022,8,C,8_C,25,234,234,1.198,2.5135,1.3155,2.4915,1.2935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,2,0.4114,0.442,0.0306,0.4176,0.0062,234,0.4179,0.5832,0.1653,0.1959,0.4503,0.0324,0.0386,0.1573,1.3321,0.1793,1.5114,used for dry weights and condition only
3/16/2022,8,C,8_C,22.6,473,473,1.1135,1.9056,0.7921,1.889,0.7755,0.3953,0.4515,0.0562,0.4036,0.0083,0.4148,0.4592,0.0444,0.4197,0.0049,NA,NA,0.3925,0.4066,0.0141,0.3941,0.0016,NA,NA,NA,NA,0.1147,NA,NA,0.0148,0.0999,0.7903,0.1165,0.9068,
3/16/2022,8,C,8_C,17.675,474,474,1.114,1.5055,0.3915,1.4981,0.3841,0.3955,0.4243,0.0288,0.4011,0.0056,0.4107,0.4204,0.0097,0.4126,0.0019,NA,NA,0.399,0.4015,0.0025,0.3997,0.0007,NA,NA,NA,NA,0.041,NA,NA,0.0082,0.0328,0.3923,0.0402,0.4325,
3/16/2022,8,C,8_C,18.8,475,475,1.1007,1.6106,0.5099,1.5994,0.4987,0.3915,0.4217,0.0302,0.3978,0.0063,0.4172,0.4412,0.024,0.4207,0.0035,NA,NA,0.395,0.3979,0.0029,0.3953,0.0003,NA,NA,NA,NA,0.0571,NA,NA,0.0101,0.047,0.5088,0.0582,0.567,
3/16/2022,8,C,8_C,23.8,476,476,1.1089,2.0527,0.9438,2.0343,0.9254,0.3996,0.4698,0.0702,0.4122,0.0126,0.4201,0.4655,0.0454,0.4257,0.0056,NA,NA,0.396,0.4182,0.0222,0.3988,0.0028,NA,NA,NA,NA,0.1378,NA,NA,0.021,0.1168,0.9464,0.1352,1.0816,
3/16/2022,8,C,8_C,23.075,477,477,1.1013,1.996,0.8947,1.9782,0.8769,0.395,0.4589,0.0639,0.4065,0.0115,0.4164,0.4606,0.0442,0.4217,0.0053,NA,NA,0.4017,0.4193,0.0176,0.404,0.0023,NA,NA,NA,NA,0.1257,NA,NA,0.0191,0.1066,0.896,0.1244,1.0204,
3/16/2022,8,D,8_D,29.1,235,235,1.1612,2.8162,1.655,2.7884,1.6272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235,.2/3,0.4103,0.534,0.1237,0.4354,0.0251,235,0.4159,0.6511,0.2352,0.3589,0.4648,0.0489,0.074,0.2849,1.7012,0.3127,2.0139,used for dry weights and condition only
3/16/2022,8,D,8_D,26.1,236,236,1.1947,2.5025,1.3078,2.4823,1.2876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236,2,0.4207,0.4581,0.0374,0.4287,0.008,236,0.4098,0.5957,0.1859,0.2233,0.4532,0.0434,0.0514,0.1719,1.339,0.1921,1.5311,used for dry weights and condition only
3/16/2022,8,D,8_D,23,237,237,1.1697,2.1347,0.965,2.1183,0.9486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237,1,0.4138,0.4201,0.0063,0.4148,0.001,237,0.4118,0.5437,0.1319,0.1382,0.4403,0.0285,0.0295,0.1087,0.9781,0.1251,1.1032,used for dry weights and condition only
3/16/2022,8,D,8_D,28.95,238,238,1.2035,2.8397,1.6362,2.8137,1.6102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238,2,0.4198,0.5034,0.0836,0.4361,0.0163,238,0.4117,0.632,0.2203,0.3039,0.4621,0.0504,0.0667,0.2372,1.6769,0.2632,1.9401,used for dry weights and condition only
3/16/2022,8,D,8_D,22.75,478,478,1.1153,1.8621,0.7468,1.8484,0.7331,0.395,0.4522,0.0572,0.4047,0.0097,0.4102,0.4478,0.0376,0.4144,0.0042,NA,NA,0.3972,0.4273,0.0301,0.4016,0.0044,NA,NA,NA,NA,0.1249,NA,NA,0.0183,0.1066,0.7514,0.1203,0.8717,
3/16/2022,8,D,8_D,24.525,479,479,1.1129,2.0728,0.9599,2.0545,0.9416,0.3965,0.4792,0.0827,0.4083,0.0118,0.4118,0.4597,0.0479,0.4172,0.0054,NA,NA,0.4041,0.4601,0.056,0.4108,0.0067,NA,NA,NA,NA,0.1866,NA,NA,0.0239,0.1627,0.9655,0.181,1.1465,
3/16/2022,8,D,8_D,18.45,480,480,1.0827,1.6145,0.5318,1.6036,0.5209,0.3955,0.4344,0.0389,0.4007,0.0052,0.3903,0.4221,0.0318,0.3936,0.0033,NA,NA,0.394,0.4107,0.0167,0.3956,0.0016,NA,NA,NA,NA,0.0874,NA,NA,0.0101,0.0773,0.531,0.0882,0.6192,
3/16/2022,8,D,8_D,26.775,481,481,1.0903,2.5439,1.4536,2.5175,1.4272,0.3941,0.4965,0.1024,0.4097,0.0156,0.3956,0.4745,0.0789,0.404,0.0084,NA,NA,0.4082,0.4416,0.0334,0.4125,0.0043,NA,NA,NA,NA,0.2147,NA,NA,0.0283,0.1864,1.4555,0.2128,1.6683,
3/16/2022,8,D,8_D,19.525,482,482,1.099,1.6545,0.5555,1.6409,0.5419,0.394,0.4375,0.0435,0.4001,0.0061,0.3982,0.428,0.0298,0.4016,0.0034,NA,NA,0.3943,0.4163,0.022,0.3968,0.0025,NA,NA,NA,NA,0.0953,NA,NA,0.012,0.0833,0.5539,0.0969,0.6508,
3/16/2022,8,D,8_D,24.95,483,483,1.1026,2.3929,1.2903,2.3701,1.2675,0.4054,0.4942,0.0888,0.4206,0.0152,0.3959,0.4564,0.0605,0.4031,0.0072,NA,NA,0.3975,0.4431,0.0456,0.4034,0.0059,NA,NA,NA,NA,0.1949,NA,NA,0.0283,0.1666,1.2958,0.1894,1.4852,
3/16/2022,8,E,8_E,26.5,251,251,1.2,2.631,1.431,2.4117,1.2117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,2,0.4129,0.4416,0.0287,0.4184,0.0055,251,0.4077,0.5938,0.1861,0.2148,0.4554,0.0477,0.0532,0.1616,1.2649,0.3809,1.6458,
3/16/2022,8,E,8_E,30.4,253,253,1.1863,3.3403,2.154,3.3925,2.2062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253,4,0.4118,0.5417,0.1299,0.4406,0.0288,253,0.4056,0.7001,0.2945,0.4244,0.4808,0.0752,0.104,0.3204,2.3102,0.2682,2.5784,
3/16/2022,8,E,8_E,29.4,257,257,1.1775,2.8734,1.6959,2.8461,1.6686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257,.1./2,0.4084,0.4275,0.0191,0.4126,0.0042,257,0.4149,0.6199,0.205,0.2241,0.4651,0.0502,0.0544,0.1697,1.723,0.197,1.92,
3/16/2022,8,E,8_E,27.5,272,272,1.1785,2.8116,1.6331,2.7916,1.6131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,1,0.4069,0.452,0.0451,0.4208,0.0139,272,0.4128,0.6019,0.1891,0.2342,0.4828,0.07,0.0839,0.1503,1.697,0.1703,1.8673,
3/16/2022,8,E,8_E,21.4,484,484,1.1114,1.8642,0.7528,1.8496,0.7382,0.3927,0.4354,0.0427,0.3989,0.0062,0.4026,0.4297,0.0271,0.4056,0.003,NA,NA,0.3994,0.4007,0.0013,0.3995,0.0001,NA,NA,NA,NA,0.0711,NA,NA,0.0093,0.0618,0.7475,0.0764,0.8239,
3/16/2022,8,E,8_E,23.6,485,485,1.1089,2.0896,0.9807,2.07,0.9611,0.3955,0.4656,0.0701,0.4075,0.012,0.3933,0.446,0.0527,0.3988,0.0055,NA,NA,0.3942,0.4202,0.026,0.3975,0.0033,NA,NA,NA,NA,0.1488,NA,NA,0.0208,0.128,0.9819,0.1476,1.1295,
3/16/2022,8,E,8_E,22.85,486,486,1.1148,2.0853,0.9705,2.0667,0.9519,0.3906,0.4614,0.0708,0.4001,0.0095,0.3965,0.4439,0.0474,0.4018,0.0053,NA,NA,0.3946,0.4038,0.0092,0.3951,0.0005,NA,NA,NA,NA,0.1274,NA,NA,0.0153,0.1121,0.9672,0.1307,1.0979,
3/16/2022,8,E,8_E,27.9,487,487,1.0955,2.6382,1.5427,2.6105,1.515,0.3918,0.4982,0.1064,0.4067,0.0149,0.3933,0.4772,0.0839,0.4035,0.0102,NA,NA,0.3958,0.4651,0.0693,0.4052,0.0094,NA,NA,NA,NA,0.2596,NA,NA,0.0345,0.2251,1.5495,0.2528,1.8023,
3/16/2022,8,E,8_E,27.775,488,488,1.1012,2.6946,1.5934,2.6596,1.5584,0.3987,0.4834,0.0847,0.4097,0.011,0.4032,0.4846,0.0814,0.4137,0.0105,NA,NA,0.3939,0.4774,0.0835,0.4044,0.0105,NA,NA,NA,NA,0.2496,NA,NA,0.032,0.2176,1.5904,0.2526,1.843,
3/16/2022,8,E,8_E,17.275,489,489,1.094,1.5028,0.4088,1.495,0.401,0.396,0.4237,0.0277,0.3998,0.0038,0.3982,0.4152,0.017,0.3998,0.0016,NA,NA,0.3986,0.401,0.0024,0.3992,0.0006,NA,NA,NA,NA,0.0471,NA,NA,0.006,0.0411,0.407,0.0489,0.4559,
3/16/2022,8,E,8_E,21.1,490,490,1.0804,1.7608,0.6804,1.748,0.6676,0.4031,0.4486,0.0455,0.4108,0.0077,0.4047,0.4351,0.0304,0.4083,0.0036,NA,NA,0.3953,0.3993,0.004,0.3965,0.0012,NA,NA,NA,NA,0.0799,NA,NA,0.0125,0.0674,0.6801,0.0802,0.7603,
3/16/2022,8,F,8_F,21.4,254,254,1.1831,2.1019,0.9188,2.0865,0.9034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254,0,0.4116,NA,0,0.4112,-0.0004,254,0.4124,0.5318,0.1194,0.1194,0.4433,0.0309,0.0305,0.0889,0.9339,0.1043,1.0382,no gonad taken just shell and tissue for total AFDW
3/16/2022,8,F,8_F,28.5,260,260,1.1942,2.687,1.4928,2.6605,1.4663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260,4,0.4126,0.5304,0.1178,0.4443,0.0317,260,0.4086,0.6426,0.234,0.3518,0.4739,0.0653,0.097,0.2548,1.5633,0.2813,1.8446,
3/16/2022,8,F,8_F,25.4,263,263,1.1634,2.6078,1.4444,2.5854,1.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,2,0.4102,0.427,0.0168,0.4143,0.0041,263,0.4074,0.5881,0.1807,0.1975,0.4532,0.0458,0.0499,0.1476,1.4719,0.17,1.6419,
3/16/2022,8,F,8_F,26.9,274,274,1.1938,2.8861,1.6923,2.8628,1.669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274,3,0.4108,0.4985,0.0877,0.4362,0.0254,274,0.4099,0.611,0.2011,0.2888,0.4758,0.0659,0.0913,0.1975,1.7603,0.2208,1.9811,
3/16/2022,8,F,8_F,18,491,491,1.0955,1.4984,0.4029,1.4927,0.3972,0.3983,0.4274,0.0291,0.4037,0.0054,0.3944,0.4107,0.0163,0.3968,0.0024,NA,NA,0.3957,0.3972,0.0015,0.396,0.0003,NA,NA,NA,NA,0.0469,NA,NA,0.0081,0.0388,0.4053,0.0445,0.4498,
3/16/2022,8,F,8_F,21.9,492,492,1.0929,1.7939,0.701,1.7809,0.688,0.3994,0.4486,0.0492,0.4063,0.0069,0.3955,0.4228,0.0273,0.3989,0.0034,NA,NA,0.3972,0.4036,0.0064,0.3978,0.0006,NA,NA,NA,NA,0.0829,NA,NA,0.0109,0.072,0.6989,0.085,0.7839,
3/16/2022,8,F,8_F,18.575,493,493,1.0927,1.6604,0.5677,1.6488,0.5561,0.3918,0.428,0.0362,0.3958,0.004,0.4036,0.4325,0.0289,0.4069,0.0033,NA,NA,0.406,0.4141,0.0081,0.4068,0.0008,NA,NA,NA,NA,0.0732,NA,NA,0.0081,0.0651,0.5642,0.0767,0.6409,
3/16/2022,8,F,8_F,22.7,494,494,1.1095,2.0109,0.9014,1.9931,0.8836,0.3954,0.455,0.0596,0.4027,0.0073,0.3939,0.4342,0.0403,0.3988,0.0049,NA,NA,0.4123,0.4294,0.0171,0.4146,0.0023,NA,NA,NA,NA,0.117,NA,NA,0.0145,0.1025,0.8981,0.1203,1.0184,
3/16/2022,8,F,8_F,19.4,495,495,1.1091,1.6075,0.4984,1.5973,0.4882,0.3994,0.4358,0.0364,0.4041,0.0047,0.4009,0.4286,0.0277,0.4044,0.0035,NA,NA,0.4047,0.4091,0.0044,0.4051,0.0004,NA,NA,NA,NA,0.0685,NA,NA,0.0086,0.0599,0.4968,0.0701,0.5669,
3/16/2022,8,F,8_F,19.05,496,496,1.1024,1.6579,0.5555,1.6473,0.5449,0.4063,0.4421,0.0358,0.4102,0.0039,0.3951,0.4161,0.021,0.3973,0.0022,NA,NA,0.4131,0.4158,0.0027,0.4136,0.0005,NA,NA,NA,NA,0.0595,NA,NA,0.0066,0.0529,0.5515,0.0635,0.615,
3/16/2022,8,G,8_G,29.6,256,256,1.1791,3.2771,2.098,3.2357,2.0566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256,3,0.4208,0.532,0.1112,0.4491,0.0283,256,0.4157,0.7437,0.328,0.4392,0.4975,0.0818,0.1101,0.3291,2.1667,0.3705,2.5372,
3/16/2022,8,G,8_G,22.2,262,262,1.1752,1.9438,0.7686,1.9307,0.7555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262,2,0.4099,0.423,0.0131,0.4134,0.0035,262,0.4121,0.5117,0.0996,0.1127,0.4368,0.0247,0.0282,0.0845,0.7837,0.0976,0.8813,
3/16/2022,8,G,8_G,25.3,267,267,1.1715,2.3,1.1285,2.282,1.1105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,2,0.4117,0.4449,0.0332,0.4208,0.0091,267,0.4094,0.5637,0.1543,0.1875,0.4575,0.0481,0.0572,0.1303,1.1677,0.1483,1.316,
3/16/2022,8,G,8_G,25,275,275,1.1818,2.2784,1.0966,2.2629,1.0811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,1,0.4105,0.4172,0.0067,0.4126,0.0021,275,0.4178,0.5741,0.1563,0.163,0.4631,0.0453,0.0474,0.1156,1.1285,0.1311,1.2596,
3/16/2022,8,G,8_G,22.475,497,497,1.1141,2.1871,1.073,2.1684,1.0543,0.3988,0.478,0.0792,0.4149,0.0161,0.404,0.4471,0.0431,0.409,0.005,NA,NA,0.4143,0.4207,0.0064,0.4091,-0.0052,NA,NA,NA,NA,0.1287,NA,NA,0.0159,0.1128,1.0702,0.1315,1.2017,
3/16/2022,8,G,8_G,18.45,498,498,1.0941,1.6368,0.5427,1.6263,0.5322,0.3933,0.4269,0.0336,0.3967,0.0034,0.3947,0.4206,0.0259,0.3974,0.0027,NA,NA,0.4102,0.4226,0.0124,0.4115,0.0013,NA,NA,NA,NA,0.0719,NA,NA,0.0074,0.0645,0.5396,0.075,0.6146,
3/16/2022,8,G,8_G,15.425,499,499,1.0869,1.34,0.2531,1.3341,0.2472,0.3965,0.4046,0.0081,0.3974,0.0009,0.3955,0.4081,0.0126,0.3973,0.0018,NA,NA,0.409,0.4111,0.0021,0.4097,0.0007,NA,NA,NA,NA,0.0228,NA,NA,0.0034,0.0194,0.2506,0.0253,0.2759,
3/16/2022,8,G,8_G,20.05,500,500,1.0935,1.7107,0.6172,1.6991,0.6056,0.397,0.4397,0.0427,0.4022,0.0052,0.3975,0.429,0.0315,0.4011,0.0036,NA,NA,0.411,0.4279,0.0169,0.4128,0.0018,NA,NA,NA,NA,0.0911,NA,NA,0.0106,0.0805,0.6162,0.0921,0.7083,
