"","Age_DPF","ShapiroWilk","ResidNorm","Levenes","HomogVar","model","DF.num","DF.denom","F_val","P_val","SigDif","About"
"1",93,0.296383213388612,"YES",0.388644474048572,"YES","one-way AOV; x ~ treatment",2,9,0.183119884629821,0.83569455392775,"NO","Shell: two pCO2 b factors + mean data"
"2",165,0.730289884684492,"YES",0.586120972919723,"YES","one-way AOV; x ~ treatment",2,7,7.47008123420209,0.0183444080726873,"YES","Shell: two pCO2 b factors + mean data"
"3",196,0.386594196969785,"YES",0.722586993690669,"YES","one-way AOV; x ~ treatment",2,18,3.71526327648927,0.0445917352377449,"YES","Shell: two pCO2 b factors + mean data"
"4",220,0.390220987413905,"YES",0.942397581763598,"YES","one-way AOV; x ~ treatment",2,14,0.0347293015409437,0.965949780004095,"NO","Shell: two pCO2 b factors + mean data"
"5",225,0.843622317672861,"YES",0.882912464297296,"YES","one-way AOV; x ~ treatment",2,15,0.137882809949957,0.872292314355527,"NO","Shell: two pCO2 b factors + mean data"
"6",93,0.413104777065978,"YES",0.357484851624605,"YES","one-way AOV; x ~ treatment",2,9,0.331014478197988,0.72658058072728,"NO","Shell: one bfactor + mean data"
"7",165,0.696981436356102,"YES",0.683684242738991,"YES","one-way AOV; x ~ treatment",2,7,10.033975742918,0.00879527204473732,"YES","Shell: one bfactor + mean data"
"8",196,0.38242622682832,"YES",0.669945807367377,"YES","one-way AOV; x ~ treatment",2,18,3.7781173098249,0.0426560608397221,"YES","Shell: one bfactor + mean data"
"9",220,0.438500606647025,"YES",0.936168855393104,"YES","one-way AOV; x ~ treatment",2,14,0.100794890331158,0.904768566355741,"NO","Shell: one bfactor + mean data"
"10",225,0.878347398213867,"YES",0.87789849880106,"YES","one-way AOV; x ~ treatment",2,15,0.804778410632972,0.465585136943935,"NO","Shell: one bfactor + mean data"
"11",93,0.566472803823547,"YES",0.275313345417501,"YES","one-way AOV; x ~ treatment",2,9,0.105444458366967,0.901019813212877,"NO","Shell: raw, NO BFACTOR + mean data"
"12",165,0.211797433818486,"YES",0.561451928552864,"YES","one-way AOV; x ~ treatment",2,7,0.0469262520859035,0.954455313020645,"NO","Shell: raw, NO BFACTOR + mean data"
"13",196,0.370291097485422,"YES",0.962124630063907,"YES","one-way AOV; x ~ treatment",2,18,2.35312795195917,0.123635387050623,"NO","Shell: raw, NO BFACTOR + mean data"
"14",220,0.325851111509876,"YES",0.584137422412862,"YES","one-way AOV; x ~ treatment",2,14,2.16664939650735,0.151430004013492,"NO","Shell: raw, NO BFACTOR + mean data"
"15",225,0.56135782908547,"YES",0.0110551312053082,"NO","kruskal-wallis; x ~ treatment",2,NA,NA,0.737791830067178,"NO","Shell: raw, NO BFACTOR + mean data"
