"","Age_DPF","ShapiroWilk","ResidNorm","Levenes","HomogVar","model","DF.num","DF.denom","F_val","P_val","SigDif","About"
"1",165,0.361472374747513,"YES",0.78075204549815,"YES","one-way AOV; x ~ treatment",2,9,0.159372003083136,0.85503339231524,"NO","Adductor: two pCO2 bfactors + mean data"
"2",196,0.374173358155334,"YES",0.2389032393432,"YES","one-way AOV; x ~ treatment",2,18,0.652115726932644,0.532819243524618,"NO","Adductor: two pCO2 bfactors + mean data"
"3",220,0.277910431422483,"YES",0.867012341125847,"YES","one-way AOV; x ~ treatment",2,14,5.15970718743453,0.0209519505804136,"YES","Adductor: two pCO2 bfactors + mean data"
"4",225,0.0890682870103701,"YES",0.992195864931848,"YES","one-way AOV; x ~ treatment",2,15,2.20120650467628,0.145133061232864,"NO","Adductor: two pCO2 bfactors + mean data"
"5",165,0.105142988779347,"YES",0.96788025841135,"YES","one-way AOV; x ~ treatment",2,9,2.17608707817019,0.169475664318208,"NO","Adductor: one bfactor + mean data"
"6",196,0.46344327517928,"YES",0.184644453513019,"YES","one-way AOV; x ~ treatment",2,18,0.690931821686863,0.513916712524491,"NO","Adductor: one bfactor + mean data"
"7",220,0.0798874826269804,"YES",0.921112017052716,"YES","one-way AOV; x ~ treatment",2,14,6.5447330305637,0.00984675504321463,"YES","Adductor: one bfactor + mean data"
"8",225,0.0221552861347239,"NO",0.99792985152605,"YES","kruskal-wallis; x ~ treatment",2,NA,NA,0.65252842024987,"NO","Adductor: one bfactor + mean data"
"9",165,0.179874563848409,"YES",0.869524068171252,"YES","one-way AOV; x ~ treatment",2,9,2.22212825181161,0.164314442774202,"NO","Adductor: raw, NO BFACTOR + mean data"
"10",196,0.00617305199766793,"NO",0.988856703166955,"YES","kruskal-wallis; x ~ treatment",2,NA,NA,0.0105368599708588,"YES","Adductor: raw, NO BFACTOR + mean data"
"11",220,0.465929490141264,"YES",0.396003467245073,"YES","one-way AOV; x ~ treatment",2,14,3.66025489474191,0.052639669785212,"NO","Adductor: raw, NO BFACTOR + mean data"
"12",225,0.0212660445867358,"NO",0.353264942820653,"YES","kruskal-wallis; x ~ treatment",2,NA,NA,0.675830573346204,"NO","Adductor: raw, NO BFACTOR + mean data"
