"","Age_DPF","ShapiroWilk","ResidNorm","Levenes","HomogVar","model","DF.num","DF.denom","F_val","P_val","SigDif","About"
"1",165,0.674474545226125,"YES",0.54474636716536,"YES","one-way AOV; x ~ treatment",2,9,0.439679348876818,0.657373055981205,"NO","Gonad: two pCO2 bfactors + mean data"
"2",196,0.0976467389714388,"YES",0.608658565124325,"YES","one-way AOV; x ~ treatment",2,17,1.29507856773816,0.299566686388443,"NO","Gonad: two pCO2 bfactors + mean data"
"3",220,0.0995952705265632,"YES",0.43292708008167,"YES","one-way AOV; x ~ treatment",2,13,1.78808381450106,0.206055848324092,"NO","Gonad: two pCO2 bfactors + mean data"
"4",225,0.0580906426277927,"YES",0.979514020552508,"YES","one-way AOV; x ~ treatment",2,15,0.501297231243139,0.615540236012645,"NO","Gonad: two pCO2 bfactors + mean data"
"5",165,0.576544611862824,"YES",0.814029637536241,"YES","one-way AOV; x ~ treatment",2,9,0.0126918135562658,0.987406027141224,"NO","Gonad: one bfactor + mean data"
"6",196,0.0594213607287985,"YES",0.6924308543315,"YES","one-way AOV; x ~ treatment",2,17,1.03181310919045,0.377632149958997,"NO","Gonad: one bfactor + mean data"
"7",220,0.0603460364821286,"YES",0.528640337473857,"YES","one-way AOV; x ~ treatment",2,13,1.54108825721848,0.250836325728809,"NO","Gonad: one bfactor + mean data"
"8",225,0.0359549591087655,"NO",0.978078828189704,"YES","kruskal-wallis; x ~ treatment",2,NA,NA,0.268262453469961,"NO","Gonad: one bfactor + mean data"
"9",165,0.805692987552941,"YES",0.248378351571189,"YES","one-way AOV; x ~ treatment",2,9,1.01058056577122,0.401853919775917,"NO","Gonad: raw, NO BFACTOR + mean data"
"10",196,0.111568737486493,"YES",0.28438004167127,"YES","one-way AOV; x ~ treatment",2,18,4.06353711820796,0.0349651610215284,"YES","Gonad: raw, NO BFACTOR + mean data"
"11",220,0.14435355895798,"YES",0.362927926658702,"YES","one-way AOV; x ~ treatment",2,14,2.50151804324591,0.117797289698806,"NO","Gonad: raw, NO BFACTOR + mean data"
"12",225,0.977135707437526,"YES",0.306707819284911,"YES","one-way AOV; x ~ treatment",2,15,0.620262153771763,0.551041235296439,"NO","Gonad: raw, NO BFACTOR + mean data"
