"","Date","Type","Treatment","Replicate","Temperature_bucket_C","Salinity","DO_mg_l","Temperature_spec_C","TA_mmol_kgSW","TCO2_mmol_kgSW","pH","pH_out","fCO2_out_matm","pCO2_out_matm","HCO3_out_mmol_kgSW","CO3_out_mmol_kgSW","CO2_out_mmol_kgSW","B_alk_out_mmol_kgSW","OH_out_mmol_kgSW","P_Alk_out_mmol_kgSW","Si_Alk_out_mmol_kgSW","Revelle_out","Wca_out","War_out_DIC_pH","xCO2_out._dry_at._1_atm_.ppm_.DIC_pH","pCO2_treatment"
"632","6/27/2022","Adults","8","D",16,26.53,"9.37",21.42,1935.99,1834.54,7.801,7.88,545.2,547.2,1730.3,83.5,20.8,39.1,1.7,0,0,15.18,2.1,1.32,557,"Low"
"633","7/7/2022","Adults","7.5","A",16,27.52,"9.44",21.52,1957.54,1926.65,7.5719,7.65,983.9,987.4,1836.2,53.2,37.3,25.3,1,0,0,18.05,1.33,0.84,1005.2,"Moderate"
"634","7/7/2022","Adults","7.5","B",16.1,27.46,"9.37",21.51,1961.14,1925.19,7.5736,7.65,983.7,987.2,1834.7,53.3,37.2,25.3,1,0,0,18.04,1.33,0.84,1005.1,"Moderate"
"635","7/7/2022","Adults","7.5","C",16.1,27.41,"9.47",21.59,1960.78,1925.39,7.5681,7.64,994.7,998.3,1835.1,52.6,37.6,25,1,0,0,18.1,1.32,0.83,1016.3,"Moderate"
"636","7/7/2022","Adults","7.5","D",16.1,27.38,"9.41",21.5,1955.72,1926.58,7.5636,7.64,1009.2,1012.8,1836.5,51.9,38.2,24.6,1,0,0,18.15,1.3,0.82,1031.2,"Moderate"
"637","7/7/2022","Adults","7.5","used (E)",16.3,27.45,"10.1",22.17,1959.34,1930.12,7.5472,7.63,1036.9,1040.6,1839.9,51.3,39,24.3,1,0,0,18.18,1.28,0.81,1059.7,"Moderate"
"638","7/7/2022","Adults","7.5","not used (F)",16.2,27.52,"10.25",21.78,1959.22,1925.09,7.5658,7.64,997,1000.5,1834.7,52.9,37.6,25.1,1,0,0,18.05,1.32,0.83,1018.8,"Moderate"
"639","7/7/2022","Adults","8","A",15.9,27.52,"10.15",21.21,1975.72,1902.97,7.6645,7.74,782.8,785.6,1808.7,64.5,29.8,30.7,1.3,0,0,17.05,1.61,1.02,799.7,"Low"
"640","7/7/2022","Adults","8","B",15.9,27.56,"9.43",21.43,1958.8,1893.92,7.6762,7.75,751.7,754.4,1798.8,66.5,28.6,31.7,1.3,0,0,16.83,1.66,1.05,767.8,"Low"
"641","7/7/2022","Adults","8","C",15.9,27.62,"9.79",21.73,1957.8,1890.64,7.6827,7.77,730.9,733.6,1794.7,68.2,27.8,32.6,1.3,0,0,16.66,1.7,1.07,746.7,"Low"
"642","7/7/2022","Adults","8","D",15.9,27.52,"9.56",21.89,1957.64,1892.15,7.6771,7.76,738.1,740.7,1796.6,67.5,28.1,32.2,1.3,0,0,16.74,1.69,1.06,754,"Low"
"643","7/7/2022","Adults","8","used (E)",16,27.52,"10.34",21.85,1959.12,1877.73,7.7282,7.81,650.7,653,1777.7,75.4,24.7,35.8,1.5,0,0,15.97,1.88,1.19,664.7,"Low"
"644","7/7/2022","Adults","8","not used (F)",16,27.53,"10.45",21.52,1960,1878.47,7.7349,7.81,647.7,650,1778.2,75.8,24.5,36,1.5,0,0,15.94,1.89,1.19,661.7,"Low"
"645","7/14/2022","Adults","7.5","A",15.8,27.68,"10.45",21.37,1963.92,1940.13,7.5762,7.65,976.6,980.1,1848.9,54,37.2,25.7,1,0,0,18.03,1.35,0.85,997.5,"Moderate"
"646","7/14/2022","Adults","7.5","B",15.8,27.6,"10.21",21.74,2032.43,1939.06,7.5548,7.64,1016.1,1019.8,1848.5,51.8,38.7,24.6,1,0,0,18.19,1.29,0.82,1037.9,"Moderate"
"647","7/14/2022","Adults","7.5","C",15.8,27.68,"10.22",21.78,1959.01,1934.06,7.5639,7.65,989.7,993.3,1843.4,53,37.7,25.3,1,0,0,18.08,1.32,0.83,1010.9,"Moderate"
"648","7/14/2022","Adults","7.5","D",15.8,27.68,"10.27",21.62,1960.68,1939.82,7.5364,7.61,1065.7,1069.6,1849.7,49.5,40.6,23.7,0.9,0,0,18.3,1.24,0.78,1088.5,"Moderate"
"649","7/14/2022","Adults","8","A",15.9,27.67,"9.97",21.73,1957.18,1880.33,7.7339,7.82,641.9,644.2,1779.5,76.4,24.4,36.4,1.5,0,0,15.88,1.91,1.2,655.7,"Low"
"650","7/14/2022","Adults","8","B",15.7,27.52,"9.94",21.66,1959.52,1890.31,7.707,7.79,685.8,688.2,1792.4,71.7,26.2,34.1,1.4,0,0,16.37,1.79,1.13,700.4,"Low"
"651","7/14/2022","Adults","8","C",15.8,27.68,"9.94",21.55,1962,1890.32,7.7139,7.8,678.8,681.2,1791.5,72.9,25.9,34.7,1.4,0,0,16.23,1.82,1.15,693.3,"Low"
"652","7/14/2022","Adults","8","D",15.8,27.62,"10.03",21.63,1972.67,1892.29,7.709,7.79,686.1,688.5,1793.9,72.3,26.1,34.4,1.4,0,0,16.31,1.81,1.14,700.7,"Low"
"653","7/21/2022","Adults","7.5","A",16.5,28.01,"10.13",21.77,1971.96,1909.59,7.6518,7.73,810.9,813.8,1814.3,65.1,30.2,31,1.3,0,0,16.93,1.62,1.03,828.9,"Moderate"
"654","7/21/2022","Adults","7.5","B",16.5,28,"9.51",21.46,1966.5,1907.31,7.66,7.73,802.3,805.2,1811.9,65.6,29.9,31.3,1.3,0,0,16.88,1.64,1.03,820.2,"Moderate"
"655","7/21/2022","Adults","7.5","C",16.5,27.95,"9.53",21.67,1961.47,1906.91,7.656,7.73,804.6,807.5,1811.6,65.3,30,31.1,1.3,0,0,16.91,1.63,1.03,822.5,"Moderate"
"656","7/21/2022","Adults","7.5","D",16.5,27.97,"10.17",21.7,1965.47,1907.23,7.6445,7.72,826.4,829.3,1812.8,63.7,30.8,30.4,1.3,0,0,17.04,1.59,1.01,844.7,"Moderate"
"657","7/21/2022","Adults","8","A",16.4,28,"9.8",21.58,1968.08,1870.38,7.7894,7.87,570.9,572.9,1762.3,86.8,21.3,41.3,1.8,0,0,14.91,2.17,1.37,583.5,"Low"
"658","7/21/2022","Adults","8","B",16.4,27.61,"9.85",21.57,1956.37,1874.08,7.788,7.86,576,578,1766.8,85.8,21.6,40.3,1.8,0,0,15.06,2.15,1.35,588.7,"Low"
"659","7/21/2022","Adults","8","C",16.4,27.98,"9.78",21.71,1963.03,1875.97,7.7745,7.85,591.1,593.2,1769.4,84.5,22.1,40.1,1.7,0,0,15.13,2.11,1.33,604.2,"Low"
"660","7/21/2022","Adults","8","D",16.4,27.98,"9.99",21.66,1966.06,1868.67,7.7949,7.87,561.3,563.3,1759.7,88,21,41.8,1.8,0,0,14.81,2.2,1.39,573.7,"Low"
"661","7/25/2022","Adults","7.5","A",16.4,27.85,"10.17",21.54,1961.38,1907.41,7.6505,7.72,816.5,819.4,1812.9,64,30.5,30.5,1.3,0,0,17.04,1.6,1.01,834.5,"Moderate"
"662","7/25/2022","Adults","7.5","B",15.5,27.82,"9.69",21.56,1974.76,1904.06,7.6607,7.73,798,800.8,1808.9,65.5,29.7,31.1,1.3,0,0,16.9,1.64,1.03,815.7,"Moderate"
"663","7/25/2022","Adults","7.5","C",16.3,27.9,"9.84",21.6,1964.91,1906.02,7.669,7.74,775.5,778.3,1810,66.9,29.1,31.9,1.3,0,0,16.78,1.67,1.06,792.6,"Moderate"
"664","7/25/2022","Adults","7.5","D",16.4,27.83,"9.84",21.34,1987.14,1908.9,7.6534,7.72,816.9,819.8,1814.3,64.1,30.5,30.5,1.3,0,0,17.05,1.6,1.01,834.9,"Moderate"
"665","7/25/2022","Adults","8","A",16.4,27.85,"9.63",21.27,1956.69,1863.39,7.798,7.87,563.8,565.8,1755.4,86.9,21.1,41.3,1.8,0,0,14.88,2.17,1.37,576.2,"Low"
"666","7/25/2022","Adults","8","B",16.2,27.92,"9.85",21.31,1973.53,1878.76,7.7678,7.84,605.5,607.6,1774,82,22.8,39,1.7,0,0,15.35,2.05,1.29,618.7,"Low"
"667","7/25/2022","Adults","8","C",16.1,27.88,"9.8",21.18,1965.05,1874.21,7.7935,7.87,568,570,1766.5,86.3,21.4,40.9,1.7,0,0,14.99,2.15,1.36,580.3,"Low"
"668","7/25/2022","Adults","8","D",16.1,27.93,"10.07",21.4,1964.2,1878.67,7.7508,7.83,626.4,628.7,1775.9,79.1,23.6,37.8,1.6,0,0,15.59,1.97,1.25,640,"Low"
"669","7/29/2022","Adults","7.5","E",16,27.96,"9.61",20.26,1975.73,1917.36,7.672,7.73,800,802.8,1822.1,65,30.2,31,1.3,0,0,17.01,1.62,1.02,817.3,"Moderate"
"670","7/29/2022","Adults","7.5","F",15.9,27.95,"9.53",20.4,1967.92,1911.32,7.6792,7.74,777.2,779.9,1815.8,66.1,29.5,31.6,1.3,0,0,16.89,1.65,1.04,793.9,"Moderate"
"671","7/29/2022","Adults","7.5","G",16,27.97,"9.53",20.48,1971.15,1909.96,7.6779,7.74,779.9,782.7,1814.4,66.1,29.5,31.6,1.3,0,0,16.88,1.65,1.04,796.8,"Moderate"
"672","7/29/2022","Adults","7.5","H",16,27.98,"9.73",20.49,1966.66,1912.8,7.6676,7.73,800.3,803.1,1817.9,64.7,30.2,30.9,1.3,0,0,17.01,1.61,1.02,817.6,"Moderate"
"673","7/29/2022","Adults","8","E",15.9,27.63,"9.48",20.43,1970.07,1861.23,7.834,7.9,521.7,523.6,1750.5,90.9,19.8,43,1.8,0,0,14.6,2.27,1.43,532.9,"Low"
"674","7/29/2022","Adults","8","F",15.9,27.95,"9.5",20.5,1971.99,1877.95,7.7912,7.86,581,583.1,1771.7,84.2,22,40.1,1.7,0,0,15.18,2.1,1.33,593.5,"Low"
"675","7/29/2022","Adults","8","G",15.9,27.78,"9.35",20.63,1969.88,1876.63,7.7875,7.86,584,586.1,1771.1,83.4,22.2,39.6,1.7,0,0,15.26,2.08,1.31,596.5,"Low"
"676","7/29/2022","Adults","8","H",15.9,27.91,"9.51",20.55,1968.95,1879.64,7.779,7.85,598.1,600.3,1775,82,22.7,39.1,1.6,0,0,15.37,2.05,1.29,611,"Low"
"677","8/1/2022","Adults","7.5","A",16.1,28.16,"10.14",20.12,2006.54,1941.68,7.6337,7.69,894.9,898.1,1847.9,60.1,33.7,28.5,1.2,0,0,17.51,1.5,0.95,914.3,"Moderate"
"678","8/1/2022","Adults","7.5","B",16.1,28.15,"9.58",20.15,2012.56,1940.8,7.6249,7.68,916.2,919.5,1847.5,58.9,34.4,27.9,1.1,0,0,17.59,1.47,0.93,936.2,"Moderate"
"679","8/1/2022","Adults","7.5","C",16.1,28.18,"10.17",20.15,2011.81,1939.51,7.6487,7.71,862.1,865.2,1844.9,62.1,32.5,29.3,1.2,0,0,17.35,1.55,0.98,880.8,"Moderate"
"680","8/1/2022","Adults","7.5","D",16.1,28.07,"9.8",20.28,2013.51,1942.53,7.6255,7.68,912.6,915.8,1849.1,59.1,34.3,27.9,1.1,0,0,17.6,1.48,0.93,932.5,"Moderate"
"681","8/1/2022","Adults","7.5","E",16.1,28.2,"9.54",20.32,2007.26,1936.04,7.6496,7.71,853.1,856.1,1841.3,62.6,32.1,29.7,1.2,0,0,17.27,1.56,0.99,871.6,"Moderate"
"682","8/1/2022","Adults","7.5","F",16.1,28.22,"9.53",20.37,2008.84,1934.04,7.6554,7.72,839.2,842.2,1838.9,63.5,31.6,30.1,1.2,0,0,17.19,1.58,1,857.4,"Moderate"
"683","8/1/2022","Adults","7.5","G",16.1,28.19,"9.51",20.36,2008.09,1934.68,7.6556,7.72,839.4,842.4,1839.5,63.5,31.6,30.1,1.2,0,0,17.19,1.58,1,857.6,"Moderate"
"684","8/1/2022","Adults","7.5","H",16,28.2,"9.51",20.41,2003.29,1931.47,7.6518,7.71,844.1,847.1,1836.7,63,31.8,30,1.2,0,0,17.22,1.57,0.99,862.4,"Moderate"
"685","8/1/2022","Adults","8","A",16,28.19,"9.88",20.46,2011.64,1924.13,7.6886,7.75,768.8,771.5,1826.8,68.4,29,32.4,1.3,0,0,16.73,1.71,1.08,785.5,"Low"
"686","8/1/2022","Adults","8","B",16,28.21,"9.87",20.46,2011.48,1898.13,7.7828,7.85,604.7,606.9,1791.8,83.6,22.8,39.4,1.7,0,0,15.33,2.08,1.32,617.9,"Low"
"687","8/1/2022","Adults","8","C",16.1,28.14,"9.84",20.45,2014.53,1923.22,7.6951,7.76,753.8,756.5,1825.4,69.3,28.5,32.9,1.3,0,0,16.65,1.73,1.09,770.1,"Low"
"688","8/1/2022","Adults","8","D",16,28.17,"9.97",20.44,2009.44,1918.48,7.7032,7.77,737.9,740.5,1820.2,70.4,27.9,33.4,1.4,0,0,16.54,1.75,1.11,753.8,"Low"
"689","8/1/2022","Adults","8","E",16,28.2,"9.42",20.65,2008.59,1898.07,7.75,7.82,647.4,649.7,1795.5,78.1,24.5,37.2,1.5,0,0,15.77,1.95,1.23,661.4,"Low"
"690","8/1/2022","Adults","8","F",16.1,28.21,"9.36",20.67,2004.36,1882.34,7.8184,7.89,545.9,547.9,1771.2,90.5,20.6,42.8,1.8,0,0,14.68,2.26,1.43,557.8,"Low"
"691","8/1/2022","Adults","8","G",16.1,28.13,"9.42",20.59,2004.61,1877.5,7.8156,7.88,550,551.9,1767.4,89.4,20.7,42.4,1.8,0,0,14.75,2.23,1.41,561.9,"Low"
"692","8/1/2022","Adults","8","H",16.2,28.2,"9.23",20.7,2001.57,1894.61,7.7582,7.82,637.7,640,1791.1,79.6,24,37.8,1.6,0,0,15.63,1.98,1.25,651.7,"Low"
"693","8/8/2022","Adults","7.5","E",17.1,28.13,"8.72",20.35,1971.6,1943.3,7.5908,7.64,1022.2,1025.8,1850.6,55.3,37.4,26.2,1.1,0,0,17.78,1.38,0.87,1045.6,"Moderate"
"694","8/8/2022","Adults","7.5","F",17.1,28.01,"8.83",20.53,1969.8,1936.4,7.6096,7.66,969.4,972.8,1843.2,57.7,35.5,27.2,1.2,0,0,17.61,1.44,0.91,991.6,"Moderate"
"695","8/8/2022","Adults","7.5","G",17.2,28.03,"8.7",20.58,1978.91,1943.66,7.5918,7.64,1017.1,1020.7,1850.8,55.7,37.1,26.3,1.1,0,0,17.77,1.39,0.88,1040.5,"Moderate"
"696","8/8/2022","Adults","7.5","H",17.1,28.03,"9.04",20.68,1966.06,1932.66,7.6261,7.68,925.7,928.9,1838.6,60.2,33.9,28.4,1.2,0,0,17.4,1.5,0.95,946.9,"Moderate"
"697","8/8/2022","Adults","8","E",17.1,28.02,"9.05",20.49,1957.75,1875.03,7.8165,7.87,572.7,574.7,1764.5,89.5,20.9,42.1,1.9,0,0,14.71,2.24,1.42,585.8,"Low"
"698","8/8/2022","Adults","8","F",17.1,28.03,"9.09",20.2,1977.48,1889.89,7.7909,7.84,620.2,622.4,1782.8,84.4,22.7,39.6,1.8,0,0,15.19,2.11,1.34,634.4,"Low"
"699","8/8/2022","Adults","8","G",17,27.76,"9.02",20.8,1968.91,1887.94,7.7831,7.84,617.1,619.3,1781.4,83.9,22.7,39.2,1.8,0,0,15.26,2.1,1.33,631.2,"Low"
"700","8/8/2022","Adults","8","H",17.1,27.94,"9.17",20.69,1966.91,1889.63,7.7808,7.83,625.1,627.3,1783.1,83.6,22.9,39.2,1.8,0,0,15.26,2.09,1.32,639.4,"Low"
"701","8/9/2022","Adults","7.5","A",16.1,28.34,"9.56",20.13,1995.58,1973.68,7.6043,7.66,973.1,976.5,1879.6,57.5,36.6,27.2,1.1,0,0,17.78,1.43,0.91,994.2,"Moderate"
"702","8/9/2022","Adults","7.5","B",16.1,28.24,"9.93",20.31,1989.48,1968.69,7.6035,7.66,967.5,971,1874.8,57.5,36.4,27.1,1.1,0,0,17.78,1.43,0.91,988.5,"Moderate"
"703","8/9/2022","Adults","7.5","C",16,28.35,"9.98",20.31,1993.39,1969.3,7.6089,7.67,951,954.4,1875.1,58.3,35.9,27.6,1.1,0,0,17.71,1.45,0.92,971.6,"Moderate"
"704","8/9/2022","Adults","7.5","D",16.2,28.04,"10.03",20.33,1981.98,1967.45,7.5991,7.66,981.7,985.2,1874,56.6,36.9,26.6,1.1,0,0,17.86,1.41,0.89,1003.1,"Moderate"
"705","8/9/2022","Adults","8","A",15.8,28.36,"9.88",20.41,1983.03,1932.94,7.7089,7.78,726.4,729,1833,72.3,27.6,34.4,1.4,0,0,16.41,1.8,1.14,742,"Low"
"706","8/9/2022","Adults","8","B",15.7,28.35,"9.79",20.5,1988.94,1929.98,7.7237,7.79,695.1,697.6,1828.6,74.9,26.5,35.6,1.4,0,0,16.18,1.86,1.18,709.9,"Low"
"707","8/9/2022","Adults","8","C",15.8,28.26,"9.72",20.49,1987.75,1935.85,7.7013,7.77,739.5,742.1,1836.6,71.2,28.1,33.7,1.4,0,0,16.53,1.77,1.12,755.3,"Low"
"708","8/9/2022","Adults","8","D",15.8,28.36,"9.8",20.54,1988.83,1935.55,7.7139,7.78,715.5,718.1,1834.8,73.6,27.2,34.9,1.4,0,0,16.31,1.83,1.16,730.9,"Low"
"709","8/17/2022","Adults","7.5","B",16.1,28.29,"9.6",21.17,2006.2,1950.93,7.5984,7.67,943.7,947,1857.5,57.9,35.5,27.6,1.1,0,0,17.67,1.44,0.91,964.2,"Moderate"
"710","8/17/2022","Adults","7.5","C",16,28.77,"10.16",21.14,1992.3,1963.2,7.5725,7.64,1004,1007.6,1870,55.4,37.8,26.7,1,0,0,17.81,1.38,0.87,1025.7,"Moderate"
"711","8/17/2022","Adults","7.5","E",16,28.98,"9.15",21.19,2002.5,1950.48,7.591,7.66,951.3,954.7,1856.8,57.9,35.8,28.1,1.1,0,0,17.55,1.44,0.91,971.9,"Moderate"
"712","8/17/2022","Adults","7.5","F",16,28.94,"9.11",21.16,2003.4,1948.93,7.5943,7.67,944.2,947.6,1855.2,58.2,35.5,28.2,1.1,0,0,17.53,1.44,0.92,964.6,"Moderate"
"713","8/17/2022","Adults","8","C",15.8,28.86,"9.85",21.31,2005.21,1918.47,7.7078,7.79,698.6,701.1,1817.3,74.7,26.4,36.1,1.4,0,0,16.06,1.85,1.17,713.5,"Low"
"714","8/17/2022","Adults","8","D",15.9,28.91,"9.67",21.36,2006.68,1931.86,7.6714,7.75,769.6,772.4,1833.4,69.4,29,33.5,1.3,0,0,16.56,1.72,1.09,786.1,"Low"
"715","8/17/2022","Adults","8","G",15.9,28.91,"9.24",21.42,2003.23,1908.88,7.7186,7.8,677.1,679.5,1806.7,76.6,25.5,37.1,1.5,0,0,15.84,1.9,1.2,691.7,"Low"
"716","8/17/2022","Adults","8","H",15.9,28.86,"9.39",21.54,2002.89,1904.65,7.7407,7.82,638,640.3,1800,80.6,24.1,39,1.6,0,0,15.49,2,1.27,651.7,"Low"
"717","8/22/2022","Adults","7.5","A",16.4,28.63,"9.97",21.41,1962.11,1931.23,7.6074,7.68,915.4,918.7,1837.6,59.6,34.1,28.8,1.2,0,0,17.38,1.48,0.94,935.6,"Moderate"
"718","8/22/2022","Adults","7.5","D",16.4,29.03,"9.88",21.31,1958.04,1925.17,7.6273,7.7,870.4,873.5,1830.2,62.7,32.3,30.6,1.2,0,0,17.04,1.55,0.99,889.6,"Moderate"
"719","8/22/2022","Adults","7.5","G",16.4,29.06,"9.06",21.25,1959.52,1918.56,7.6275,7.7,868.5,871.6,1823.9,62.4,32.2,30.6,1.2,0,0,17.03,1.55,0.98,887.7,"Moderate"
"720","8/22/2022","Adults","7.5","H",16.4,29.08,"9.55",21.31,1945.51,1921.39,7.6228,7.69,877.8,880.9,1826.8,62,32.6,30.3,1.2,0,0,17.07,1.54,0.98,897.2,"Moderate"
"721","8/22/2022","Adults","8","A",16.3,29.11,"9.82",21.25,1965.85,1893.24,7.7414,7.81,648.6,651,1789,80.1,24.1,39.1,1.6,0,0,15.42,1.99,1.26,662.9,"Low"
"722","8/22/2022","Adults","8","B",16.3,28.82,"9.81",21.26,1961.5,1878.26,7.787,7.86,577.2,579.3,1769.2,87.6,21.5,42.4,1.8,0,0,14.79,2.17,1.38,589.9,"Low"
"723","8/22/2022","Adults","8","E",16.4,29.11,"9.14",21.08,1956.45,1903.55,7.704,7.77,720.8,723.4,1803.2,73.6,26.8,35.9,1.5,0,0,16.02,1.82,1.16,736.7,"Low"
"724","8/22/2022","Adults","8","F",16.4,28.93,"9.16",21.45,1947.93,1883.86,7.7319,7.81,659.4,661.7,1781.1,78.2,24.5,38.2,1.6,0,0,15.55,1.94,1.23,673.9,"Low"
"725","8/29/2022","Adults","7.5","A",15.7,28.89,"9.46",21.15,1930.23,1915.69,7.5412,7.61,1042.6,1046.4,1825.8,50.3,39.6,25.1,1,0,0,17.96,1.25,0.79,1064.8,"Moderate"
"726","8/29/2022","Adults","7.5","B",15.7,28.88,"9.49",21.31,1928.6,1913.51,7.5469,7.62,1022.2,1025.9,1823.5,51.2,38.8,25.5,1,0,0,17.91,1.27,0.8,1044,"Moderate"
"727","8/29/2022","Adults","7.5","C",15.7,28.92,"9.29",21.19,1936.79,1917.91,7.5415,7.62,1041.6,1045.3,1827.9,50.5,39.5,25.2,1,0,0,17.95,1.25,0.79,1063.7,"Moderate"
"728","8/29/2022","Adults","7.5","D",15.7,28.87,"9.44",21.25,1936.39,1919.32,7.5408,7.62,1042.5,1046.2,1829.3,50.5,39.6,25.1,1,0,0,17.97,1.25,0.79,1064.6,"Moderate"
"729","8/29/2022","Adults","8","A",15.7,28.9,"9.51",21.64,1930.93,1865.26,7.7093,7.79,666.4,668.8,1766.3,73.7,25.3,36.7,1.4,0,0,15.85,1.83,1.16,680.6,"Low"
"730","8/29/2022","Adults","8","B",15.8,28.88,"9.38",21.82,1938.54,1871.71,7.7,7.79,682.6,685,1773.1,72.8,25.8,36.1,1.4,0,0,15.97,1.81,1.14,697.2,"Low"
"731","8/29/2022","Adults","8","C",15.9,28.65,"9.37",21.14,1937.19,1896.34,7.6422,7.72,818,821,1802.7,62.8,30.9,30.9,1.2,0,0,16.99,1.56,0.99,835.6,"Low"
"732","8/29/2022","Adults","8","D",15.7,28.9,"9.5",21.12,1939.52,1879.05,7.6872,7.76,720.8,723.4,1782.3,69.4,27.4,34.4,1.4,0,0,16.3,1.72,1.09,736.1,"Low"
"733","9/12/2022","Adults","7.5","A",19.7,28.34,"8.64",23.09,2022.28,1969.81,7.5524,7.6,1145.7,1149.7,1873.9,57,38.8,26.1,1.3,0,0,17.55,1.43,0.91,1175.9,"Moderate"
"734","9/12/2022","Adults","7.5","B",19.7,28.37,"8.91",23.05,1976.68,1942.4,7.5729,7.62,1077.3,1080.9,1846.9,59,36.5,27.3,1.4,0,0,17.31,1.48,0.94,1105.6,"Moderate"
"735","9/12/2022","Adults","7.5","C",19.8,28.32,"9.59",23.12,2008.72,1959.17,7.552,7.6,1144,1147.9,1863.8,56.7,38.7,26.1,1.3,0,0,17.52,1.42,0.91,1174.2,"Moderate"
"736","9/12/2022","Adults","7.5","D",19.6,28.34,"8.97",22.93,2057.81,1982,7.582,7.63,1076,1079.7,1884.3,61.2,36.6,27.7,1.4,0,0,17.33,1.53,0.98,1104.1,"Moderate"
"737","9/12/2022","Adults","8","A",19.7,28.34,"8.85",22.72,1957.19,1840.67,7.7845,7.83,622,624.1,1730,89.6,21.1,42.2,2.3,0,0,14.42,2.24,1.43,638.3,"Low"
"738","9/12/2022","Adults","8","B",19.6,28.32,"8.96",22.89,2107.89,1959.86,7.8064,7.85,621.9,624,1838.1,100.6,21.1,44.3,2.4,0,0,14.29,2.52,1.61,638.2,"Low"
"739","9/12/2022","Adults","8","C",19.6,28.34,"9.22",22.96,2019.91,1887.01,7.8046,7.85,599.9,601.9,1769.9,96.8,20.4,44.3,2.4,0,0,14.16,2.42,1.55,615.6,"Low"
"740","9/12/2022","Adults","8","D",19.6,28.33,"9.24",23,1924.5,1876.25,7.6151,7.66,939.4,942.6,1781.7,62.6,31.9,29.8,1.5,0,0,16.77,1.57,1,964,"Low"
"741","9/14/2022","Adults","8","D",20.3,28.16,"8.65",23.16,1905.35,1859.64,7.6461,7.69,884.6,887.6,1763.2,66.9,29.5,31.6,1.7,0,0,16.33,1.68,1.07,908.6,"Low"
"742","9/19/2022","Adults","7.5","A",20.3,28.8,"",22.68,1924.51,1865.81,7.6967,7.73,795.4,798.1,1763.9,75.5,26.4,35.8,1.9,0,0,15.57,1.89,1.21,817,"Moderate"
"743","9/19/2022","Adults","7.5","B",20.4,28.77,"",22.98,1923.07,1867.66,7.6753,7.71,833,835.8,1767.4,72.6,27.6,34.5,1.9,0,0,15.81,1.82,1.16,855.7,"Moderate"
"744","9/19/2022","Adults","7.5","C",20.4,28.77,"",22.82,1922.53,1867.04,7.6926,7.73,803.3,806,1765.3,75.1,26.6,35.6,1.9,0,0,15.61,1.88,1.2,825.2,"Moderate"
"745","9/19/2022","Adults","7.5","D",20.3,28.78,"",23,1927.22,1845.04,7.7465,7.79,690.6,693,1737.8,84.3,23,40.1,2.2,0,0,14.77,2.11,1.35,709.4,"Moderate"
"746","9/19/2022","Adults","8","A",20.3,28.74,"",23.02,1917.75,1805.67,7.8602,7.9,513.1,514.8,1682.3,106.3,17.1,50.4,2.8,0,0,13.04,2.66,1.7,527,"Low"
"747","9/19/2022","Adults","8","B",20.3,28.7,"",23.1,1923.29,1797.49,7.8762,7.92,489.9,491.6,1671.4,109.8,16.3,52,3,0,0,12.79,2.75,1.76,503.2,"Low"
"748","9/19/2022","Adults","8","C",20.2,28.8,"",23.01,1925.23,1813.35,7.833,7.87,548.2,550.1,1694.5,100.6,18.3,47.9,2.7,0,0,13.44,2.51,1.61,563,"Low"
"749","9/19/2022","Adults","8","D",20.3,28.78,"",23.15,1922.98,1841.73,7.7507,7.79,678.9,681.2,1733.8,85.4,22.6,40.6,2.2,0,0,14.67,2.13,1.37,697.4,"Low"
"750","9/26/2022","Adults","7.5","A",19.3,28.08,"8.4",23.07,1962.49,1900.48,7.6575,7.71,849.6,852.6,1801.8,69.5,29.2,32.3,1.6,0,0,16.38,1.74,1.11,871.5,"Moderate"
"751","9/26/2022","Adults","7.5","B",19.4,28.1,"8.66",23.03,1953.13,1901.48,7.6523,7.7,865.1,868,1803.2,68.7,29.6,32,1.6,0,0,16.44,1.72,1.1,887.4,"Moderate"
"752","9/26/2022","Adults","7.5","C",19.4,28.06,"8.7",23.01,1914.56,1901.63,7.6404,7.69,891,894,1804.4,66.7,30.5,31.1,1.6,0,0,16.61,1.67,1.07,914,"Moderate"
"753","9/26/2022","Adults","8","A",19.2,28.12,"8.72",23.09,1934.07,1826.69,7.8206,7.88,548.2,550.1,1711,96.8,18.9,45.5,2.4,0,0,13.86,2.43,1.54,562.2,"Low"
"754","9/26/2022","Adults","8","B",19.2,28.11,"8.76",22.98,1965.8,1862.08,7.7978,7.85,592.9,595,1748.3,93.4,20.4,43.3,2.3,0,0,14.3,2.34,1.49,608.1,"Low"
"755","9/26/2022","Adults","8","C",19.3,28.09,"8.76",22.91,1956.21,1871.39,7.608,7.66,946.6,949.9,1778.1,60.8,32.5,29,1.5,0,0,16.95,1.52,0.97,971,"Low"
"756","9/26/2022","Adults","8","D",19.4,28.14,"8.25",22.86,1966.08,1860.12,7.8,7.85,596.2,598.3,1746.2,93.6,20.4,43.4,2.3,0,0,14.27,2.34,1.49,611.7,"Low"
"757","10/3/2022","Adults","7.5","A",15.8,28.5,"9.98",23.05,1963.09,1901.14,7.6832,7.77,734.2,736.8,1800.7,73.8,26.7,35.2,1.6,0,0,16.05,1.84,1.17,751.1,"Moderate"
