 ,Area,Mean,Min,Max,Angle,Length
1,1.664E-4,197.712,123.410,243.144,117.600,0.175
2,1.646E-4,202.992,155.241,248.534,116.007,0.173
3,1.584E-4,194.869,145.028,244.475,104.546,0.167
4,1.735E-4,171.791,89.253,244.866,103.105,0.183
5,1.700E-4,180.719,114.370,235.950,140.021,0.179
