Date_sampled,pH,Tank_Replicate,pH_Replicate,Shell_length_mm,Shell_Tin_ID,Shell_Tin_Weight_g,Dry_Shell_Tin_Weight_g,Dry_Shell_weight_g,Ashed_Shell_Tin_Weight_g,Tissue_Tin_ID,Tissue_Tin_Weight_g,Dry_Tissue_Tin_Weight_g,Dry_Tissue_weight_g,Ashed_Tissue_Tin_Weight_g,Gonad_Tin_ID,Gonad_Tin_Weight_g,Dry_Gonad_Tin_Weight_g,Dry_Gonad_weight_g,Ashed_Gonad_Tin_Weight_g,Muscle_Tin_ID,Muscle_Tin_Weight_g,Dry_Muscle_Tin_Weight_g,Dry_Muscle_weight_g,Ashed_Muscle_Tin_Weight_g,Total_Dry_Tissue_g,Whole_Dry_Weight_g,notes
3/28/2023,7.5,NA,7.5_,44.2,222,1.1021,6.8864,5.7843,6.5782,222,1.0972,1.5625,0.4653,1.2312,222,0.3924,0.539,0.1466,0.4152,222,0.3989,0.6917,0.2928,0.4313,0.9047,6.689,Biodeposition
3/28/2023,8,NA,8_,43.5,223,1.0955,6.0134,4.9179,5.8011,223,1.111,1.5005,0.3895,1.2073,223,0.3962,0.5273,0.1311,0.4281,223,0.4023,0.6173,0.215,0.4131,0.7356,5.6535,Biodeposition
3/28/2023,7.5,D,7.5_D,43.1,224,1.1135,6.1861,5.0726,5.952,224,1.1088,1.4884,0.3796,1.2083,224,0.3971,0.5478,0.1507,0.4206,224,0.3979,0.5968,0.1989,0.4222,0.7292,5.8018,Biodeposition
3/28/2023,7.5,E,7.5_E,42.95,225,1.105,5.7661,4.6611,5.5542,225,1.1017,1.4745,0.3728,1.1984,225,0.3985,0.534,0.1355,0.4198,225,0.3971,0.5934,0.1963,0.4261,0.7046,5.3657,Biodeposition
3/28/2023,7.5,F,7.5_F,40.3,226,1.0984,4.8874,3.789,4.8152,226,1.1022,1.4147,0.3125,1.2004,226,0.3966,0.4211,0.0245,0.404,226,0.4006,0.5839,0.1833,0.4308,0.5203,4.3093,Biodeposition
3/28/2023,7.5,C,7.5_C,43.95,227,1.1067,6.2713,5.1646,6.0422,227,1.1024,1.4126,0.3102,1.1961,227,0.3938,0.5088,0.115,0.4156,227,0.3997,0.6866,0.2869,0.4343,0.7121,5.8767,Biodeposition
3/28/2023,7,F,7_F,47,228,1.1083,7.2195,6.1112,6.9789,228,1.1149,1.6215,0.5066,1.2407,228,0.3936,0.7259,0.3323,0.4406,228,0.3984,0.6295,0.2311,0.4263,1.07,7.1812,Biodeposition
3/28/2023,7,B,7_B,41.9,229,1.1083,5.6598,4.5515,5.5751,229,1.1099,1.4823,0.3724,1.2036,229,0.3912,0.5063,0.1151,0.4076,229,0.4029,0.6251,0.2222,0.4282,0.7097,5.2612,Biodeposition
3/23/2023,8,NA,8_,29.8,230,1.1095,2.8321,1.7226,2.807,230,1.0931,1.2256,0.1325,1.1326,230,0.3947,0.4074,0.0127,0.3976,230,0.4011,0.4728,0.0717,0.4101,0.2169,1.9395,Length measurements
3/23/2023,8,NA,8_,29.9,231,1.1036,2.6536,1.55,2.6317,231,1.1059,1.2213,0.1154,1.1502,231,0.3967,0.3982,0.0015,0.397,231,0.3976,0.4364,0.0388,0.4045,0.1557,1.7057,Length measurements
3/23/2023,8,NA,8_,33.2,232,1.1109,3.197,2.0861,3.1682,232,1.1076,1.2818,0.1742,1.1722,232,0.3934,0.3975,0.0041,0.3953,232,0.4014,0.4585,0.0571,0.4093,0.2354,2.3215,Length measurements
3/23/2023,8,NA,8_,46.75,233,1.1095,7.137,6.0275,7.0671,233,1.0996,1.6122,0.5126,1.2305,233,0.3899,0.5375,0.1476,0.4155,233,0.4025,0.7678,0.3653,0.4376,1.0255,7.053,Length measurements
3/23/2023,7.5,A,7.5_A,28.1,234,1.1011,2.3965,1.2954,2.377,234,1.0962,1.2077,0.1115,1.1264,234,0.3401,0.4149,0.0748,NA,234,0.4003,0.4425,0.0422,0.4056,0.2285,1.5239,Length measurements
3/23/2023,7.5,A,7.5_A,19.95,235,1.1064,1.5936,0.4872,1.5876,235,1.0877,1.0957,0.008,1.0946,235,0.4039,0.4039,0,0.4037,235,0.3992,0.3992,0,0.3992,0.008,0.4952,Length measurements
3/23/2023,7.5,A,7.5_A,31.5,236,1.0881,2.9612,1.8731,2.9322,236,1.0661,1.221,0.1549,1.1079,236,0.4033,0.4885,0.0852,0.4169,236,0.3986,0.4921,0.0935,0.4101,0.3336,2.2067,Length measurements
3/23/2023,7.5,A,7.5_A,44.25,237,1.1187,6.3878,5.2691,6.3161,237,1.0866,1.5643,0.4777,1.2167,237,0.395,0.8,0.405,0.4561,237,0.3964,0.6768,0.2804,0.4232,1.1631,6.4322,Length measurements
3/23/2023,8,F,8_F,36.4,238,1.1059,4.0831,2.9772,4.0436,238,1.0897,1.3242,0.2345,1.1638,238,0.3964,0.4396,0.0432,0.4053,238,0.3929,0.5317,0.1388,0.4116,0.4165,3.3937,Length measurements
3/23/2023,8,F,8_F,48.7,239,1.0922,7.3999,6.3077,7.3122,239,1.0871,1.6414,0.5543,1.2315,239,0.4086,0.7797,0.3711,0.4583,239,0.3951,0.6994,0.3043,0.4276,1.2297,7.5374,Length measurements
3/23/2023,8,F,8_F,28.55,240,1.1077,2.6393,1.5316,2.6148,240,1.0899,1.2118,0.1219,1.1286,240,0.4013,0.4092,0.0079,0.4036,240,0.3903,0.4383,0.048,0.3975,0.1778,1.7094,Length measurements
3/23/2023,8,F,8_F,43.95,241,1.0997,6.2403,5.1406,6.1717,241,1.1119,1.5666,0.4547,1.2384,241,0.3978,0.5923,0.1945,0.4262,241,0.3924,0.7661,0.3737,0.4237,1.0229,6.1635,Length measurements
3/23/2023,7.5,E,7.5_E,37.2,242,1.1193,4.4093,3.29,4.3617,242,1.0987,1.3681,0.2694,1.169,242,0.3953,0.4295,0.0342,0.4013,242,0.3998,0.5654,0.1656,0.416,0.4692,3.7592,Length measurements
3/23/2023,7.5,E,7.5_E,36.25,243,1.1029,4.2921,3.1892,4.2512,243,1.0997,1.364,0.2643,1.1701,243,0.3988,0.5523,0.1535,0.4221,243,0.3915,0.5126,0.1211,0.4037,0.5389,3.7281,Length measurements
3/23/2023,7.5,E,7.5_E,43.65,244,1.0942,5.1944,4.1002,5.1335,244,1.0874,1.5444,0.457,1.2375,244,0.3983,0.5595,0.1612,0.4263,244,0.4019,0.5749,0.173,0.4243,0.7912,4.8914,Length measurements
3/23/2023,7.5,E,7.5_E,46.55,245,1.1185,6.8777,5.7592,6.7926,245,1.0848,1.6037,0.5189,1.2255,245,0.4007,0.4983,0.0976,0.4169,245,0.3941,0.7143,0.3202,0.4277,0.9367,6.6959,Length measurements
3/23/2023,8,A,8_A,33.4,246,1.1081,3.4369,2.3288,3.4022,246,1.0932,1.2703,0.1771,1.1409,246,0.4006,0.4146,0.014,0.4042,246,0.3971,0.5169,0.1198,0.411,0.3109,2.6397,Length measurements
3/23/2023,8,A,8_A,35.1,247,1.1274,4.2629,3.1355,4.2208,247,1.1008,1.3254,0.2246,1.1555,247,0.3905,0.5564,0.1659,0.4137,247,0.4019,0.5695,0.1676,0.4179,0.5581,3.6936,Length measurements
3/23/2023,8,A,8_A,33.65,248,1.1073,3.5093,2.402,3.4784,248,1.09,1.2975,0.2075,1.1578,248,0.3982,0.4371,0.0389,0.4055,248,0.3894,0.4889,0.0995,0.4022,0.3459,2.7479,Length measurements
3/23/2023,8,A,8_A,46.35,249,1.0972,7.0473,5.9501,6.9555,249,1.1021,1.5548,0.4527,1.2251,249,0.4028,0.5823,0.1795,0.4274,249,0.396,0.6678,0.2718,0.4236,0.904,6.8541,Length measurements
3/23/2023,7.5,D,7.5_D,23.75,250,1.1024,1.8447,0.7423,1.8329,250,1.0955,1.1515,0.056,1.1078,250,0.3982,0.4021,0.0039,0.3981,250,0.3943,0.4172,0.0229,0.3971,0.0828,0.8251,Length measurements
3/23/2023,8,C,8_C,34.55,251,1.115,4.0585,2.9435,4.0149,251,1.0911,1.3768,0.2857,1.1631,251,0.4001,0.4178,0.0177,0.4039,251,0.3943,0.5542,0.1599,0.4113,0.4633,3.4068,Length measurements
3/23/2023,8,C,8_C,16.55,252,1.095,1.3895,0.2945,1.3848,252,1.0952,1.1142,0.019,1.1015,252,0.3912,0.39,-0.0012,0.39,252,0.3895,0.394,0.0045,0.3909,0.0223,0.3168,Length measurements
3/23/2023,8,C,8_C,20.7,253,1.1171,1.6022,0.4851,1.5947,253,1.1032,1.1391,0.0359,1.1134,253,0.3964,0.3901,-0.0063,0.3902,253,0.3998,0.4158,0.016,0.4028,0.0456,0.5307,Length measurements
3/23/2023,8,C,8_C,49.35,254,1.1107,7.3553,6.2446,7.2621,254,1.1086,1.6862,0.5776,1.2758,254,0.3963,0.5864,0.1901,0.427,254,0.3963,0.7299,0.3336,0.4306,1.1013,7.3459,Length measurements
3/23/2023,8,B,8_B,29.3,255,1.1142,2.5205,1.4063,2.4991,255,1.1146,1.2151,0.1005,1.1343,255,0.4,0.4045,0.0045,0.4002,255,0.3909,0.4468,0.0559,0.3977,0.1609,1.5672,Length measurements
3/23/2023,8,B,8_B,26.8,256,1.1191,2.2197,1.1006,2.2022,256,1.1043,1.1871,0.0828,1.1236,256,0.3928,0.3968,0.004,0.3926,256,0.3924,0.4328,0.0404,0.398,0.1272,1.2278,Length measurements
1/27/2023,7,A,7_A,33.95,257,1.1161,3.1969,2.0808,3.1642,257,1.103,1.3131,0.2101,1.1634,257,0.3932,0.4046,0.0114,0.3966,257,0.3901,0.4569,0.0668,0.4016,0.2883,2.3691,Length measurements
1/27/2023,7,A,7_A,32.6,258,1.1081,3.2074,2.0993,3.1809,258,1.0879,1.3126,0.2247,1.1534,258,0.4017,0.4148,0.0131,0.3986,258,0.3921,0.4548,0.0627,0.4024,0.3005,2.3998,Length measurements
1/27/2023,7,A,7_A,32.9,259,1.1128,3.2336,2.1208,3.2028,259,1.1167,1.3768,0.2601,1.2049,259,0.3964,0.4085,0.0121,0.3999,259,0.4031,0.4756,0.0725,0.4167,0.3447,2.4655,Length measurements
1/27/2023,7,A,7_A,29.55,260,1.1176,2.37,1.2524,2.3541,260,1.0983,1.2465,0.1482,1.1432,260,0.3972,0.4031,0.0059,0.4055,260,0.3992,0.4385,0.0393,0.4064,0.1934,1.4458,Length measurements
1/27/2023,7,A,7_A,26.2,261,1.1094,2.112,1.0026,2.0974,261,1.1018,1.2042,0.1024,1.1312,261,0.4003,0.4087,0.0084,0.4021,261,0.4028,0.4284,0.0256,0.4076,0.1364,1.139,Length measurements
1/27/2023,7,C,7_C,30.4,262,1.1177,2.7411,1.6234,2.7172,262,1.1092,1.2912,0.182,1.1719,262,0.3942,0.4019,0.0077,0.3967,262,0.3966,0.4513,0.0547,0.4073,0.2444,1.8678,Length measurements
1/27/2023,7,C,7_C,30.85,263,1.1045,2.6382,1.5337,2.6134,263,1.1189,1.2978,0.1789,1.1787,263,0.3979,0.4065,0.0086,0.4009,263,0.4022,0.4555,0.0533,0.4119,0.2408,1.7745,Length measurements
1/27/2023,7,C,7_C,29.3,264,1.1015,2.5037,1.4022,2.4814,264,1.1197,1.2648,0.1451,1.1669,264,0.3987,0.408,0.0093,0.4013,264,0.3959,0.445,0.0491,0.4065,0.2035,1.6057,Length measurements
1/27/2023,7,C,7_C,29,265,1.0935,2.4887,1.3952,2.4672,265,1.1113,1.2611,0.1498,1.1581,265,0.4,0.4066,0.0066,0.4019,265,0.3967,0.4418,0.0451,0.406,0.2015,1.5967,Length measurements
1/27/2023,7,C,7_C,27.1,266,1.1131,2.1722,1.0591,2.1555,266,1.0887,1.2077,0.119,1.1229,266,0.396,0.4056,0.0096,0.3985,266,0.3996,0.4273,0.0277,0.4048,0.1563,1.2154,Length measurements
1/27/2023,8,A,8_A,35.45,267,1.1048,3.7582,2.6534,3.719,267,1.0988,1.3817,0.2829,1.1939,267,0.3972,0.4108,0.0136,0.4018,267,0.3918,0.4784,0.0866,0.4078,0.3831,3.0365,Length measurements
1/27/2023,8,A,8_A,28.55,268,1.1024,2.41,1.3076,2.3925,268,1.099,1.2241,0.1251,1.1367,268,0.3914,0.3967,0.0053,0.3932,268,0.4005,0.4312,0.0307,0.4069,0.1611,1.4687,Length measurements
1/27/2023,8,A,8_A,30.85,269,1.1054,2.9624,1.857,2.9327,269,1.0973,1.2667,0.1694,1.1497,269,0.3991,0.4066,0.0075,0.4012,269,0.4012,0.4429,0.0417,0.4089,0.2186,2.0756,Length measurements
1/27/2023,8,A,8_A,27.15,270,1.1143,2.4256,1.3113,2.4047,270,1.1158,1.2421,0.1263,1.1525,270,0.4008,0.4035,0.0027,0.4012,270,0.4013,0.4419,0.0406,0.409,0.1696,1.4809,Length measurements
1/27/2023,8,A,8_A,27.05,271,1.115,2.214,1.099,2.1966,271,1.1138,1.2283,0.1145,1.1487,271,0.3917,0.4014,0.0097,0.398,271,0.4035,0.4315,0.028,0.4093,0.1522,1.2512,Length measurements
1/27/2023,7.5,D,7.5_D,29.65,272,1.1069,2.6304,1.5235,2.609,272,1.0904,1.2367,0.1463,1.1304,272,0.3959,0.3956,-0.0003,0.3916,272,0.3993,0.4398,0.0405,0.4074,0.1865,1.71,Length measurements
1/27/2023,7.5,D,7.5_D,31.25,273,1.1012,3.2924,2.1912,3.2701,273,1.0898,1.2889,0.1991,1.1496,273,0.3963,0.407,0.0107,0.3993,273,0.3948,0.4393,0.0445,0.4071,0.2543,2.4455,Length measurements
1/27/2023,7.5,D,7.5_D,29.25,274,1.0969,2.3934,1.2965,2.375,274,1.1108,1.2404,0.1296,1.1488,274,0.4008,0.4045,0.0037,0.4018,274,0.4012,0.4472,0.046,0.4096,0.1793,1.4758,Length measurements
1/27/2023,7.5,D,7.5_D,29,275,1.0943,2.6048,1.5105,2.5814,275,1.1106,1.2607,0.1501,1.1529,275,0.3946,0.4021,0.0075,0.3964,275,0.4,0.4477,0.0477,0.4085,0.2053,1.7158,Length measurements
1/27/2023,7.5,D,7.5_D,29.9,276,1.0976,2.6158,1.5182,2.5943,276,1.0921,1.2524,0.1603,1.1446,276,0.3897,0.3974,0.0077,0.3921,276,0.3935,0.4409,0.0474,0.4048,0.2154,1.7336,Length measurements
1/27/2023,7,B,7_B,39.15,277,1.1058,4.1051,2.9993,4.0618,277,1.1104,1.4303,0.3199,1.2173,277,0.4015,0.4225,0.021,0.4091,277,0.3925,0.5098,0.1173,0.419,0.4582,3.4575,Length measurements
1/27/2023,7,B,7_B,31.2,278,1.0912,2.6298,1.5386,2.6104,278,1.1038,1.2693,0.1655,1.159,278,0.4033,0.4112,0.0079,0.4061,278,0.396,0.4478,0.0518,0.4068,0.2252,1.7638,Length measurements
1/27/2023,7,B,7_B,32.4,279,1.0981,2.8844,1.7863,2.8562,279,1.0936,1.2924,0.1988,1.1489,279,0.4031,0.4173,0.0142,0.4075,279,0.4039,0.4598,0.0559,0.4153,0.2689,2.0552,Length measurements
1/27/2023,7,B,7_B,29.45,280,1.1102,2.4355,1.3253,2.4165,280,1.0978,1.255,0.1572,1.1505,280,0.3981,0.4054,0.0073,0.4008,280,0.3994,0.4412,0.0418,0.4083,0.2063,1.5316,Length measurements
1/27/2023,7,B,7_B,28.4,281,1.1193,2.3998,1.2805,2.3805,281,1.097,1.2276,0.1306,1.1327,281,0.396,0.4023,0.0063,0.3975,281,0.3919,0.4357,0.0438,0.4006,0.1807,1.4612,Length measurements
1/27/2023,8,C,8_C,31.9,282,1.0955,3.059,1.9635,3.0297,282,1.1024,1.2783,0.1759,1.153,282,0.4009,0.4133,0.0124,0.405,282,0.3962,0.4534,0.0572,0.4074,0.2455,2.209,Length measurements
1/27/2023,8,C,8_C,32.15,283,1.0936,3.3117,2.2181,3.2828,283,1.1129,1.3147,0.2018,1.1874,283,0.402,0.4215,0.0195,0.4094,283,0.3887,0.4414,0.0527,0.4001,0.274,2.4921,Length measurements
1/27/2023,8,C,8_C,30.45,284,1.1183,2.4772,1.3589,2.4604,284,1.1066,1.2578,0.1512,1.1561,284,0.3925,0.4033,0.0108,0.3963,284,0.3992,0.4371,0.0379,0.4071,0.1999,1.5588,Length measurements
1/27/2023,8,C,8_C,32.05,285,1.1179,3.0827,1.9648,3.0542,285,1.0955,1.2789,0.1834,1.1531,285,0.3951,0.4071,0.012,0.3988,285,0.3925,0.4301,0.0376,0.4002,0.233,2.1978,Length measurements
1/27/2023,8,C,8_C,29.3,286,1.1057,2.507,1.4013,2.4858,286,1.0965,1.254,0.1575,1.1522,286,0.3961,0.4039,0.0078,0.3991,286,0.3965,0.4268,0.0303,0.3983,0.1956,1.5969,Length measurements
1/27/2023,7.5,A,7.5_A,29.95,287,1.1262,2.59,1.4638,2.5677,287,1.1074,1.2595,0.1521,1.1531,287,0.4023,0.4113,0.009,0.4051,287,0.399,0.4426,0.0436,0.4079,0.2047,1.6685,Length measurements
1/27/2023,7.5,A,7.5_A,26.85,288,1.1031,2.0987,0.9956,2.0833,288,1.0901,1.1884,0.0983,1.1171,288,0.3933,0.4044,0.0111,0.3963,288,0.4043,0.4393,0.035,0.4109,0.1444,1.14,Length measurements
1/27/2023,7.5,A,7.5_A,28.85,289,1.0948,2.6193,1.5245,2.5957,289,1.0919,1.2453,0.1534,1.1381,289,0.3987,0.4059,0.0072,0.4006,289,0.3968,0.4384,0.0416,0.4048,0.2022,1.7267,Length measurements
1/27/2023,7.5,A,7.5_A,30.15,290,1.0883,2.5603,1.472,2.5391,290,1.1172,1.2848,0.1676,1.1659,290,0.3942,0.3986,0.0044,0.3956,290,0.3986,0.4452,0.0466,0.4069,0.2186,1.6906,Length measurements
1/27/2023,7.5,A,7.5_A,26.65,291,1.1125,2.1788,1.0663,2.1649,291,1.1041,1.2049,0.1008,1.1345,291,0.3961,0.4007,0.0046,0.3972,291,0.3939,0.4345,0.0406,0.4021,0.146,1.2123,Length measurements
1/27/2023,7.5,C,7.5_C,31,292,1.0848,2.652,1.5672,NA,292,1.1044,1.2627,0.1583,NA,292,0.3945,0.4049,0.0104,NA,292,0.3933,0.4677,0.0744,NA,0.2431,1.8103,Length measurements
1/27/2023,7.5,C,7.5_C,29.65,293,1.098,2.6374,1.5394,NA,293,1.1021,1.2607,0.1586,NA,293,0.3931,0.4019,0.0088,NA,293,0.3999,0.4443,0.0444,NA,0.2118,1.7512,Length measurements
1/27/2023,7.5,C,7.5_C,29.65,294,1.0921,2.5632,1.4711,NA,294,1.1019,1.2633,0.1614,NA,294,0.3987,0.4064,0.0077,NA,294,0.3953,0.4361,0.0408,NA,0.2099,1.681,Length measurements
1/27/2023,7.5,C,7.5_C,28.8,295,1.1055,2.635,1.5295,NA,295,1.113,1.2823,0.1693,NA,295,0.3966,0.4063,0.0097,NA,295,0.4008,0.4457,0.0449,NA,0.2239,1.7534,Length measurements
1/27/2023,7.5,C,7.5_C,27.15,296,1.1103,2.2971,1.1868,NA,296,1.1074,1.2282,0.1208,NA,296,0.3977,0.4029,0.0052,NA,296,0.3937,0.4321,0.0384,NA,0.1644,1.3512,Length measurements
1/27/2023,8,D,8_D,26.7,297,1.0982,2.2417,1.1435,NA,297,1.1021,1.2253,0.1232,NA,297,0.3957,0.4018,0.0061,NA,297,0.3977,0.4283,0.0306,NA,0.1599,1.3034,Length measurements
1/27/2023,8,D,8_D,27.35,298,1.0982,2.4165,1.3183,NA,298,1.0995,1.234,0.1345,NA,298,0.3886,0.3938,0.0052,NA,298,0.3896,0.4208,0.0312,NA,0.1709,1.4892,Length measurements
1/27/2023,8,D,8_D,26.75,299,1.0903,2.3315,1.2412,NA,299,1.0983,1.2017,0.1034,NA,299,0.3959,0.4022,0.0063,NA,299,0.4027,0.4391,0.0364,NA,0.1461,1.3873,Length measurements
1/27/2023,8,D,8_D,25.55,300,1.0992,2.1357,1.0365,NA,300,1.0908,1.1836,0.0928,NA,300,0.4005,0.4051,0.0046,NA,300,0.3945,0.429,0.0345,NA,0.1319,1.1684,Length measurements
1/27/2023,8,D,8_D,26.35,301,1.0925,2.078,0.9855,NA,301,1.0995,1.1934,0.0939,NA,301,0.3922,0.3977,0.0055,NA,301,0.3882,0.4187,0.0305,NA,0.1299,1.1154,Length measurements
