"","Date","Metric","model","DF.num","DF.denom","F_val","P_val","SigDif","ShapiroWilk","ResidNorm","Levenes","HomogVar"
"1","20220302","SE","one-way AOV; x ~ treatment",1,14,1.5965081837921,0.227034744048691,"NO",0.0618909604484498,"YES",0.705705330144194,"YES"
"2","20220302","OIR","one-way AOV; x ~ treatment",1,14,1.21258827446567,0.289392901076315,"NO",0.0860391475184193,"YES",0.528829125658375,"YES"
"3","20220302","FR_correct","one-way AOV; x ~ treatment",1,14,5.25367654583839,0.0379144453795108,"YES",0.269098364050669,"YES",0.708821654953245,"YES"
"4","20220302","CR_correct","one-way AOV; x ~ treatment",1,14,2.3932538533814,0.144162058279506,"NO",0.281637446683973,"YES",0.996528214125134,"YES"
"5","20220302","RR_Percent","one-way AOV; x ~ treatment",1,14,0.161991935677826,0.693407394978417,"NO",0.255596152628241,"YES",0.412523847035771,"YES"
"6","20220302","AR","one-way AOV; x ~ treatment",1,14,0.310245555150465,0.586324477970675,"NO",0.897147075770297,"YES",0.423399734493402,"YES"
"7","20220302","AE","one-way AOV; x ~ treatment",1,14,0.164666970875453,0.691029554053632,"NO",0.058779350209221,"YES",0.652668727564554,"YES"
"8","20220923","SE","one-way AOV; x ~ treatment",1,12,5.00039840341018,0.0451081296566515,"YES",0.993996022198884,"YES",0.478211438947166,"YES"
"9","20220923","OIR","one-way AOV; x ~ treatment",1,12,0.0124847873017087,0.912880490508039,"NO",0.389656455963309,"YES",0.47674662333071,"YES"
"10","20220923","FR_correct","one-way AOV; x ~ treatment",1,12,0.34605486904605,0.567261960237428,"NO",0.457788456461413,"YES",0.385981821895124,"YES"
"11","20220923","CR_correct","one-way AOV; x ~ treatment",1,12,0.00143067152807723,0.97044979868293,"NO",0.382356512666088,"YES",0.542264585744543,"YES"
"12","20220923","RR_Percent","one-way AOV; x ~ treatment",1,12,4.61895032406564,0.0527209275065038,"NO",0.9241548908091,"YES",0.640356518205266,"YES"
"13","20220923","AR","one-way AOV; x ~ treatment",1,12,0.0760200659151942,0.787455696487636,"NO",0.373597269758876,"YES",0.700864717384126,"YES"
"14","20220923","AE","one-way AOV; x ~ treatment",1,12,8.32927656731767,0.0136761188456689,"YES",0.475223320597898,"YES",0.772322550192859,"YES"
"15","20221027","SE","one-way AOV; x ~ treatment",1,11,0.985515363028238,0.342176575083344,"NO",0.000313027041679928,"NO",0.455989761787505,"YES"
"16","20221027","OIR","one-way AOV; x ~ treatment",1,11,0.190825648559887,0.670681635667418,"NO",0.0743533828452693,"YES",0.794251243466783,"YES"
"17","20221027","FR_correct","one-way AOV; x ~ treatment",1,11,0.174153186836679,0.684475599386331,"NO",0.205853909210195,"YES",0.722868782817885,"YES"
"18","20221027","CR_correct","one-way AOV; x ~ treatment",1,11,0.0861628775410044,0.774577221695539,"NO",0.176657299531975,"YES",0.644813986892141,"YES"
"19","20221027","RR_Percent","one-way AOV; x ~ treatment",1,11,0.420296097618102,0.530089739952797,"NO",0.19122571306247,"YES",0.897293530564888,"YES"
"20","20221027","AR","one-way AOV; x ~ treatment",1,11,0.390118120696724,0.544974570293847,"NO",0.261192054797211,"YES",0.932423494301818,"YES"
"21","20221027","AE","one-way AOV; x ~ treatment",1,11,1.35578380994251,0.268901603956143,"NO",0.036038658816065,"NO",0.889422744451305,"YES"
