"Date" "Channel" "start_min" "end_min" "O2_start_mgL" "O2_end_mgL" "Rate_mgO2_hour" "Filename"
"9/14/2021" "CH1" 0 21.3 7.73283853356592 7.49194248940503 0.678580406087017 "Run_1_raw.txt"
"9/14/2021" "CH2" 0 21.3 7.1913888042137 6.1613505464223 2.9015162191307 "Run_1_raw.txt"
"9/14/2021" "CH3" 0 21.3 7.34997240695284 6.9799440005615 1.04233353913052 "Run_1_raw.txt"
"9/14/2021" "CH4" 0 21.3 7.32354180649632 6.51703091256581 2.27186167304369 "Run_1_raw.txt"
"9/14/2021" "CH5" 0 18.75 7.59917521125721 7.51535244980938 0.268232836633067 "Run_1_raw.txt"
"9/14/2021" "CH6" 0 21.3 7.55160013043547 7.06980804211369 1.35716081217403 "Run_1_raw.txt"
"9/14/2021" "CH7" 0 21.3 7.92540433689202 6.75188567662235 3.30568636695682 "Run_1_raw.txt"
"9/14/2021" "CH8" 0 21.3 7.55839657055286 7.23065712489196 0.923209706087043 "Run_1_raw.txt"
"9/14/2021" "CH1" 0 86.15 7.58288842388119 6.27460001292401 0.911170106296353 "Run_1_restart_raw.txt"
"9/14/2021" "CH2" 0 86.15 7.61948390390796 6.51552025643361 0.768866150301352 "Run_1_restart_raw.txt"
"9/14/2021" "CH3" 0 86.15 7.61338465723684 7.04691712265573 0.394521788448828 "Run_1_restart_raw.txt"
"9/14/2021" "CH4" 0 86.15 7.63930645558913 7.50741024632597 0.0918603895042358 "Run_1_restart_raw.txt"
"9/14/2021" "CH5" 0 86.15 7.6164342805724 6.94094271174486 0.470452630640192 "Run_1_restart_raw.txt"
"9/14/2021" "CH6" 0 86.15 7.62177112140964 7.15136672189881 0.327617689734761 "Run_1_restart_raw.txt"
"9/14/2021" "CH7" 0 86.15 7.68047637061925 7.31985841118875 0.251155862632968 "Run_1_restart_raw.txt"
"9/14/2021" "CH8" 0 86.15 7.64464329642637 7.6591290072703 -0.0100887132981533 "Run_1_restart_raw.txt"
"9/14/2021" "CH1" 0 78.9833333333333 7.65797864760072 6.85819974626725 0.607555189871388 "Run_2_raw.txt"
"9/14/2021" "CH2" 0 79.0333333333333 7.59904757066036 5.70253836730691 1.43977923493724 "Run_2_raw.txt"
"9/14/2021" "CH3" 0 79.05 7.66104000224697 6.53981886305698 0.85102173752561 "Run_2_raw.txt"
"9/14/2021" "CH4" 0 88.3166666666667 7.64879458366196 7.3594965695911 0.196541394726385 "Run_2_raw.txt"
"9/14/2021" "CH5" 0 79.3333333333333 7.65338661563134 6.46098898091598 0.901813337179686 "Run_2_raw.txt"
"9/14/2021" "CH6" 0 79.35 7.63654916507695 6.18164036944544 1.10012007231117 "Run_2_raw.txt"
"9/14/2021" "CH7" 0 79.3666666666667 7.62889577846132 6.09974913265818 1.1560117439923 "Run_2_raw.txt"
"9/14/2021" "CH8" 0 88.3166666666667 7.66104000224697 7.41230493723896 0.168984003402315 "Run_2_raw.txt"
"9/14/2021" "CH1" 0 87.6 7.5760847857574 6.66035336231175 0.627213303729899 "Run_3_raw.txt"
"9/14/2021" "CH2" 0 87.6 7.64670279997115 6.05319195749573 1.09144578251741 "Run_3_raw.txt"
"9/14/2021" "CH3" 0 87.6 7.67587111018987 7.05796348581959 0.42322440025362 "Run_3_raw.txt"
"9/14/2021" "CH4" 0 87.6 7.69889872352044 7.15237670047492 0.374330152770902 "Run_3_raw.txt"
"9/14/2021" "CH5" 0 87.6 7.68201180707802 6.43698551300523 0.852757735666299 "Run_3_raw.txt"
"9/14/2021" "CH6" 0 87.6 7.67587111018987 6.54368012143687 0.775473279967812 "Run_3_raw.txt"
"9/14/2021" "CH7" 0 87.6 7.63902692886096 6.58743258676495 0.720270097326036 "Run_3_raw.txt"
"9/14/2021" "CH8" 0 87.6 7.68354698130006 7.32968932312031 0.242368259027228 "Run_3_raw.txt"
"9/14/2021" "CH1" 0 77.6333333333333 7.67728041355005 6.63700891751402 0.803988275167392 "Run_4_raw.txt"
