"","Date","Run","Channel","Filename","pH","Lpc","Leq","Lz","filetype"
"30","4/12/2023","1","D2","SDR_979_resp_Plate3.csv",7.5,-0.006558652,-0.006580799,-0.006610332,"SDR_data"
"31","4/12/2023","1","A6","SDR_979_resp_Plate3.csv",8,-0.015625027,-0.015625027,-0.015877758,"SDR_data"
"32","4/12/2023","1","B6","SDR_799_resp_Plate1.csv",8,-0.021914207,-0.021835412,-0.021710387,"SDR_data"
"33","4/12/2023","1","C6","SDR_873_resp_Plate2.csv",8,-0.039808436,-0.039808436,-0.03627631,"SDR_data"
"34","4/12/2023","1","D4","SDR_873_resp_Plate2.csv",8,-0.006906691,-0.007098455,-0.006847321,"SDR_data"
"35","4/12/2023","1","D4","SDR_979_resp_Plate3.csv",8,-0.006325414,-0.006325414,-0.00634594,"SDR_data"
"36","4/12/2023","1","D6","SDR_799_resp_Plate1.csv",8,-0.018466071,-0.018466071,-0.019012453,"SDR_data"
"37","4/21/2023","1","B1","SDR_873_resp_Plate2.csv",7,-0.00230779673611709,-0.00230779673611709,-0.00330761167553625,"SDR_data"
"38","4/21/2023","1","C2","SDR_979_resp_Plate3.csv",7,-0.00540627177700352,-0.00481868131868144,-0.00481868131868144,"SDR_data"
"39","4/21/2023","1","C5","SDR_979_resp_Plate3.csv",7,-0.0041018711018711,-0.00491071233176491,-0.00491071233176491,"SDR_data"
"40","4/21/2023","1","D4","SDR_799_resp_Plate1.csv",7,-8.0371057513886e-05,-0.000610841537740287,-0.000610841537740287,"SDR_data"
"41","4/21/2023","1","D5","SDR_873_resp_Plate2.csv",7,-0.00304253974244063,-0.00301682475158086,-0.00352586869290538,"SDR_data"
"42","4/21/2023","1","D6","SDR_799_resp_Plate1.csv",7,-0.00033483598376468,-0.000173803417259669,0.000262206975414554,"SDR_data"
"43","4/21/2023","1","A4","SDR_873_resp_Plate2.csv",7.5,-0.00162439832715225,-0.00162439832715225,-0.00146150877869955,"SDR_data"
"44","4/21/2023","1","A6","SDR_979_resp_Plate3.csv",7.5,-0.00248561704886144,-0.00235164835164825,-0.00235164835164825,"SDR_data"
"45","4/21/2023","1","B3","SDR_873_resp_Plate2.csv",7.5,-0.00280245344552423,-0.00280232939632549,-0.00230922906172624,"SDR_data"
"46","4/21/2023","1","B4","SDR_799_resp_Plate1.csv",7.5,-0.000256474953617848,-0.000285348922177514,-0.000285348922177514,"SDR_data"
"47","4/21/2023","1","C3","SDR_979_resp_Plate3.csv",7.5,-0.00425949848024313,-0.00426136854741899,-0.00408820512820525,"SDR_data"
"48","4/21/2023","1","C5","SDR_799_resp_Plate1.csv",7.5,-0.00021564689605926,-8.29389756381107e-05,0.000207814021421619,"SDR_data"
"49","4/21/2023","1","B4","SDR_979_resp_Plate3.csv",8,-0.00310997067448666,-0.0028168289747237,-0.00291243315508027,"SDR_data"
"50","4/21/2023","1","B6","SDR_799_resp_Plate1.csv",8,-0.000446558158822304,-0.000446558158822304,-0.000692993848257088,"SDR_data"
"51","4/21/2023","1","C6","SDR_799_resp_Plate1.csv",8,0.000109234283706031,-1.20760413222317e-06,-1.20760413222317e-06,"SDR_data"
"52","4/21/2023","1","C6","SDR_873_resp_Plate2.csv",8,-0.00375246924692471,-0.00375246924692471,-0.00552975326560234,"SDR_data"
"53","4/21/2023","1","D3","SDR_979_resp_Plate3.csv",8,-0.00348657863145256,-0.00338362369337984,-0.00385384615384611,"SDR_data"
"54","4/21/2023","1","D4","SDR_873_resp_Plate2.csv",8,-0.00271495141422536,-0.00254913420620152,-0.00232799422799418,"SDR_data"
"55","4/7/2023","1","C2","SDR_873_resp_Plate2.csv",7,-0.007617767,-0.007465354,-0.008156448,"SDR_data"
"56","4/7/2023","1","C5","SDR_799_resp_Plate1.csv",7,-0.001971387,-0.001817172,-0.00228676,"SDR_data"
"57","4/7/2023","1","C5","SDR_979_resp_Plate3.csv",7,-0.018175476,-0.018175476,-0.018175476,"SDR_data"
"58","4/7/2023","1","C6","SDR_979_resp_Plate3.csv",7,-0.00705547,-0.00705547,-0.00705547,"SDR_data"
"59","4/7/2023","1","D2","SDR_873_resp_Plate2.csv",7,-0.008142617,-0.008863978,-0.008587515,"SDR_data"
"60","4/7/2023","1","D6","SDR_799_resp_Plate1.csv",7,-0.001547092,-0.00139382,-0.001379392,"SDR_data"
"61","4/7/2023","1","A2","SDR_799_resp_Plate1.csv",7.5,-0.002766923,-0.002766923,-0.003031712,"SDR_data"
"62","4/7/2023","1","B6","SDR_979_resp_Plate3.csv",7.5,-0.017161177,-0.017161177,-0.017161177,"SDR_data"
"63","4/7/2023","1","C5","SDR_873_resp_Plate2.csv",7.5,-0.008578961,-0.008226704,-0.008541975,"SDR_data"
"64","4/7/2023","1","D3","SDR_979_resp_Plate3.csv",7.5,-0.013187088,-0.013187088,-0.01386941,"SDR_data"
"65","4/7/2023","1","D4","SDR_873_resp_Plate2.csv",7.5,-0.008584465,-0.008568912,-0.008502171,"SDR_data"
"66","4/7/2023","1","B6","SDR_799_resp_Plate1.csv",8,-0.001099654,-0.001158752,-0.00114137,"SDR_data"
"67","4/7/2023","1","C3","SDR_799_resp_Plate1.csv",8,-0.003055097,-0.003057659,-0.002730109,"SDR_data"
"68","4/7/2023","1","C3","SDR_979_resp_Plate3.csv",8,-0.013817073,-0.013361654,-0.013361654,"SDR_data"
"69","4/7/2023","1","D3","SDR_873_resp_Plate2.csv",8,-0.012497368,-0.012792237,-0.01212196,"SDR_data"
"70","4/7/2023","1","D6","SDR_873_resp_Plate2.csv",8,-0.007666156,-0.007599038,-0.008696864,"SDR_data"
"71","4/7/2023","1","D6","SDR_979_resp_Plate3.csv",8,-0.00862069,-0.00862069,-0.005715415,"SDR_data"
