"","Age_DPF","Metric","model","ShapiroWilk","ResidNorm","Variance","HomogVar","DF.num","DF.denom","Tstat","P_val","SigDif","NA"
"1",190,"RR_mghr","Welchs T test, equal variance","0.284476709525811; 0.640414173242702","YES",0.73078063450405,"YES","12","NA",0.216466535410321,0.416130168876317,"NO",NA
"2",213,"RR_mghr","Welchs T test, equal variance","0.593006868847861; 0.278696246203612","YES",0.24905945018422,"YES","11","NA",0.470438279238374,0.323615939994678,"NO",NA
"3",245,"RR_mghr","Welchs T test, equal variance","0.253060327024359; 0.966331694221752","YES",0.179670692097407,"YES","12","NA",1.575153378188,0.0706019826386711,"NO",NA
"4",190,"ORR_mghr","Welchs T test, equal variance","0.949156298682963; 0.167751136370813","YES",0.750455723812539,"YES","12","NA",1.21058875636021,0.124678897846752,"NO",NA
"5",213,"ORR_mghr","Welchs T test, equal variance","0.360386464147775; 0.25268284506399","YES",0.346372625783096,"YES","11","NA",-1.02683479395622,0.836725455110648,"NO",NA
"6",245,"ORR_mghr","Welchs T test, equal variance","0.562166767969049; 0.567694050199073","YES",0.223738598862836,"YES","12","NA",1.6504853064782,0.0623765309716188,"NO",NA
"7",190,"IRR_mghr","Welchs T test, equal variance","0.0539980237770632; 0.0734791107368173","YES",0.704768069827669,"YES","12","NA",-0.784462321710083,0.776010817759269,"NO",NA
"8",213,"IRR_mghr","Welchs T test, equal variance","0.619618518474493; 0.249399377703668","YES",0.247560643939129,"YES","11","NA",1.16073183300275,0.135160890672135,"NO",NA
"9",245,"IRR_mghr","Welchs T test, equal variance","0.233995014673961; 0.980190123805186","YES",0.153032267699733,"YES","12","NA",1.55174672672387,0.0733426835808092,"NO",NA
"10",190,"ER_mghr","Welchs T test, equal variance","0.43705364401158; 0.86504112531665","YES",0.287526706208559,"YES","12","NA",-0.228442496159748,0.588425614801997,"NO",NA
"11",213,"ER_mghr","Wilcoxon rank sum exact test","0.00375828022718047; 0.191382092693628","NO",0.858350054933366,"YES","NA","NA",20,0.945221445221445,"NO",NA
"12",245,"ER_mghr","Welchs T test, equal variance","0.549533745956899; 0.419610926714493","YES",0.440334570732543,"YES","12","NA",-0.878688372750322,0.801588049069378,"NO",NA
"13",190,"OER_mghr","Welchs T test, equal variance","0.28066017304328; 0.867976211277063","YES",0.783074161232493,"YES","12","NA",1.71630299127137,0.055892012476708,"NO",NA
"14",213,"OER_mghr","Welchs T test, equal variance","0.587963004262296; 0.602252309854802","YES",0.958848690624592,"YES","11","NA",1.13466922465305,0.140317422362795,"NO",NA
"15",245,"OER_mghr","Welchs T test, equal variance","0.641806848365009; 0.959704342025041","YES",0.454244711959071,"YES","12","NA",-1.75570034170894,0.947696347980696,"NO",NA
"16",190,"IER_mghr","Welchs T test, equal variance","0.407455171747344; 0.842057855849447","YES",0.263270824902665,"YES","12","NA",-0.519942550244184,0.693719579370704,"NO",NA
"17",213,"IER_mghr","Wilcoxon rank sum exact test","0.00116388708609661; 0.119156145266034","NO",0.768237413979163,"YES","NA","NA",20,0.945221445221445,"NO",NA
"18",245,"IER_mghr","Welchs T test, equal variance","0.558106293937375; 0.292549527624461","YES",0.456250371725005,"YES","12","NA",-0.729548944578481,0.760167534542631,"NO",NA
"19",190,"IER_correct","Welchs T test, equal variance","0.590702486185326; 0.902258994232191","YES",0.507821755274462,"YES","12","NA",1.82677719895982,0.0463486785905703,"YES",NA
"20",213,"IER_correct","Wilcoxon rank sum exact test","0.00972786078559747; 0.0954355566138672","NO",0.549654240427212,"YES","NA","NA",32,0.137529137529138,"NO",NA
"21",245,"IER_correct","Welchs T test, equal variance","0.638447229493631; 0.20401644846317","YES",0.827770749214521,"YES","12","NA",-0.131322524162714,0.551151907607555,"NO",NA
"22",190,"IRR_correct","Welchs T test, equal variance","0.247772995530307; 0.448939031282229","YES",0.0929506158511333,"YES","12","NA",2.0966860244617,0.0289422513907363,"YES",NA
"23",213,"IRR_correct","Welchs T test, equal variance","0.300130636316384; 0.125573927591356","YES",0.0767806944848768,"YES","11","NA",1.80714629678296,0.0490689984918428,"YES",NA
"24",245,"IRR_correct","Welchs T test, equal variance","0.380273555283775; 0.943242874724084","YES",0.103354185980912,"YES","12","NA",1.73884356432229,0.0538130094809636,"NO",NA
"25",190,"OER_correct","Welchs T test, non-equal variance","0.501221236137862; 0.785422497788224","YES",0.0254595559458752,"NO","7.81329414440722","NA",5.57069708285287,0.000286916089286553,"YES",NA
"26",213,"OER_correct","Welchs T test, equal variance","0.671252525744103; 0.797311344413197","YES",0.470819034645392,"YES","11","NA",3.18113343554535,0.00437174890491597,"YES",NA
"27",245,"OER_correct","Welchs T test, equal variance","0.419661737994946; 0.747051196732892","YES",0.815777420488963,"YES","12","NA",-1.00628123842059,0.832929585465858,"NO",NA
"28",190,"ORR_correct","Welchs T test, equal variance","0.404704840338479; 0.197046978634588","YES",0.292201379745292,"YES","12","NA",2.95256202171857,0.00604327394738748,"YES",NA
"29",213,"ORR_correct","Welchs T test, equal variance","0.635976861586824; 0.0989187469566043","YES",0.0627516114742802,"YES","11","NA",0.381858419924065,0.354920117963432,"NO",NA
"30",245,"ORR_correct","Welchs T test, equal variance","0.543851784716744; 0.485057825209118","YES",0.21506812194042,"YES","12","NA",1.86980515441942,0.0430486474611002,"YES",NA
"31",190,"CR","Wilcoxon rank sum exact test","0.0348898348022178; 0.680186173434683","NO",0.760950174934098,"YES","NA","NA",38,0.0973193473193473,"NO",NA
"32",213,"CR","Welchs T test, equal variance","0.346583858699698; 0.500185583308344","YES",0.278781425736703,"YES","11","NA",2.8360819680227,0.00809749370673775,"YES",NA
"33",245,"CR","Welchs T test, equal variance","0.679920189187943; 0.409588781843249","YES",0.106307857142639,"YES","12","NA",2.06444846631002,0.0306434757879011,"YES",NA
"34",190,"FR","Wilcoxon rank sum exact test","0.0348898348022185; 0.680186173434677","NO",0.535464628032949,"YES","NA","NA",32,0.382867132867133,"NO",NA
"35",213,"FR","Welchs T test, equal variance","0.346583858699698; 0.500185583308341","YES",0.41579418496739,"YES","11","NA",1.82990821508123,0.0472352627286455,"YES",NA
"36",245,"FR","Welchs T test, equal variance","0.679920189187945; 0.409588781843253","YES",0.179859224998381,"YES","12","NA",1.36450563413743,0.0987251034000206,"NO",NA
"37",190,"RR_correct","Welchs T test, equal variance","0.579851969232728; 0.985465174635056","YES",0.0874972154332829,"YES","12","NA",2.69626141450942,0.00972168475003462,"YES",NA
"38",213,"RR_correct","Welchs T test, equal variance","0.50334905529828; 0.0852427209209306","YES",0.0514936711867332,"YES","11","NA",1.37798370680429,0.097796479266593,"NO",NA
"39",245,"RR_correct","Welchs T test, equal variance","0.423085048005912; 0.920508317136418","YES",0.121675850095684,"YES","12","NA",1.76675069248143,0.0513348778021855,"NO",NA
"40",190,"SE","Wilcoxon rank sum exact test","0.0543172105411732; 0.000570867804973683","NO",0.437850165809093,"YES","NA","NA",11,0.0973193473193473,"NO",NA
"41",213,"SE","Welchs T test, equal variance","0.93565929740872; 0.597609686074764","YES",0.582367328824456,"YES","11","NA",4.45060386472927,0.000488859603009202,"YES",NA
"42",245,"SE","Wilcoxon rank sum exact test","0.103538815807458; 9.11285175063803e-05","NO",0.5334381956474,"YES","NA","NA",38,0.0973193473193473,"NO",NA
"43",190,"IFR","Welchs T test, equal variance","0.907982000481416; 0.882078278841741","YES",0.390058716158217,"YES","12","NA",3.03962584443094,0.00514051101998786,"YES",NA
"44",213,"IFR","Welchs T test, non-equal variance","0.489495629867586; 0.784951939019518","YES",0.0311570447286705,"NO","7.757509868157","NA",2.84605450327974,0.0111506952256783,"YES",NA
"45",245,"IFR","Welchs T test, equal variance","0.857514973896657; 0.968245330641089","YES",0.0829084811323084,"YES","12","NA",1.67430480907633,0.0599568495782453,"NO",NA
"46",190,"CR_correct","Welchs T test, equal variance","0.907982000481419; 0.882078278841739","YES",0.154526419830138,"YES","12","NA",5.37132299105188,8.38494162996844e-05,"YES",NA
"47",213,"CR_correct","Welchs T test, non-equal variance","0.489495629867582; 0.78495193901954","YES",0.0187177547146841,"NO","7.19341839479366","NA",3.66269792541024,0.00383377390472751,"YES",NA
"48",245,"CR_correct","Welchs T test, non-equal variance","0.857514973896652; 0.968245330641084","YES",0.0438613478501485,"NO","7.07243683292021","NA",2.31041160292426,0.0268916249451865,"YES",NA
"49",190,"FR_correct","Welchs T test, equal variance","0.907982000481408; 0.882078278841746","YES",0.262527400762399,"YES","12","NA",4.09601665336425,0.000741446416968861,"YES",NA
"50",213,"FR_correct","Welchs T test, non-equal variance","0.489495629867564; 0.784951939019528","YES",0.0291072203649111,"NO","7.67696162367345","NA",2.95459360822538,0.00957763738627658,"YES",NA
"51",245,"FR_correct","Welchs T test, equal variance","0.857514973896653; 0.968245330641085","YES",0.0796546356138695,"YES","12","NA",1.7148448966809,0.0560289284747366,"NO",NA
