"","Age_DPF","Metric","model","ShapiroWilk","ResidNorm","Variance","HomogVar","DF.num","DF.denom","Tstat","P_val","SigDif","NA"
"1",190,"RR_mghr","Welchs T test, equal variance","0.129551175079266; 0.640414173242702","YES",0.657096163859513,"YES","11","NA",-1.40650500451185,0.906404217592533,"NO",NA
"2",213,"RR_mghr","Welchs T test, equal variance","0.334639191428646; 0.278696246203612","YES",0.215686091320914,"YES","11","NA",-3.37886949216826,0.996922566936419,"NO",NA
"3",245,"RR_mghr","Welchs T test, equal variance","0.339537089743208; 0.966331694221752","YES",0.809646488224697,"YES","12","NA",1.21590062795094,0.123700539465227,"NO",NA
"4",190,"ORR_mghr","Welchs T test, equal variance","0.744403201435243; 0.167751136370813","YES",0.481697744852359,"YES","11","NA",0.258325497872966,0.400462648447894,"NO",NA
"5",213,"ORR_mghr","Welchs T test, equal variance","0.86446034700016; 0.25268284506399","YES",0.198172151525206,"YES","11","NA",-5.38078244180599,0.99988845569246,"NO",NA
"6",245,"ORR_mghr","Welchs T test, equal variance","0.821272947487179; 0.567694050199073","YES",0.494134483232795,"YES","12","NA",0.618771877064081,0.27381662252803,"NO",NA
"7",190,"IRR_mghr","Wilcoxon rank sum exact test","0.00400095303522141; 0.0734791107368173","NO",0.749970120184117,"YES","NA","NA",5,0.0221445221445221,"YES",NA
"8",213,"IRR_mghr","Welchs T test, equal variance","0.227332448410021; 0.249399377703668","YES",0.245678857263141,"YES","11","NA",-2.29391009534071,0.978757710341515,"NO",NA
"9",245,"IRR_mghr","Welchs T test, equal variance","0.264205492683844; 0.980190123805186","YES",0.880488330769895,"YES","12","NA",1.32633604106609,0.104709235926001,"NO",NA
"10",190,"ER_mghr","Welchs T test, equal variance","0.598116132994591; 0.86504112531665","YES",0.409262519249367,"YES","11","NA",0.55825577365371,0.293926170212396,"NO",NA
"11",213,"ER_mghr","Welchs T test, equal variance","0.830023805769461; 0.191382092693628","YES",0.287811077940738,"YES","11","NA",1.86814583032397,0.044295188914018,"YES",NA
"12",245,"ER_mghr","Welchs T test, equal variance","0.136735848945606; 0.419610926714493","YES",0.901812190618581,"YES","12","NA",-1.17421090192361,0.868456302284721,"NO",NA
"13",190,"OER_mghr","Welchs T test, equal variance","0.883222742714853; 0.867976211277063","YES",0.705862176755881,"YES","11","NA",1.58546772798703,0.0705835435696828,"NO",NA
"14",213,"OER_mghr","Welchs T test, equal variance","0.535319048243051; 0.602252309854802","YES",0.34054021392305,"YES","11","NA",1.23397712370488,0.121463019225591,"NO",NA
"15",245,"OER_mghr","Welchs T test, equal variance","0.285703724432789; 0.959704342025041","YES",0.879428043147823,"YES","12","NA",-1.51860797946332,0.92262044964461,"NO",NA
"16",190,"IER_mghr","Welchs T test, equal variance","0.612774179838718; 0.842057855849447","YES",0.459126681619239,"YES","11","NA",0.400918796086783,0.348078770946682,"NO",NA
"17",213,"IER_mghr","Welchs T test, equal variance","0.904785021191319; 0.119156145266034","YES",0.219721208635364,"YES","11","NA",2.016128169286,0.0344362637559507,"YES",NA
"18",245,"IER_mghr","Welchs T test, equal variance","0.181740494289621; 0.292549527624461","YES",0.871147156717541,"YES","12","NA",-1.11658507180954,0.856984597873703,"NO",NA
"19",190,"IER_correct","Welchs T test, equal variance","0.824968230727574; 0.902258994232191","YES",0.81203732264596,"YES","11","NA",1.87020166530369,0.0441419735771664,"YES",NA
"20",213,"IER_correct","Welchs T test, equal variance","0.974156419850224; 0.0954355566138672","YES",0.124133833368399,"YES","11","NA",2.37744210521697,0.0183332511279936,"YES",NA
"21",245,"IER_correct","Welchs T test, equal variance","0.18434958529441; 0.20401644846317","YES",0.824556098766903,"YES","12","NA",-1.06372278811447,0.845804184648943,"NO",NA
"22",190,"IRR_correct","Welchs T test, equal variance","0.611067307906296; 0.448939031282229","YES",0.468217471311406,"YES","11","NA",-0.560334487895808,0.706758972200827,"NO",NA
"23",213,"IRR_correct","Welchs T test, equal variance","0.0669703985196557; 0.125573927591356","YES",0.378236090326197,"YES","11","NA",-1.91222297208179,0.958884873468401,"NO",NA
"24",245,"IRR_correct","Welchs T test, equal variance","0.0904185591185062; 0.943242874724084","YES",0.706787978193491,"YES","12","NA",1.20939779222776,0.124899089181854,"NO",NA
"25",190,"OER_correct","Welchs T test, equal variance","0.925231615819457; 0.785422497788224","YES",0.227872833570826,"YES","11","NA",3.83524157349494,0.00138460022517407,"YES",NA
"26",213,"OER_correct","Welchs T test, equal variance","0.516434334460569; 0.797311344413197","YES",0.175727385239305,"YES","11","NA",1.86131172121377,0.0448080302428738,"YES",NA
"27",245,"OER_correct","Welchs T test, equal variance","0.353463453644208; 0.747051196732892","YES",0.808785224094942,"YES","12","NA",-1.43173505827873,0.911126400610328,"NO",NA
"28",190,"ORR_correct","Welchs T test, equal variance","0.485558578916123; 0.197046978634588","YES",0.861115697421791,"YES","11","NA",1.27301477587871,0.114629545584874,"NO",NA
"29",213,"ORR_correct","Welchs T test, equal variance","0.738075849264905; 0.0989187469566043","YES",0.460387296161898,"YES","11","NA",-5.12798959626148,0.999835329723606,"NO",NA
"30",245,"ORR_correct","Welchs T test, equal variance","0.51041985332243; 0.485057825209118","YES",0.383317405829173,"YES","12","NA",0.548503376296463,0.296702257753576,"NO",NA
"31",190,"CR","Welchs T test, equal variance","0.459310547236914; 0.680186173434683","YES",0.814298925749526,"YES","11","NA",-0.326273681400112,0.624829696643034,"NO",NA
"32",213,"CR","Welchs T test, equal variance","0.781475333480994; 0.500185583308344","YES",0.189848340387522,"YES","11","NA",2.09963488657417,0.0298190028426287,"YES",NA
"33",245,"CR","Welchs T test, equal variance","0.178039965423929; 0.409588781843249","YES",0.594691056275972,"YES","12","NA",1.05972856538005,0.155066480663082,"NO",NA
"34",190,"FR","Welchs T test, equal variance","0.459310547236918; 0.680186173434677","YES",0.669174429835212,"YES","11","NA",-1.09476169082351,0.85149347826424,"NO",NA
"35",213,"FR","Welchs T test, equal variance","0.781475333480984; 0.500185583308341","YES",0.369014755113031,"YES","11","NA",0.666712232634275,0.259347832495049,"NO",NA
"36",245,"FR","Welchs T test, equal variance","0.178039965423945; 0.409588781843253","YES",0.517161301146889,"YES","12","NA",0.684470330395852,0.253341426243374,"NO",NA
"37",190,"RR_correct","Welchs T test, equal variance","0.8875081262713; 0.985465174635056","YES",0.358293777952415,"YES","11","NA",0.57342577977656,0.288945665260065,"NO",NA
"38",213,"RR_correct","Welchs T test, equal variance","0.736643442113797; 0.0852427209209306","YES",0.420572630446567,"YES","11","NA",-3.02388151066674,0.994212421209015,"NO",NA
"39",245,"RR_correct","Welchs T test, equal variance","0.121055472385416; 0.920508317136418","YES",0.641211649721853,"YES","12","NA",1.10516242741225,0.145377605841161,"NO",NA
"40",190,"SE","Wilcoxon rank sum exact test","0.622396128281703; 0.000570867804973683","NO",0.567901268967153,"YES","NA","NA",11,0.180652680652681,"NO",NA
"41",213,"SE","Welchs T test, equal variance","0.681791293111417; 0.597609686074764","YES",0.44375090651856,"YES","11","NA",2.80190088758468,0.0086080658519964,"YES",NA
"42",245,"SE","Wilcoxon rank sum exact test","0.201581069181987; 9.11285175063803e-05","NO",0.316911794817014,"YES","NA","NA",49,0.000582750582750583,"YES",NA
"43",190,"IFR","Welchs T test, equal variance","0.525481016512026; 0.882078278841741","YES",0.893075312446825,"YES","11","NA",1.00869502343778,0.167397254168164,"NO",NA
"44",213,"IFR","Welchs T test, equal variance","0.498156003719014; 0.784951939019518","YES",0.200830980015862,"YES","11","NA",1.06185574439777,0.155529149094427,"NO",NA
"45",245,"IFR","Welchs T test, equal variance","0.855974083662907; 0.968245330641089","YES",0.442760447328537,"YES","12","NA",0.487138214171793,0.317468732316051,"NO",NA
"46",190,"CR_correct","Welchs T test, equal variance","0.525481016512017; 0.882078278841739","YES",0.746547179777384,"YES","11","NA",1.8064979915991,0.0491221640146243,"YES",NA
"47",213,"CR_correct","Welchs T test, equal variance","0.498156003719014; 0.78495193901954","YES",0.0946949303493747,"YES","11","NA",2.70913165573235,0.0101611989052456,"YES",NA
"48",245,"CR_correct","Welchs T test, equal variance","0.855974083662904; 0.968245330641084","YES",0.567990501117312,"YES","12","NA",1.08864135961437,0.14884638913013,"NO",NA
"49",190,"FR_correct","Welchs T test, equal variance","0.525481016512008; 0.882078278841746","YES",0.904736768253725,"YES","11","NA",0.94663026257942,0.182079266925991,"NO",NA
"50",213,"FR_correct","Welchs T test, equal variance","0.498156003719005; 0.784951939019528","YES",0.184714035982522,"YES","11","NA",1.25038148636397,0.118552559819612,"NO",NA
"51",245,"FR_correct","Welchs T test, equal variance","0.855974083662904; 0.968245330641085","YES",0.491848035505042,"YES","12","NA",0.734163572778344,0.238474961994672,"NO",NA
"52",190,"RR_Percent","Welchs T test, equal variance","0.561722725182104; 0.726707123268428","YES",0.266296664629051,"YES","11","NA",-0.545535966417441,0.701863081993511,"NO",NA
"53",213,"RR_Percent","Wilcoxon rank sum exact test","0.0189352614854897; 0.432315055470297","NO",0.980176572241317,"YES","NA","NA",4,0.013986013986014,"YES",NA
"54",245,"RR_Percent","Welchs T test, equal variance","0.368037209634137; 0.620954588705406","YES",0.596889125133736,"YES","12","NA",1.42427492136602,0.0899245290578886,"NO",NA
"55",190,"TIR","Welchs T test, equal variance","0.820607212041914; 0.902130089133174","YES",0.957783409102327,"YES","11","NA",0.882358933308129,0.198227681723108,"NO",NA
"56",213,"TIR","Welchs T test, equal variance","0.95772815041347; 0.230665986614759","YES",0.0807028349585625,"YES","11","NA",2.82071278680171,0.00832321614316373,"YES",NA
"57",245,"TIR","Welchs T test, equal variance","0.199061234430295; 0.435866293797122","YES",0.852174756413188,"YES","12","NA",-0.299731006875988,0.615244638582762,"NO",NA
"58",190,"OFR","Welchs T test, equal variance","0.525481016512026; 0.88207827884175","YES",0.910893667963694,"YES","11","NA",0.913915016104088,0.190178875696272,"NO",NA
"59",213,"OFR","Welchs T test, equal variance","0.498156003719013; 0.784951939019534","YES",0.165605068220118,"YES","11","NA",1.49399185609137,0.0816492490505211,"NO",NA
"60",245,"OFR","Welchs T test, equal variance","0.855974083662902; 0.968245330641084","YES",0.617071961741844,"YES","12","NA",1.30287598020247,0.108532216988369,"NO",NA
"61",190,"OIR","Welchs T test, equal variance","0.908722103336926; 0.657163365585149","YES",0.963660823055371,"YES","11","NA",0.481603301288675,0.319763120626729,"NO",NA
"62",213,"OIR","Welchs T test, non-equal variance","0.974059025468045; 0.993018860047125","YES",0.0373669998332574,"NO","6.92928608500978","NA",3.53417919331729,0.00485205999581249,"YES",NA
"63",245,"OIR","Welchs T test, equal variance","0.289784006518199; 0.940738237866195","YES",0.966609976091351,"YES","12","NA",1.48180043545491,0.082084990127079,"NO",NA
"64",190,"i","Wilcoxon rank sum exact test","0.149399014141383; 0.0495207969151381","NO",0.381884642622969,"YES","NA","NA",8,0.0734265734265734,"NO",NA
"65",213,"i","Welchs T test, equal variance","0.694941012360855; 0.411766250503229","YES",0.255383107611385,"YES","11","NA",3.64641527956168,0.00192236778894209,"YES",NA
"66",245,"i","Welchs T test, equal variance","0.25913674582795; 0.658641381490944","YES",0.245353565044356,"YES","12","NA",2.52974229882145,0.013215959267008,"YES",NA
"67",190,"AR","Welchs T test, equal variance","0.929334943682918; 0.575146479570885","YES",0.990763893147924,"YES","11","NA",0.204219104570985,0.420955787416261,"NO",NA
"68",213,"AR","Welchs T test, non-equal variance","0.999188422391919; 0.773999615735696","YES",0.0403830682351505,"NO","7.02605960874591","NA",3.98138938691411,0.00263723578475371,"YES",NA
"69",245,"AR","Welchs T test, equal variance","0.501085010547409; 0.675663963361589","YES",0.86782062401572,"YES","12","NA",2.49228094973202,0.0141567182534901,"YES",NA
"70",190,"AE","Welchs T test, equal variance","0.611782287552476; 0.738822681807944","YES",0.55834569508777,"YES","11","NA",-2.48213448007194,0.984770984711516,"NO",NA
"71",213,"AE","Welchs T test, equal variance","0.0528475754308005; 0.332606154104322","YES",0.374590033113418,"YES","11","NA",3.98231187559746,0.00107514151146995,"YES",NA
"72",245,"AE","Wilcoxon rank sum exact test","0.419703707125428; 0.0288008663923184","NO",0.548725591393049,"YES","NA","NA",45,0.00699300699300699,"YES",NA
