 ,Area,Mean,Min,Max,Angle,Length
1,1.629E-4,205.754,139.167,251.767,-174.791,0.171
2,1.664E-4,179.784,133.366,218.706,-129.430,0.175
3,1.753E-4,211.265,162.899,249.905,22.507,0.185
4,1.869E-4,205.745,174.518,248.167,-90.822,0.197
5,1.735E-4,195.528,125.463,245.657,36.634,0.183
